Job Key No,Job Title/ Category,Number Of Vacancy,Relevant Field,Nature,Deadline,Contract Period,Payroll,Employer Business,Location Base,Monthly Salary Range HK$,Project Nature,Duties,Yrs of Total Post-Quali Exp,Yrs of Relevant Exp,Requirements,Work Outside Current Location,Last Update,Apply To,Direct Line,URL
Added : ,,,,,,,,,,,,,,,,,,,,
33124,Contract Project Manager (Bid Ref 53678-1),1,Others,Contract,17 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Tai Wai Office,N/A - N/A,"""(T26) Management of web application system development and maintenance in EDB.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the EDB; ;To lead and manage a team to: ;(a) carry out requirement study, analysis, design, implementation and maintenance for IT systems; ;(b) participate in technical study and product evaluation; and ;(c) provide training, technical support and advice to users of IT systems and in IT activities ;""",20.0,10.0,"""(a) At least 20 years of post-qualification relevant application system development / maintenance of which a minimum of 10 years in managing web application system implementation / maintenance. ;(b) At least 15 year experience with/in government projects ;Technical Skills: ;. At least 15 years' experience in IT Application Development and Management (ADM); ;. At least 3 years' experience in Disaster Recovery Planning (DRP); ;. At least 3 years' experience in Microsoft SQL Server (MSS); ;. At least 2 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF). ;Non-technical Skills: ;. At least 15 years' experience in the management and support of Government systems and services (GSS); ;. At least 10 years' experience in managing G2B and G2C projects (GBC); ;. Excellent written English is a must; ;. At least 8 years' experience in managing Government projects (IEG). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 20 years' post-qualification experience in which at least 10 years' relevant experience in a similar post and in a comparable capacity.""",N/A,03 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33124"")"
33129,Contract Systems Analyst (Bid Ref 53549-1),1,Application Development,Contract,17 Mar 2025,01 May 2025 to 31 Jan 2027 (21 months),under InfoTech,Government T26 Contract,Kowloon Bay,N/A - N/A,"""(T26) 1. Design and implement new IT systems for the Training Unit of EMSD. Oversee software development, hardware installation and configuration of IT application systems to customize it for EMSD. ;2. Liaise with users for the development of IT systems using new training technologies (e.g. XR and immersive technology). Administrate, support, and manage training materials in various multimedia formats to be created by EMSD staff for corporate online training platform and other training administrative systems. ;3. Support and administrate developed IT systems for the Training Unit of EMSD.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the E&MSD; ;A. To perform application development, enhancement, coding, documentation, code reviews, testing, user ;training, maintenance and enhancement for web application system; ;B. To perform system administration, monitoring, maintenance services and supporting for organization IT systems; ;C. To evaluate and review of hardware and software to comply with the Government Security Standards / ;Guidelines and prepare technical proposals of IT equipment and services; ;D. To provide application support services such as liaison with users and vendors, monitoring, repairing, recovering application systems, training and helpdesk support to web application users and contractors; ;E. To update system design documents, operation procedures, system configuration documents, drill plans, contingency plans, technical reports, user manuals etc.; ;F. To ensure project deliverables to be on time and meet quality standard; ;G. To monitor the performance of his/her subordinates; ;H. To manage and monitor the schedule and performance of project vendors; and ;I. To undertake any other duties as required by supervisors. ;""",4.0,3.0,"""i) Degree in computer subjects or related disciplines. ;ii) 4 years or above experience in application development or related fields serving in the role as systems analyst, with solid experience in Apache Web Server, Linux, PHP and MySQL / MariaDB projects. ;iii) 3 years or above experience in working with Database system on MySQL / MariaDB is a must; and 2 years or above experience in working with Database system on MS-SQL is a must; and preferably certified in database administration in any common database systems. ;iv) 2 years or above experience in managing public facing Web Application is a must. ;v) Experience in public facing Web Application implementation is a must. ;vi) Experience in Security Risk Assessment & Audit (SRAA) work process is a must, and preferably certified in the specialty of IT security. ;vii) Knowledge and experience in systems design, systems administration and management. ;viii) Good leadership, planning, organization, communication and interpersonal skills. ;ix) Having the following working experience and skill sets would be an advantage: Tomcat, JAVA, XML, VMware, BitLocker, VR (Virtual Reality) equipment etc. ;Technical Skills: ;. At least 3 years' experience in IT Application Development and Management (ADM); ;. At least 3 years' experience in Linux System Administration (LIN); ;. At least 3 years' experience in MySQL (MSQ); ;. At least 3 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 3 years' experience in Web Programming (WEB); ;. At least 2 years' experience in PHP programming (PHP); ;. At least 2 years' experience in SQL Server Reporting Services (SRS); ;. At least 1 year's experience in Server Virtualisation Technology (SVT); ;. At least 1 year's experience in Information Security Management (ISM); ;. At least 1 year's experience in Security Risk Assessment and Audit (SAA); ;. 1 year's experience in Microsoft SQL Server (MSS) is an advantage; ;. 6 months' experience in JAVA Programming (JAV) is an advantage; ;. 6 months' experience in Tomcat Application Server (TOM) is an advantage; ;. 6 months' experience in XML (XML) is an advantage. ;Non-technical Skills: ;. At least 3 years' experience in work with the Government (GOV); ;. Good coordination skills is a must; ;. At least 1 year's experience in Government tendering procedures (GTP); ;. At least 1 year's experience in vendor management (VMG); ;. At least 6 months' experience in software testing (STM); ;. Good written English is an advantage; ;. 1 year's experience in Government procurement/disposal procedures (GPD) is an advantage; ;. 1 year's experience in the management and support of Government systems and services (GSS) is an advantage; ;. 6 months' experience in Business Process Modeling (BPM) is an advantage; ;. 6 months' experience in helpdesk call handling (HDT) is an advantage; ;. 6 months' experience in IT audit (ITA) is an advantage; ;. 6 months' experience in conducting IT training/briefing (ITT) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,03 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33129"")"
33200,Contract Project Manager (Bid Ref 53741-1),1,Others,Contract,20 Mar 2025,02 May 2025 to 31 Oct 2025 (5 months),under InfoTech,Government T26 Contract,New Immigration HQ at Tseung Kwan O and other Immigration offices specified in Requirement Details,N/A - N/A,"""(T26) Implementation of application enhancements for the system related to visa & permit, pre-arrival registration, birth, death, marriage and investigation business areas of Immigration Department (ImmD).""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the ImmD; ;The CPM will be responsible for managing and overseeing the application enhancements on various new business initiatives, and other related project activities on the system regarding visa & permit, pre-arrival registration, birth, death, marriage and investigation business in ImmD. ;;The key duties include:;(a) To perform leadership duties, conduct planning and managing the implementation of application enhancements on the system from business requirements analysis, system analysis and design, development, testing, production rollout till nursing and maintenance;;(b) To oversee and review the various business requirements and design specifications of the functions and enhancements;;(c) To supervise the in-house project team to support the implementation of application enhancements and perform quality control on all contractor's deliverables;;(d) To monitor the contractors' progress and performance;;(e) To liaise and provide professional advice to the business and technical stakeholders of the system including contractors of other interfacing systems; and;(f) To perform any other duties as may be required. ;""",8.0,2.0,"""(a) Experience in managing the implementation of multi-tier applications of large-scale, mission-critical IT system(s) and managing outsourcing IT projects involving multiple vendors are required;;(b) Strong project management, decision making and problem diagnosis and resolution skills;;(c) Good communication skills and solid work experience with/in the Government will be an advantage;;(d) Good knowledge in document flow/workflow management system and java programming for application development are required;;(e) Familiar with the Government regulations, guidelines and standards related to IT; and;(f) Criminal record check is required. ;Technical Skills: ;. At least 3 years' experience in IT Application Development and Management (ADM); ;. At least 3 years' experience in Document Flow/Workflow Management System (DOC); ;. At least 3 years' experience in JAVA Programming (JAV). ;Non-technical Skills: ;. At least 3 years' experience in vendor management (VMG); ;. 1 year's experience in work with the Government (GOV) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,06 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33200"")"
33195,Contract Project Manager (Bid Ref 53752-1),1,Others,Contract,20 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Admiralty,N/A - N/A,"""(T26) The staff will be responsible for the project planning and management, system maintenance and outsourcing contracts administration of the core IT application systems in LAD.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LAD; ;- Perform project planning and management, system design and implementation, system maintenance and outsourced contractor management for case management and case accounting system; ;- Perform project planning and management, system design and implementation, system maintenance and outsourced contractor management for web-based e-government systems; ;- Perform project planning and management, system design and implementation, system maintenance and outsourced contractor management for electronic document management system; ;- Perform project planning and management for the revamp of the case management and case accounting system and related ad hoc query system; ;- Supervise and perform quality control on services/products delivery; ;- Work with users, contractors/vendors and other government bureaux/departments on requirements study and implementation planning; ;- Perform funding submission and the related tendering/procurement exercises for IT systems, products and services; ;- Carry out any other duties as assigned by supervisor. ;""",12.0,5.0,"""- Experience and knowledge in project management, system implementation and support of Oracle database application system; ;- Experience and knowledge in project management, system implementation and support of web-based e-government systems; ;- Experience and knowledge in project management, system implementation and support of electronic document management system; ;- Experience and knowledge in system implementation and support of e-government application hosting at e-Government Infrastructure Service (EGIS) / Government Cloud Infrastructure Services (GCIS) platform and their corresponding backend systems; ;- Experience and knowledge in drawing up large IT tenders and conducting tender exercises for delivery of IT systems and services. ;- At least 5 years solid experience in application development and system integration projects with adoption of Agile methodology. ;Technical Skills: ;. At least 5 years' experience in IT Application Development and Management (ADM); ;. At least 5 years' experience in Oracle RDBMS (ODB); ;. At least 4 years' experience in .Net Development (NDE); ;. At least 4 years' experience in Document Management System (DMS); ;. At least 4 years' experience in Infrastructure (INF); ;. 2 years' experience in IT Planning (ITP) is an advantage; ;. 2 years' experience in Project Management Professional (PMP) (PMP) is an advantage; ;. 2 years' experience in WebSphere Application Server (WAS) is an advantage. ;Non-technical Skills: ;. At least 5 years' experience in Government procurement/disposal procedures (GPD); ;. At least 5 years' experience in managing Government projects (MGP); ;. At least 5 years' experience in IT service/outsourcing management (OUT); ;. At least 4 years' experience in tender preparation and administration (TPA); ;. At least 4 years' experience in work with the Government (GOV); ;. 2 years' experience in vendor management (VMG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 12 years' post-qualification experience in which at least 5 years' relevant experience in a similar post and in a comparable capacity.""",N/A,06 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33195"")"
33139,Contract Project Manager (Bid Ref 53688-1),1,Others,Contract,17 Mar 2025,02 May 2025 to 30 Apr 2026 (11 months),under InfoTech,Government T26 Contract,Wong Chuk Hang,N/A - N/A,"""(T26) To provide IT support for the development of district-based community health system and other initiatives as recommended in the Primary Healthcare (PHC) Blueprint.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HHB; ;The successful applicant will report to a Chief Manager or equivalent. He/She will be responsible for the following: ;a) To work closely with the service provider(s) and liaise with various stakeholders to implement, maintain and enhance the IT systems to support the development of district-based community health system and other initiatives as recommended in the Primary Healthcare (PHC) Blueprint; ;b) To provide advice on innovative use of digital health technology with a view to improving healthcare delivery in primary healthcare initiatives; ;c) To provide IT support on data connectivity for monitoring and planning of PHC initiatives; and ;d) Any other tasks assigned by the supervisor or the Health Bureau (HHB). ;""",10.0,4.0,"""a) Solid experience on project management of large scale Government / healthcare related projects /services; ;b) Solid experience in various aspects of system implementation, including preparation of requirement specification, management of system development, outsourcing, management of system development and maintenance support; ;c) Work experience in healthcare industry; ;d) Strong communication skills both in written and oral English; and ;e) Strong interpersonal skill and practical experience in liaison with service provider(s). ;Technical Skills: ;. At least 8 years' experience in IT Application Development and Management (ADM); ;. At least 5 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 2 years' experience in Data Modeling (DMO). ;Non-technical Skills: ;. At least 8 years' experience in IT service/outsourcing management (OUT); ;. At least 4 years' experience in Clinical Related Information System (CRS); ;. At least 3 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,03 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33139"")"
33042,Contract Project Manager (Bid Ref 53602-1),1,Others,Contract,11 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Wanchai,N/A - N/A,"""(T26) Development and maintenance of application systems of HKPF""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HKPF; ;- Project planning and management ;- Monitoring of contractors' performance ;- Quality assurance of contractors' deliverables ;- Management of maintenance services (by inhouse and/or contractor support teams) of application systems ;""",11.0,3.0,"""- Solid experience in project management and monitoring of government outsourced IT projects ;- Security vetting is required ;Technical Skills: ;. At least 6 years' experience in Infrastructure (INF); ;. At least 4 years' experience in IT Application Development and Management (ADM). ;Non-technical Skills: ;. At least 3 years' experience in managing Government projects (IEG); ;. At least 3 years' experience in managing Government projects (MGP); ;. At least 3 years' experience in IT service/outsourcing management (OUT); ;. 3 years' experience in quality assurance (QAS) is an advantage; ;. 3 years' experience in vendor management (VMG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 11 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,25 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33042"")"
33125,Contract Systems Analyst (Bid Ref 53686-1),1,Others,Contract,17 Mar 2025,12 Apr 2025 to 11 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Tsim Sha Tsui,N/A - N/A,"""(T26) To lead technical design and enhancements for HKO's mobile applications, as well as lead the development of a new mobile application for special users""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HKO; ;A CSA is required to take up the following tasks during the contract period: ; ;(1) lead the design and implementation of the data architecture to support the new feature of the location-based weather information for selected countries on the MyObservatory; ;(2) lead the design and development of the new feature of en-route weather forecast; ;(3) lead the implementation of the enhancement of the user interface, app notification features and widgets of HKO&;#195;&;#162;&;#226;&;#8218;&;#172;&;#226;&;#8222;&;#162;s apps; ;(4) collect and analyst user requirements of the new mobile application for special users; ;(5) lead the design and development of the new mobile application for special users with the addition of push notification function; ;(6) ensure the compatibility of HKO&;#195;&;#162;&;#226;&;#8218;&;#172;&;#226;&;#8222;&;#162;s apps and widgets with the latest iOS version; ;(7) assist in system nursing; and ;(8) prepare documentation and handover with training to HKO staff. ;""",5.0,4.0,"""Mandatory: ;(i) Proficiency in iOS app development with Swift language; ;(ii) Proficiency in development with Java and MySQL; ;(iii) Knowledge and experience in development on data architecture for Big Data platforms such as Hadoop, Elastic Search, MongoDB, Redis, etc.; ;(iv) At least 4 years of experience in mobile development and push notification development; ;(v) Experience in working in HKO. ; ;Optional: ;(vi) Experience in Android app development. ;(vii) Experience in Gitlab or GitHub and CI/CD such as Jenkins. ; ;A criminal record check will be required and the offer is subject to the results of the criminal record check. ;Technical Skills: ;. At least 3 years' experience in JAVA Programming (JAV); ;. At least 3 years' experience in MySQL (MSQ); ;. At least 3 years' experience in PHP programming (PHP); ;. At least 3 years' experience in Wireless and Mobile (WLM); ;. At least 3 years' experience in XML (XML); ;. At least 2 years' experience in Source Control Management System (SCM); ;. At least 2 years' experience in Geographic Information System (GIS); ;. 2 years' experience in .NET C# (NEC) is an advantage; ;. 1 year's experience in HTML version before HTML5 (HTM) is an advantage; ;. 1 year's experience in SQL Server Reporting Services (SRS) is an advantage; ;. 1 year's experience in Unix/Linux Shell Scripting (ULS) is an advantage; ;. 1 year's experience in C++ (C++) is an advantage. ;Non-technical Skills: ;. At least 2 years' experience in work with the Government (GOV); ;. At least 2 years' experience in software testing (STM). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,03 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33125"")"
33121,Contract Project Manager (Bid Ref 53658-1),1,Others,Contract,17 Mar 2025,02 May 2025 to 27 Feb 2026 (9 months),under InfoTech,Government T26 Contract,Tseung Kwan O,N/A - N/A,"""(T26) To manage and provide professional IT advice for the implementation of new self-service kiosk for the Immigration Department (ImmD).""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the ImmD; ;The staff will be responsible for managing the implementation of the new self-service kiosk. Tasks includes: ;(a) to lead, manage and plan the implementation of the new self-service kiosk at ImmD HQs. ;(b) to supervise the internal project team and monitor the contractors in the provision of support and implementation services on the new self-service kiosk; ;(c) to monitor contractor's work and provide technical advice on contractor's deliverables; ;(d) to devise the appropriate strategies for project implementation; ;(e) to plan ahead and identify contingencies and alternatives, as well as manage deviations and risks; ;(f) to closely collaborate with the contractors, users and other project teams in ImmD in the course of exercising the duties; ;(g) to manage and motivate the human resources; and ;(h) to perform any other duties as may be required. ;""",8.0,2.0,"""The CPM should possess strong planning, decision making, management as well as good communication skills, and has experience in managing large-scale IT projects. ; ;Experience in project management, outsourcing management will be an advantage. ; ;Criminal record check is required. ;Technical Skills: ;. At least 7 years' experience in IT Planning (ITP); ;. At least 7 years' experience in Multi-vendor Mission Critical System (MCS); ;. At least 7 years' experience in System Implementation and Maintenance/Support (SIM). ;Non-technical Skills: ;. At least 6 months' experience in managing Government projects (MGP); ;. At least 6 months' experience in IT service/outsourcing management (OUT). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,03 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33121"")"
33131,Contract Project Manager (Bid Ref 53552-1),1,Others,Contract,17 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,"8/F., Cheung Sha Wan Government Offices, 303 Cheung Sha Wan Road, Kowloon",N/A - N/A,"""(T26) Contract management for the new IT projects under ECD IT Task force on developing the Smart Enforcement Platform (including field mobile applications, data analytic platform, and Geographic Information System (GIS) applications).""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the EPD; ;1. Manage the IT projects to achieve smart pollution control enforcement operation.;2. Responsible for developing an infrastructure in ECD (Government Cloud, networks, IT security and computer systems) to ensure optimal performance and conformance to relevant all government guidelines.;3. Prepare the service contract documents for the IT applications to be used referencing to the user requirements;;4. Assist in tender evaluation of the service contracts;;5. Oversee the contract service timely and ensure the project completion as scheduled;;6. Facilitate the SA&D and implementation by collaborating stakeholders and contractors intensively;;7. Provide comments on the deliverables submitted by the service contractor;;8. Supervise an analyst programmer for conducting duties; and;9. Conduct any duties as per assigned by supervisors ;""",9.0,4.0,"""1. Degree in Information Technology, Computer Science or related Computer Studies discipline;;2. At least 9 years of experience in project management, system analysis, development, implementation and maintenance support of web application;;3. Solid experience in managing IT projects;;4. Solid experience in design and implement disaster recovery plan for IT systems.;5. Solid experience in managing Security Risk Assessment & Audit prior to system rollout. ;6. Solid experience in system testing and different stages of software testing (e.g. User Acceptance Test);;7. Experience in IT infrastructure technologies; ;8. Fluent in government procedures and regulatory requirements on IT.;9. Solid experience in team work; and;10. Immediate availability is highly preferred ;Technical Skills: ;. At least 5 years' experience in FileNet (FLN); ;. At least 5 years' experience in IT Application Development and Management (ADM); ;. At least 5 years' experience in WebLogic Server Administration (WLG); ;. 3 years' experience in Data Architecture (DAR) is an advantage; ;. 3 years' experience in Data Management (DMT) is an advantage; ;. 3 years' experience in Geographic Information System (GIS) is an advantage; ;. 3 years' experience in IT Security (ITS) is an advantage; ;. 3 years' experience in Networking (NET) is an advantage; ;. 3 years' experience in Oracle RDBMS (ODB) is an advantage; ;. 3 years' experience in SQL*PLUS/PL/SQL/PRO*C (OPL) is an advantage; ;. 3 years' experience in Security Incident Detection and Handling (SDH) is an advantage; ;. 3 years' experience in System Implementation and Maintenance/Support (SIM) is an advantage. ;Non-technical Skills: ;. At least 6 years' experience in contract administration (CON); ;. At least 6 years' experience in managing Government projects (MGP); ;. At least 6 years' experience in project management (PRM); ;. 3 years' experience in software testing (STM) is an advantage; ;. 3 years' experience in vendor management (VMG) is an advantage; ;. 3 years' experience in IT service/outsourcing management (OUT) is an advantage; ;. 3 years' experience in work with the Government (GOV) is an advantage; ;. 3 years' experience in IT audit (ITA) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 9 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,03 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33131"")"
