Job Key No,Job Title/ Category,Number Of Vacancy,Relevant Field,Nature,Deadline,Contract Period,Payroll,Employer Business,Location Base,Monthly Salary Range HK$,Project Nature,Duties,Yrs of Total Post-Quali Exp,Yrs of Relevant Exp,Requirements,Work Outside Current Location,Last Update,Apply To,Direct Line,URL
Added : ,,,,,,,,,,,,,,,,,,,,
33212,Contract Systems Analyst (Bid Ref 53710-1),1,Application Development,Contract,21 Mar 2025,01 May 2025 to 31 Jan 2027 (21 months),under InfoTech,Government T26 Contract,Kowloon Bay,N/A - N/A,"""(T26) 1. Lead, participate, monitor and support in digital transformation in EMSD with leading-edge technologies, including Agentic AI Projects, Semantic AI Development Projects, Integrated Building Management Projects, and Energy Saving Projects, and mission critical tasks such as awards / event racings and exhibition works. ;2. Lead and participate in feasibility studies, user requirements gathering, and the design and development, testing and documentation of application systems. This includes interfacing with integrated Building Management System (iBMS) and other information systems to collect, process, and analyze building operational data, aimed at facilitating further optimization of building systems and conducting in-depth data analysis. ;3. Lead and participate in the design and development of APIs for integration with a centralized data repository and other information systems. This involves ensuring the efficient storage, processing, and analysis of collected data, supporting""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the E&MSD; ;1. Conduct user requirements gathering, system analysis, design applications. Lead and perform coding, testing and deployment of application programs, leveraging cutting-edge AI technologies, particularly Large Language Models (LLMs), machine learning, and emerging AI solutions; ;2. Lead and perform test plan, test cases/scripts, testing/ pre-production environment, perform Unit Test, System Integration Test, UAT; ;3. Lead and perform system health check, Root Cause Analysis, Problem and Issues Reporting; ;4. Lead system implementation of proof-of-concepts, perform technical studies, and execute related projects; ;5. Lead and conduct pilot testing and technical evaluations of emerging technologies across multiple platforms and software stacks; ;6. Coordinate with contractors to oversee project progress and ensure deliverable quality standards; ;7. Develop comprehensive user manuals and technical documentation; ;8. Enhance, maintain, and support the AI models for evolving system development needs; ;9. Perform any related tasks as assigned by Senior Engineer/Engineer(s). ;10. To undertake any other duties as required by supervisor(s). ;""",4.0,2.0,"""1. Degree or Higher diploma in computer subjects or related disciplines; ;2. Solid experience in web server systems using Node.js, Python, Java, JavaScript; ;3. Experience in web application development, RESTful API design, and development and integration; ;4. Proven ability to conduct thorough feasibility studies, user requirements gathering, and system analysis & design; ;5. Solid experience in SQL and NoSQL databases management (MongoDB, MS SQL, and MySQL); ;6. Basic machine learning concepts, and statistical analysis skills is a plus; ;7. Good hands on knowledge in Windows, Linux or other operating system(s) is a definite advantage; ;8. Good troubleshooting and debugging skills; ;9. Strong analytical and problem-solving skills; ;10. Good technical documentation and communication skills; ;11. Ability to quickly adapt and learn new technologies and systems; ;12. Self-motivated with ability to work in a collaborative environment; ;13. Creative, self-initiative, responsible, well-organized, and work independently on complex tasks. ;Technical Skills: ;. At least 4 years' experience in IT Application Development and Management (ADM); ;. At least 4 years' experience in Data Modeling (DMO); ;. At least 4 years' experience in Data Management (DMT); ;. At least 3 years' experience in JavaScript Programming (JAP); ;. At least 3 years' experience in JAVA Programming (JAV); ;. At least 3 years' experience in MySQL (MSQ); ;. At least 2 years' experience in Microsoft SQL Server (MSS); ;. 3 years' experience in HTML version before HTML5 (HTM) is an advantage; ;. 3 years' experience in Apache Web Server (AWS) is an advantage; ;. 3 years' experience in batch job monitoring (BJM) is an advantage; ;. 2 years' experience in PHP programming (PHP) is an advantage. ;Non-technical Skills: ;. At least 3 years' experience in work with the Government (GOV); ;. At least 3 years' experience in IT Service Management (SMG); ;. At least 3 years' experience in software testing (STM); ;. At least 3 years' experience in vendor management (VMG); ;. Good coordination skills is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,07 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33212"")"
33389,Contract Systems Analyst (Bid Ref 53836-1),2,Application Development,Contract,01 Apr 2025,22 Apr 2025 to 31 Jan 2026 (9 months),under InfoTech,Government T26 Contract,Yau Ma Tei or Wan Chai,N/A - N/A,"""(T26) Web-based application system for Transport Department""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the TD; ;To support the implementation/on-going maintenance/system enhancement of e-Services and related internal system and monitor the performance of external contractor. ;""",4.0,1.0,"""1. Support system implementation for delivering new/enhanced applications/e-services and liaise with parties concerned (including users, contractors, computer operators, etc.) on requirements gathering, implementation, acceptance testing, program/system testing, on-going activities support and project management;2. Possess experience and skills in design and support of IT web application systems using Enterprise Java application and modern web framework (i.e react.js) etc; ;3. Possess knowledge and experience in procurement IT infrastructure systems and equipments and the related implementation/enhancement/support services including preparation of assignment/requirement brief and technical specifications;4. Possess of knowledge, experience and skills in design and implementation of applications using public or private cloud services including virtualization, SAN/object storage, networking, database, security, container, etc.;5. Possess experience in performing quality review on the deliverables submitted by contractors for acceptance of IT infrastructure/application systems;6. Possess knowledge and experience in implementing and/or utilising centralised system and networking monitoring, and/or centralised log management and analytics is an advantage;7. Solid experience in implementing and supporting IT projects/systems on cloud infrastructure (i.e GCIS);8. Be a good team player with competent communication and interpersonal skills ;Technical Skills: ;. At least 3 years' experience in J2EE Development (JDE); ;. At least 2 years' experience in Network & System Management (NSM); ;. At least 1 year's experience in Production Database Support (PDS); ;. At least 1 year's experience in Server Virtualisation Technology (SVT); ;. At least 1 year's experience in IT Security (ITS); ;. 1 year's experience in Web 2.0 Services (W2S) is an advantage. ;Non-technical Skills: ;. At least 1 year's experience in managing Government projects (MGP); ;. At least 1 year's experience in IT service/outsourcing management (OUT); ;. 1 year's experience in Government tendering procedures (GTP) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,18 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33389"")"
33365,Contract Systems Analyst (Bid Ref 53919-1),1,Others,Contract,31 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,"Civil Engineering & Development Building, 101 Princess Margaret Road, Homantin, Kowloon",N/A - N/A,"""(T26) - Provide IT support for the maintenance and operation of the migrated GEO Raingauge System on the cloud platform, as well as the enhancements and maintenance of the Common Operational Picture (COP).""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the CEDD; ;GEO Raingauge System ;- Provide support on maintenance and operation of the GEO Raingauge System; ;- Analyse, troubleshoot and provide solution for network problems and technical problems on the GEO Raingauge System; ;- Assist in application of machine learning and recent data transmission technologies in GEO Raingauge System; ;- Conduct data analysis of rainfall and landslides; ;- Liaise with multiple IT service providers for the maintenance and operation of the GEO Raingauge System; ;- Assist in preparation of specifications and update of system and technical documentations for the GEO Raingauge System; ;- Assist in IT-related administration and IT security; and ;- Perform any other duties assigned by supervisors. ; ;COP ;- Provide support in enhancing and maintaining the COP; ;- Assist in ensuring system reliability, data accuracy, and operational readiness; ;- Coordinate with IT service providers and stakeholders; ;- Assist in managing system documentation and support IT security measures; ;- Assist in providing user support and training; and ;- Perform any other duties assigned by supervisors. ;""",7.0,4.0,"""The applicant must have: ;- a degree in Computer Science, Information Technology or equivalent, awarded by a university in Hong Kong or by an overseas education institution; ;- at least 7-year post-qualification experience in IT and applications development and maintenance. ;- at least 4-year practical experience in GIS web application development, system integration with enterprise database, implementation and maintenance support for GIS systems ;- preferred to have at least 4-year project management experience ;Technical Skills: ;. At least 4 years' experience in Client/Server Application Development (C/S); ;. At least 4 years' experience in Geographic Information System (GIS); ;. At least 4 years' experience in Microsoft SQL Server (MSS); ;. At least 4 years' experience in Structured Query Language (SQL); ;. At least 4 years' experience in VBA (VBA). ;Non-technical Skills: ;. Good coordination skills is a must; ;. At least 4 years' experience in work with the Government (GOV); ;. 4 years' experience in Government tendering procedures (GTP) is an advantage; ;. 4 years' experience in managing Government projects (MGP) is an advantage; ;. 4 years' experience in project management (PRM) is an advantage; ;. 4 years' experience in IT procurement (PRO) is an advantage; ;. 4 years' experience in software testing (STM) is an advantage; ;. 4 years' experience in tender preparation and administration (TPA) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 7 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,17 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33365"")"
33360,Contract Project Manager (Bid Ref 53827-1),1,Others,Contract,01 Apr 2025,02 May 2025 to 31 Jan 2027 (20 months),under InfoTech,Government T26 Contract,"North Point Government Offices, 333 Java Road, North Point",N/A - N/A,"""(T26) Implementation and on-going support of IT and network infrastructure""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the CSBU; ;The T-contract staff shall be responsible for overall project management, design, development and implementation of the IT and network infrastructure of the new Civil Service College (CSC) building. The main duties are:;(1) To manage, design and implement a network infrastructure for all training related facilities within the new CSC building;;(2) To manage, design and implement a Wi-Fi infrastructure and system covering all training and public area of the new CSC building;;(3) To advise and support the development and acquisition of innovative and smart training facilities of the new CSC building;;(4) To manage and support the ongoing operation of the network infrastructure, Wi-Fi system, server rooms as well as IT training facilities in the new CSC building;;(5) To provide specialist advice and technical consultancy services on network related planning, design and implementation for the CSC facilities; and;(6) To lead a team of IT staff to provide technical support on production of multi-media resources and ensure quality controls for digital training productions. ;""",8.0,2.0,"""(1) Diploma holder or above, majoring in Information Technology/Systems, Computer Science, Information Engineering or related disciplines, or equivalent;;(2) A minimum of 8 years' post-qualification information technology experience of which 2 years must be in network design, network implementation of large-scale network infrastructure system or in a comparable capacity;;(3) Experience with design, site preparation and network implementation for new building project is definite advantage; ;(4) Hands-on experience in project management for implementation of Government IT infrastructure-related projects;;(5) Rich experience in supervising staff to conduct project implementation and provide technical support for network infrastructure; ;(6) Familiar with Government structure, IT implementation approaches and IT security guidelines; ;(7) Strong analytical and problem solving skills; and;(8) Good oral and written communication skills in both Chinese and English. ;Technical Skills: ;. At least 8 years' experience in Networking (NET); ;. At least 8 years' experience in TCP/IP (TCP); ;. At least 4 years' experience in IT Security (ITS); ;. At least 4 years' experience in Network Design (NDN); ;. 4 years' experience in CISCO IOS Software & CISCO Products (CIP) is an advantage; ;. 4 years' experience in Infrastructure (INF) is an advantage; ;. 4 years' experience in Internet/ Intranet (INT) is an advantage; ;. 4 years' experience in Security Risk Assessment and Audit (SAA) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in the management and support of Government systems and services (GSS); ;. 4 years' experience in work with the Government (GOV) is an advantage; ;. 2 years' experience in project management (PRM) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,17 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33360"")"
33394,Contract Project Manager (Bid Ref 53941-1),1,Others,Contract,01 Apr 2025,02 May 2025 to 30 Sep 2025 (4 months),under InfoTech,Government T26 Contract,Ho Man Tin,N/A - N/A,"""(T26) Project management and maintenance support for the Works Frontend System (WFS) and Other IT Systems""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HD; ;- Lead a project team and manage contractors to provide system support and maintenance services for WFS and other IT systems;;- Perform planning, monitoring and management of new enhancement and development projects; and;- Undertake staff resource planning and cost control to ensure projects are completed on time and met the required quality standard. ;""",15.0,6.0,"""- Proven project management experience in system implementation and support;;- Working experience in any of the following areas is an advantage:; - Managing systems with user size > 1,000;; - Implementing projects of Internet of Things (IoT) or asset management; or; - Implementing projects using agile development methodology;;- Strong negotiation, communication and interpersonal skills; and;- Strong analytical ability, people management and problem solving skills. ;Technical Skills: ;. At least 6 years' experience in IT Application Development and Management (ADM); ;. At least 6 years' experience in PRINCE (PRE); ;. At least 6 years' experience in SSADM (SDM); ;. At least 6 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 6 years' experience in Structured Query Language (SQL). ;Non-technical Skills: ;. At least 6 years' experience in work with the Government (GOV); ;. At least 6 years' experience in IT service/outsourcing management (OUT); ;. At least 6 years' experience in project management (PRM); ;. At least 6 years' experience in vendor management (VMG). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 15 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.""",N/A,18 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33394"")"
33386,Contract Systems Analyst (Bid Ref 53783-1),1,Others,Contract,31 Mar 2025,02 May 2025 to 30 Sep 2025 (4 months),under InfoTech,Government T26 Contract,Sham Shui Po,N/A - N/A,"""(T26) This is a CSA position responsible for Departmental IT Security.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;The major job duties of the CSA are as follows:;- Assist to manage, coordinate and support the Security Risk Assessment and Audit (SRAA) of some 30 DPO critical and departmental services, including the specification of project requirements, administration and monitoring of the project progress, coordination with the project teams on matters related to the SRAA exercise, as well as performing quality control on project deliverables;;- Arrange the logistics for the PSC / PAT / project kick-off / monthly checkpoint meetings;;- Assist to conduct an internal review of the DPO IT Security Policy and the associated security documents;;- Follow-up on the implementation of the Departmental IT Security Policy and other related guidelines, including daily administration of the Security PAtch Reminding System (SPARS) to monitor the patch installation progress of all DPO systems, arrangement for regular surveys on SRAA activities, usage of shared IDs and storage of classified information on mobile devices, etc.; and;- Support the Departmental IT Security Officer on daily departmental IT security matters and assist to handle any IT security related incidents as necessary. ;""",4.0,1.0,"""- The candidate must have at least one recognised qualifications / valid certificates related to IT security. Some examples are listed below for reference:;(i) Certified Information Systems Auditor;;(ii) Certified Information Systems Security Professional;;(iii) Certified Information Security Manager;;(iv) Certified in Risk and Information Systems Control;;(v) Check Point Certified Security Administrator;;(vi) Check Point Certified Security Expert;;(vii) Check Point Certified Security Engineer;;(viii) Advanced Diploma in Information Security;;(ix) Certified RSA SecurID Support Engineer, etc.;;- It is highly preferable that the candidate has working experience in the HKSAR Government on IT security related work. ;Technical Skills: ;. At least 4 years' experience in Information Security Management (ISM); ;. At least 4 years' experience in IT Security (ITS); ;. At least 4 years' experience in Security Incident Detection and Handling (SDH); ;. At least 4 years' experience in Security Risk Assessment (SRA); ;. 1 year's experience in IT Security Scanning Tools (SST) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in managing corporate IT security framework (CSF); ;. 1 year's experience in work with the Government (GOV) is an advantage; ;. 1 year's experience in managing Government IT standards (ITG) is an advantage; ;. Good written English is an advantage; ;. Good coordination skills is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,17 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33386"")"
33364,Contract Senior Systems Analyst (Bid Ref 53918-1),1,Others,Contract,31 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,"Civil Engineering & Development Building, 101 Princess Margaret Road, Homantin, Kowloon",N/A - N/A,"""(T26) - Perform enhancement of Oracle database, ArcGIS Enterprise, Geotechnical Information Infrastructure (GInfo), GEO Smart Platform for Landslide Detection System (LDS) and other existing IT systems; and ;- Perform system analysis, design and application program development of websites, web services, mobile apps on iOS-based and Android-based mobile platforms for GIS projects.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the CEDD; ;- Provide support on development, integration, migration and maintenance of various IT systems; ;- Develop mobile apps on iOS and Andriod platforms; ;- Develop web API (XML/JSON)for interfacing between mobile apps and other IT systems; ;- Provide technical advice for existing IT systems to supervisor; ;- Provide technical support and guidance to subordinates; ;- Provide support on maintenance of existing IT systems, websites and network, including system enhancement and urgent repair; ;- Provide support on maintenance of Oracle database in on-premise and cloud environment; and ;- Prepare and compile technical documentation, such as system manuals, operation guides and specifications. ;""",12.0,8.0,"""The applicant must have: ;- a degree in Computer Science, Information Technology or equivalent, awarded by a university in Hong Kong or by an overseas education institution; ;- at least 12-year post-qualification experience in IT or GIS and applications development and maintenance with 8-year experience in large scale deployment of GIS ;- at least 8-year practical experience in GIS web application development, system integration with enterprise database, implementation and maintenance support for GIS systems ;- at least 8-year development experience in ArcGIS Enterprise, ArcGIS Maps SDK for JavaScript, ArcGIS Maps SDK for Swift, ArcGIS Maps SDK for Kotlin; and ;- preferred to have at least 5-year practical experience in configuration, operation and maintenance of Cloud platform. ;Technical Skills: ;. At least 8 years' experience in Geographic Information System (GIS); ;. At least 8 years' experience in Structured Query Language (SQL); ;. At least 8 years' experience in Web Programming (WEB); ;. At least 5 years' experience in Mobile / Wireless Communication (MWC); ;. At least 5 years' experience in Oracle RDBMS (ODB); ;. At least 5 years' experience in ARC/INFO (ARC). ;Non-technical Skills: ;. 4 years' experience in work with the Government (GOV) is an advantage; ;. 4 years' experience in managing Government projects (MGP) is an advantage; ;. 4 years' experience in software testing (STM) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 12 years' post-qualification experience in which at least 8 years' relevant experience in a similar post and in a comparable capacity.""",N/A,17 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33364"")"
33205,Contract Project Manager (Bid Ref 53740-1),1,Others,Contract,20 Mar 2025,02 May 2025 to 28 Feb 2026 (9 months),under InfoTech,Government T26 Contract,New Immigration HQ at Tseung Kwan O and other Immigration offices specified in Requirement Details,N/A - N/A,"""(T26) Implementation of projects related to infrastructure enhancements of system related to pre-entry control and control after entry to persons, personal document, nationality and assistance to Hong Kong residents business areas of Immigration Department (ImmD).""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the ImmD; ;The CPM will be responsible for the overall management on the implementation of infrastructure enhancements such as patch upgrade for vulnerabilities, capacity planning and technology refreshment as well as new business initiatives and system interfaces on the system related to pre-entry control and control after entry to persons, personal document, nationality and assistance to Hong Kong residents business in ImmD. ; ;The key duties include: ;(a) To perform leadership duties, execute planning and managing on infrastructure enhancements related to network setup, server farm operation, large-scale disk storage on the systems and site preparation; ;(b) To advise on the technical feasibility and formulate the specifications for the technical system options based on business requirements; ;(c) To supervise the internal project teams, and monitor the contractors' performance and progress; ;(d) To lead the in-house project teams to perform quality review and control on the contractor's deliverables to ensure compliance to relevant standards; ;(e) To collaborate and provide professional advice to related stakeholders; and ;(f) To perform any other duties as may be required. ;""",8.0,2.0,"""(a) Strong project planning, management and decision making skills are required. ;(b) The candidate should have solid experience in managing the implementation of territory-wide mega-size infrastructure for large-scale IT projects involving multiple vendors. ;(c) Good communication and presentation skill is required. ;(d) Experience in supporting network setup, server farm operation, large-scale disk storage and unix system administration are required. ;(e) The candidate should also possess work experience in/with the Government in the capacity of project manager. ;(f) Knowledge on the Government guidelines and standards related to IT aspects will be an advantage. ;(g) Criminal record check is required. ;Technical Skills: ;. At least 5 years' experience in Infrastructure (INF); ;. At least 5 years' experience in UNIX System Administration (UNA); ;. At least 4 years' experience in Storage Area Network (SAN). ;Non-technical Skills: ;. At least 5 years' experience in work with the Government (GOV); ;. At least 5 years' experience in vendor management (VMG). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,06 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33205"")"
30717,Contract Systems Analyst (Bid Ref 51872-3),1,Others,Contract,31 Mar 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,North Point / Kowloon Bay,N/A - N/A,"""(T26) IT support for implementation of eHealth+ of Health Bureau""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HHB; ;Major duties and Responsibilities: ;1. To provide support for medical system partners, healthcare providers and professionals in connecting to eHealth and data sharing;;2. To support the development of different programmes such as eMedication, other health data-based community patient care programmes;;3. To prepare and review eHealth+ related documents and generate reports and/or summary to management;;4. To provide technical support and assist in monitoring progress for eHealth+ design development, testing and maintenance;;5. To liaise with parties such as Hospital Authority (HA), Department of Health (DH), Digital Policy Office (DPO), IT service contractors and other healthcare providers or professionals for supporting system infrastructure, development and maintenance of eHealth+; ;6. To assist in monitoring progress of system development, maintenance and testing of new functions or features in eHealth+; ;7. To prepare and provide assistance to eHealth+ related meetings and events; and;8. To provide support in technical and business assurance for system functions complying with related standards and regulations. ;""",4.0,1.0,"""It is required to have professional knowledge and solid experience in application development and management of large-scale application, working experience with Government's projects and good English & Chinese communication and writing skills. Working experience in application development and vendor management is also preferable. ;Technical Skills: ;. At least 4 years' experience in IT Application Development and Management (ADM); ;. At least 3 years' experience in IT Planning (ITP); ;. At least 3 years' experience in System Implementation and Maintenance/Support (SIM). ;Non-technical Skills: ;. At least 4 years' experience in Clinical Related Information System (CRS); ;. At least 3 years' experience in work with the Government (GOV); ;. 2 years' experience in vendor management (VMG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,17 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=30717"")"
33174,Contract Systems Analyst (Bid Ref 53726-1),1,Others,Contract,19 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,"19/F, West Wing, Central Government Offices, Tamar, Hong Kong",N/A - N/A,"""(T26) (i) to arrange and monitor the provision of IT support services and administration of IT matters; ;(ii) to perform planning, coordination and provision of technical support for implementation of IT projects; ;(iii) to provide technical advice and support for IT network infrastructure and systems; and ;(iv) to enhance IT security measures and conduct IT security risk assessment and audit.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DEVB; ;(i) to arrange and monitor the provision of IT support services and administration of IT matters; ;(ii) to arrange and plan the procurement or enhancement of IT systems, products and services; ;(iii) to perform planning, coordination and provision of technical support for implementation of IT projects; ;(iv) to assist in the review and user acceptance of project deliverables; ;(v) to provide technical advice and support for IT network infrastructure and systems; and ;(vi) to enhance IT security measures and conduct IT security risk assessment and audit. ;""",4.0,1.0,"""The candidate should have solid experience in project implementation and IT security audit, and is able to work independently. He/She should also be well-versed of the government procurement procedures and have thorough knowledge in GOA. ;Technical Skills: ;. At least 3 years' experience in IT Security (ITS); ;. At least 3 years' experience in IT Operational Management (OPM); ;. 1 year's experience in PHP programming (PHP) is an advantage; ;. 1 year's experience in Security Risk Assessment and Audit (SAA) is an advantage; ;. 1 year's experience in Adobe Flash (AFL) is an advantage; ;. 1 year's experience in Adobe Photoshop (APH) is an advantage; ;. 1 year's experience in Departmental Portal (DPS) is an advantage; ;. 1 year's experience in e-Leave (ELE) is an advantage. ;Non-technical Skills: ;. At least 1 year's experience in work with the Government (GOV); ;. At least 1 year's experience in project management (PRM); ;. At least 1 year's experience in IT procurement (PRO). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,05 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33174"")"
