Job Key No,Job Title/ Category,Number Of Vacancy,Relevant Field,Nature,Deadline,Contract Period,Payroll,Employer Business,Location Base,Monthly Salary Range HK$,Project Nature,Duties,Yrs of Total Post-Quali Exp,Yrs of Relevant Exp,Requirements,Work Outside Current Location,Last Update,Apply To,Direct Line,URL
Added : ,,,,,,,,,,,,,,,,,,,,
33412,Contract Project Manager (Bid Ref 53965-1),1,Others,Contract,02 Apr 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,"Civil Engineering and Development Building, 101 Princess Margaret Road, Ho Man Tin",N/A - N/A,"""(T26) (i) Revamp on existing inventory management systems;(ii) Revamp on document workflow;(iii) Revamp on Virtual Desktop Infrastructure ;(iv) Upgrade of Windows server infrastructure;(v) Migration of Lotus Notes platform to CMMP""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the CEDD; ;The CPM is required to carry out the following:;- Plan and control all phases of the above projects;;- Manage IT contractors;;- Liaise with users;;- Advise on system analysis, design, development, integration and testing for the system;;- Prepare and manage system documentations;;- Evaluate and select appropriate business and technical solutions;;- Manage IT subordinates; and;- Perform other IT duties assigned by supervisor. ;""",10.0,6.0,"""The applicant must have:;- a Hong Kong degree, or equivalent;;- at least 10 years of post-qualification IT experience in system/application development, Windows server infrastructure system, mailing system and networking.;- at least 4 years of experience in similar post or in comparable capacity/duty;;The applicant preferably has:;- experience in managing upgrade of Windows server infrastructure;- experience in backup and disaster recovery planning ;Technical Skills: ;. At least 8 years' experience in Disaster Recovery Planning (DRP); ;. At least 8 years' experience in Infrastructure (INF); ;. At least 8 years' experience in Lotus Notes Mail Admin. & Technical Support (LNM); ;. At least 8 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 8 years' experience in Server Virtualisation Technology (SVT); ;. At least 5 years' experience in Windows Server 2008/2012 (W12); ;. 1 year's experience in Microsoft SQL Server (MSS) is an advantage; ;. 1 year's experience in .Net Development (NDE) is an advantage; ;. 1 year's experience in Networking (NET) is an advantage; ;. 1 year's experience in Security Risk Assessment and Audit (SAA) is an advantage. ;Non-technical Skills: ;. At least 8 years' experience in managing Government projects (MGP); ;. Good written English is a must; ;. At least 8 years' experience in IT service/outsourcing management (OUT); ;. At least 8 years' experience in work with the Government (GOV); ;. At least 8 years' experience in Government tendering procedures (GTP); ;. At least 5 years' experience in project management (PRM); ;. At least 5 years' experience in tender preparation and administration (TPA); ;. At least 5 years' experience in vendor management (VMG); ;. 1 year's experience in conducting IT training/briefing (ITT) is an advantage; ;. 1 year's experience in Business Process Re-engineering (BPE) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.""",N/A,19 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33412"")"
33422,Contract Senior Systems Analyst (Bid Ref 53967-1),1,Others,Contract,02 Apr 2025,01 May 2025 to 31 Jul 2025 (3 months),under InfoTech,Government T26 Contract,"Sheung Wan, Central",N/A - N/A,"""(T26) (a) Network infrastructure design, hardware and software setup ;(b) Technical support of the departmental network infrastructure;;(c) Technical study and system testing; and;(d) Site preparation.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DOJ; ;(a) Design network infrastructure for new server rooms and offices;;(b) Configure network equipment including switches, routers, hubs, firewalls and VPN gateways; ;(c) Maintain network infrastructure including network equipment, data lines, servers and PCs; ;(d) Troubleshoot problems and faults on network, and provide technical solutions and follow up with vendors to resolve the issues;;(e) Coordinate with contractors in site preparation work; ;(f) Provide support to the helpdesk support staff and end users; and ;(g) Perform any other duties (e.g. on-call duty during weekends and public holidays) as may be required from time to time relevant to the implementation and maintenance support of the above and any other systems of the department. ;""",8.0,4.0,"""Candidates must possess:;(a) Experience (at least 7 years) in supporting Cisco&;#8217;s Router/Switches; ;(b) Experience (at least 6 years) in supporting Internet firewall; ;(c) Experience (at least 5 years) in site preparation activities, e.g. network cable planning; and;(d) Experience (at least 3 years) in supporting Private Virtual Network (VPN) and proxy server. ;Technical Skills: ;. At least 7 years' experience in CISCO IOS Software & CISCO Products (CIP); ;. At least 7 years' experience in Router Configuration (ROU); ;. At least 6 years' experience in Internet Firewall Technical Support (IFW); ;. At least 6 years' experience in Internet/ Intranet (INT); ;. At least 6 years' experience in IT Security (ITS); ;. At least 6 years' experience in Metro Ethernet (MET); ;. At least 6 years' experience in Network Design (NDN); ;. At least 3 years' experience in Proxy Server (PRS); ;. At least 3 years' experience in Virtual Private Network (VPN). ;Non-technical Skill: ;. At least 7 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,19 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33422"")"
33413,Contract Systems Analyst (Bid Ref 53844-1),1,Others,Contract,02 Apr 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Central and North Point,N/A - N/A,"""(T26) - To assist the project manager to oversee the implementation of projects, such as Implementation of e-Promotion Platform, Implementation of Request Management System for Poster Posting and Newspaper Advertisement, etc.;- To be responsible for the support of news dissemination system, webcasting, Brand HK system, online government bookstore and TV wall system;- assist the project manager to study the forthcoming projects, such as Enhancement of Government News and Media Information System (GNMIS) etc.;""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the ISD; ;1. The CSA would oversee day-to-day activities in relation to the first line support of a number of systems as mentioned above. He / She has to provide immediate support to users, and is required to identify and address system problems effectively and efficiently.;2. To coordinate with contractor and users for project implementation.;3. To participate in other project implementation and support activities. ;""",6.0,3.0,"""The CSA should;- possess substantial knowledge and experiences in project implementation and 24/7 round-the-clock support services;;- be skillful and experienced in system design and implementation;;- be able to communicate effectively with users and contractor in regards to support duties ;;- have solid knowledge on Java and Web development;;- has knowledge and experience in using various Government Standing Offer Agreements, and has knowledge regarding Security Policies and IT standards and guidelines of the Government;;- possess knowledge on DPO central infrastructure such as GCIS, EGIS and GNET;;- be advantage if he/she have knowledge on NewsML-G2, image recognition, Cloud and VM technologies; and;- provide on-site support and work outside normal office hour if needed. ;Technical Skills: ;. At least 3 years' experience in JAVA Programming (JAV); ;. At least 2 years' experience in J2EE Development (JDE); ;. At least 2 years' experience in Server Virtualisation Technology (SVT); ;. At least 2 years' experience in EGIS (EGI); ;. At least 2 years' experience in HTML5 (HT5); ;. At least 2 years' experience in JBoss Application Server (JAS); ;. At least 1.5 years' experience in Information System Study (ISS); ;. At least 1 year's experience in IT Security (ITS); ;. At least 1 year's experience in Microsoft SQL Server (MSS); ;. 2 years' experience in Apache Web Server (AWS) is an advantage; ;. 1 year's experience in JavaScript Programming (JAP) is an advantage; ;. 1 year's experience in Imaging (IMG) is an advantage; ;. 1 year's experience in Internet/ Intranet (INT) is an advantage; ;. 1 year's experience in PHP programming (PHP) is an advantage; ;. 1 year's experience in Security Risk Assessment and Audit (SAA) is an advantage; ;. 1 year's experience in Web Hosting, Design and Maintenance (WED) is an advantage. ;Non-technical Skills: ;. At least 3 years' experience in IT service/outsourcing management (OUT); ;. At least 2 years' experience in work with the Government (GOV); ;. At least 2 years' experience in the management and support of Government systems and services (GSS); ;. Good written English is a must; ;. Good coordination skills is a must. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,19 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33413"")"
33425,Contract Senior Systems Analyst (Bid Ref 53971-1),1,Others,Contract,02 Apr 2025,01 May 2025 to 31 Jul 2025 (3 months),under InfoTech,Government T26 Contract,"Sheung Wan, Central",N/A - N/A,"""(T26) a) Responsible for implementation of new IT projects for upgrade of core network infrastructure; and;b) Oversee implementation work for rollout of Electronic Recordkeeping System.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DOJ; ;(a) Assist in planning, implementation and monitoring of network Infrastructure projects; and;(b) Conduct compatibility study and oversee implementation of the recommended technical solution to ensure its compatibility with existing IT environment; and;(c) Conduct troubleshooting on technical issues; and;(d) Prepare project documents and perform function tests; and ;(e) Liaise and coordinate with contractors and other parties for product delivery, hardware installation and system changeover; and ;(f) Review project deliverables based on the defined project requirements; and;(g) Provide support to the helpdesk support staff and end users; and ;(h) Perform any other duties (e.g. on-call duty during weekends and public holidays) as may be required from time to time relevant to the implementation and maintenance support of the above and any other systems of the department. ;""",8.0,4.0,"""Candidates must possess:;(a) Experience (at least 5 years) in supporting network switches and Internet firewalls; and;(b) Experience (at least 4 years) in supporting Linux servers; and;(c) Experience (at least 4 years) in site preparation activities, e.g. network cable planning; and;(d) Experience (at least 3 years) in supporting government departmental portal system.;(e) Experience (at least 3 years) in supporting proxy server. ;Technical Skills: ;. At least 5 years' experience in CISCO IOS Software & CISCO Products (CIP); ;. At least 5 years' experience in Internet Firewall Technical Support (IFW); ;. At least 5 years' experience in Network Design (NDN); ;. At least 5 years' experience in Virtual LAN/LAN Switching (VLS); ;. At least 4 years' experience in Windows 7/8/10 (W10); ;. At least 4 years' experience in Linux System Administration (LIN); ;. At least 3 years' experience in Proxy Server (PRS). ;Non-technical Skills: ;. At least 4 years' experience in work with the Government (GOV); ;. Good spoken English is an advantage; ;. 4 years' experience in site preparation (SPE) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,19 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33425"")"
33434,Contract Project Manager (Bid Ref 53921-1),1,Others,Contract,26 Mar 2025,30 Apr 2025 to 15 Apr 2026 (11 months),under InfoTech,Government T26 Contract,Cheung Sha Wan,N/A - N/A,"""(T26) This is a CPM position responsible for managing the system operation, maintenance, and rollout of Government Human Resources Management Services (GovHRMS) to Bureaux and Departments""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;To lead a team to;1. manage the system operation, maintenance and service requests for GovHRMS and ensure smooth delivery of the services to users;;2. Manage the progress, resource allocation and administrative activities of GovHRMS rollout projects;;3. Supervise and facilitate in-house IT staff and/or contractors to deliver the project deliverables;;4. Liaise and co-ordinate with various parties including but not limited to the system end users, IT;contractors and other support teams of government IT services;;5. manage and implement enhancements as agreed with users;;6. carry out technology refreshment and promotion of existing services; and;7. carry out other service related duties assigned by supervisor. ;""",8.0,2.0,"""1. Has solid experience in implementation and management of web-based application systems and project management;;2. Be conversant with Java web-application design and development;;3. Possess solid experience in planning data conversion activities;;4. Possess good communication skills, business analysis technique and solid experience in vendor management;;5. Possess strong leadership skills and have managerial experience in leading a team;;6. Possess sound knowledge in service oriented architecture and cloud technology is an advantage; and;7. Knowledge in Government human resources management is an advantage. ;Technical Skills: ;. At least 4 years' experience in IT Application Development and Management (ADM); ;. At least 3 years' experience in IT Security (ITS); ;. At least 1 year's experience in Infrastructure (INF). ;Non-technical Skills: ;. At least 1 year's experience in work with the Government (GOV); ;. At least 1 year's experience in managing Government projects (MGP); ;. At least 1 year's experience in project management (PRM); ;. At least 1 year's experience in vendor management (VMG). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,19 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33434"")"
33423,Contract Senior Systems Analyst (Bid Ref 53968-1),1,Others,Contract,02 Apr 2025,01 May 2025 to 31 Jul 2025 (3 months),under InfoTech,Government T26 Contract,"Sheung Wan, Central",N/A - N/A,"""(T26) (a) Conduct technical study and carry out IT infrastructure project implementation of Department of Justice (DoJ);;(b) Conduct on-going system maintenance support on server systems; and;(c) Supervise IT staff to perform PC technical support.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DOJ; ;(a) Carry out infrastructure design, hardware and software setup, system nursing and disaster recovery planning for IT projects of server systems; ;(b) Supervise support staff under his/her charge to conduct system administration and support for Windows servers and Linux servers;;(c) Carry out administration and support for Oracle databases;;(d) Monitor and review system patches testing and installation;;(e) Co-ordinate with application teams, helpdesk and end-users for system maintenance works; and;(f) Perform any other duties (e.g. on-call duties during non-office hours, weekends and public holidays) as may be required from time to time relevant to the implementation and support of DoJ&;#8217;s IT systems. ;""",10.0,2.0,"""Candidates must possess:;a) Solid experience (at least 6 years) in system administration activities for Windows and Linux servers such as user account management, patch management and backup management; ;b) Solid experience (at least 6 years) in administration and support of Oracle databases;;c) Experience (at least 4 years) in support virtualization environment; and;d) Experience (at least 5 years) in carrying out IT project implementation in HKSAR Government. ;Technical Skills: ;. At least 6 years' experience in Linux System Administration (LIN); ;. At least 6 years' experience in Oracle RDBMS (ODB); ;. At least 6 years' experience in Unix/Linux Shell Scripting (ULS); ;. At least 4 years' experience in Windows 7/8/10 (W10); ;. At least 4 years' experience in Windows Server 2008/2012 (W12); ;. At least 4 years' experience in Server Virtualisation Technology (SVT); ;. At least 4 years' experience in Data/File Backup Technology (DFT); ;. At least 4 years' experience in IT Planning (ITP); ;. At least 3 years' experience in IT Security (ITS); ;. At least 3 years' experience in Document Management System (DMS); ;. At least 3 years' experience in Anti-Virus Technology (AVT). ;Non-technical Skills: ;. At least 5 years' experience in work with the Government (GOV); ;. At least 4 years' experience in Government procurement/disposal procedures (GPD); ;. Good spoken English is a must; ;. Good written English is a must. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,19 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33423"")"
33408,Contract Systems Analyst (Bid Ref 53961-1),1,Others,Contract,02 Apr 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,"13/F, Civil Engineering and Development Building, 101 Princess Margaret Road, Ho Man Tin",N/A - N/A,"""(T26) CEDD is working on the following projects ;(i) To maintain and enhance a web-based intranet portal with data migration;;(ii) To maintain private cloud file sharing system, knowledge management system and intranet video conference system for CEDD;;(iii) To migrate some applications from Lotus Notes to the intranet portal;;(iv) To uphold the IT security of CEDD application systems.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the CEDD; ;The CSA is required to carry out the following:;- Plan and control all phases of the above projects;;- Manage IT contractors;;- Carry out data migration and verification from Lotus Notes to the intranet portal,;- Liaise with users;;- Advise on system analysis, design, development, integration and testing for the system;;- Prepare and manage system documentations;;- Evaluate and select appropriate business and technical solutions;;- Maintain files and documentation and provide support for internal and external audits;;- Review and set up-to-date IT security policy; and;- Perform other IT duties assigned by supervisor. ;""",8.0,1.0,"""The applicant must have:;- a high diploma in either computer science, information technology or equivalent, awarded by an education institution in Hong Kong or by an overseas education institution;;- preferable a degree in either computer science, information technology or equivalent, awarded by a university in Hong Kong or by an overseas education institution;;- at least 8 years post-qualification experience in IT development and maintenance; ;Technical Skills: ;. At least 5 years' experience in Document Management System (DMS); ;. At least 4 years' experience in Departmental Portal (DPS); ;. At least 4 years' experience in Router Configuration (ROU); ;. At least 2 years' experience in Lotus Notes Administration & Technical Support (LON); ;. At least 2 years' experience in Document Flow/Workflow Management System (DOC); ;. 3 years' experience in JavaScript Programming (JAP) is an advantage; ;. 3 years' experience in Apache Web Server (AWS) is an advantage; ;. 3 years' experience in Video Conference Technology (VCT) is an advantage; ;. 2 years' experience in Security Risk Assessment and Audit (SAA) is an advantage; ;. 2 years' experience in Lotus Notes Mail Admin. & Technical Support (LNM) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in work with the Government (GOV); ;. At least 4 years' experience in project management (PRM); ;. At least 3 years' experience in vendor management (VMG); ;. At least 3 years' experience in Government procurement/disposal procedures (GPD). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,19 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33408"")"
33407,Contract Systems Analyst (Bid Ref 53960-1),1,Others,Contract,02 Apr 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,"Civil Engineering and Development Building, 101 Princess Margaret Road, Ho Man Tin",N/A - N/A,"""(T26) CEDD is working on the following projects:;(i) Upgrade of Windows server infrastructure;(ii) Upgrade of Data backup system;(iii) Upgrade of Storage Area Network""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the CEDD; ;The CSA is required to carry out the following:;- Manage IT contractors;;- Support on installation of components of the """"Upgrade of Data backup system"""" and """"Upgrade of Storage Area Network and Data backup system&;#8221;;;- Support on CMMP migration;- Support on system analysis, design, development, integration and testing for the system;;- Assist on preparation of system documentation;;- Liaise requirement with users;;- Perform other IT duties assigned by supervisor ;""",6.0,2.0,"""The applicant must have:;- a Hong Kong degree, or equivalent;;- at least 6 years of post-qualification IT experience in system/application development, Windows server infrastructure system and networking.;- at least 2 years of experience in similar post or in comparable capacity/duty;;;The applicant preferably has:;- experience in Microsoft Active Directory and Windows Server infrastructure;- experience in managing data backup system ;- experience in managing storage area network ;Technical Skills: ;. At least 5 years' experience in Microsoft Active Directory Administration (ADA); ;. At least 5 years' experience in Storage Area Network (SAN); ;. At least 5 years' experience in Windows Server 2008/2012 (W12); ;. At least 2 years' experience in Confidential Mail System (CMS); ;. At least 2 years' experience in Lotus Notes Administration & Technical Support (LON); ;. 1 year's experience in Microsoft System Center Operations Manager Admin (OMA) is an advantage; ;. 1 year's experience in Internet Firewall Technical Support (IFW) is an advantage. ;Non-technical Skills: ;. At least 5 years' experience in work with the Government (GOV); ;. At least 5 years' experience in the management and support of Government systems and services (GSS); ;. At least 4 years' experience in site preparation (SPE). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,19 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33407"")"
33424,Contract Systems Analyst (Bid Ref 53969-1),1,Others,Contract,02 Apr 2025,01 May 2025 to 31 Jul 2025 (3 months),under InfoTech,Government T26 Contract,"Sheung Wan, Central",N/A - N/A,"""(T26) (a) Network infrastructure design, hardware and software setup;;(b) Perform technical study and system testing; ;(c) Perform routine technical support and administration on network infrastructure; and;(d) Conduct site preparation.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DOJ; ;(a) Design network infrastructure for new server room and offices;;(b) Maintain network infrastructure including network equipment, data lines, servers and PCs; ;(c) Coordinate with contractors for site preparation work; ;(d) Provide support to the helpdesk support staff and end users; ;(e) Provide assistance for implementation of other IT projects; and;(f) Perform any other duties (e.g. on-call duty during weekends and public holidays) as may be required from time to time relevant to the implementation and maintenance support of the above and any other systems of the department. ;""",5.0,4.0,"""Candidates must possess:;(a) At least 5 years&;#8217; experience in supporting Cisco&;#8217;s Router/Switches; ;(b) At least 5 years&;#8217; experience in supporting Internet firewalls; and;(c) At least 4 years&;#8217; experience in site preparation activities, e.g. network cable planning and supporting in wireless network. ;Technical Skills: ;. At least 5 years' experience in CISCO IOS Software & CISCO Products (CIP); ;. At least 5 years' experience in Internet Firewall Technical Support (IFW); ;. At least 5 years' experience in Router Configuration (ROU); ;. At least 5 years' experience in Virtual LAN/LAN Switching (VLS); ;. At least 5 years' experience in Virtual Private Network (VPN); ;. At least 5 years' experience in Metro Ethernet (MET); ;. At least 5 years' experience in Network Design (NDN); ;. At least 4 years' experience in Internet/ Intranet (INT); ;. At least 4 years' experience in IT Security (ITS); ;. At least 3 years' experience in Wireless Technology (WLT); ;. At least 2 years' experience in Proxy Server (PRS). ;Non-technical Skills: ;. At least 4 years' experience in site preparation (SPE); ;. Good spoken English is a must; ;. At least 1 year's experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,19 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33424"")"
