Job Key No,Job Title/ Category,Number Of Vacancy,Relevant Field,Nature,Deadline,Contract Period,Payroll,Employer Business,Location Base,Monthly Salary Range HK$,Project Nature,Duties,Yrs of Total Post-Quali Exp,Yrs of Relevant Exp,Requirements,Work Outside Current Location,Last Update,Apply To,Direct Line,URL
33138,Contract Systems Analyst (Bid Ref 53668-1),1,Others,Contract,17 Mar 2025,02 May 2025 to 27 Feb 2026 (9 months),under InfoTech,Government T26 Contract,Tseung Kwan O,N/A - N/A,"""(T26) To support the system infrastructure and other enquiry functions and the related system interfaces for the Next Generation Smart Identity Card System (SMARTICS-2) of the Immigration Department (ImmD).""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the ImmD; ;The requested staff will be assigned to the project team to provide technical support for system infrastructure and other enquiry functions and the related system interfaces for SMARTICS-2.;;He/she is required to provide technical support, co-ordinate and advise the technical matters of the following activities:;(a) Providing maintenance support on infrastructure for SMARTICS-2;;(b) Providing production support on core application for the enquiry functions and the related system interfaces;;(c) Monitoring and examination of contractor's work and deliverables;;(d) System monitoring and tuning, problem diagnosis and resolution, system housekeeping and security control;;(e) Evaluation of the most appropriate and cost-effective solutions in resolving technical problems;;(f) Production maintenance and support matters;;(g) Round-the-clock on-call technical support; and;(h) Any other duties as may be required. ;""",4.0,1.0,"""- Criminal record check is required.;- Solid experience in system implementation and support of IT infrastructure for mission critical system and management of outsourcing contractors.;- Normally work in ImmD HQ at Tseung Kwan O and occasionally provide support at various Immigration offices and control points and other designated locations. ;Technical Skills: ;. At least 5 years' experience in Infrastructure (INF); ;. At least 4 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 4 years' experience in Server Virtualisation Technology (SVT). ;Non-technical Skill: ;. At least 4 years' experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,03 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33138"")"
33095,Contract Systems Analyst (Bid Ref 53647-1),1,Others,Contract,14 Mar 2025,01 Apr 2025 to 30 Sep 2025 (5 months),under InfoTech,Government T26 Contract,Cheung Sha Wan Government Offices,N/A - N/A,"""(T26) To perform system administration, system upgrade / troubleshooting, lead the helpdesk team as helpdesk supervisor and provide SFO ICT helpdesk support and backend operational support.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the WFSFAA-SFO; ;In this managerial role, you will oversee server upgrades, troubleshoot issues, and manage the ICT helpdesk services for a team of over 1300 staff members across headquarters and remote;offices. Your key responsibilities will include:;- Supervising the helpdesk to provide comprehensive PC support, including hardware and software troubleshooting, LAN administration, VM environment maintenance, and overseeing Windows Active Directory and Windows 2016/2019 servers.;- Managing standard OA packages and GOA applications such as Centrally Managed Messaging Platform (CMMP), Departmental Portal Hosting Services (DPHS), Government Human Resource Management Services (GovHRMS), Electronic Recordkeeping System (ERKS), Overtime Management System (OTMS), and AP System.;- Implementing data encryption using Microsoft Bitlocker to ensure compliance with Government Security Regulations for OA-related systems.;- Overseeing updates to the SFO internet and intranet homepages.;- Handling software deployment and administration tasks, such as GFMIS, BCFMS, AEPS, among others.;- Configuring and supporting secure remote access (VPN) and Mobile Platform solutions.;- Setting up and providing support for Mobile Workplace Services (MWS) devices.;- Offering assistance for video conferencing tools like Cisco Webex, Zoom, Microsoft Teams, and Google Meet.;- Monitoring daily system backups for PC Server, HPUX, VMware, and Linux utilizing Arcserve UDP and Veeam.;- Managing system upgrades and patch deployments.;- Monitoring system performance on a daily basis.;- Maintaining accounts and performing annual housekeeping for various GOA systems. ;""",6.0,4.0,"""- experience in maintance support for Microsoft Outlook platform;The staff is required to possess skills to perform duties as detailed in the job description. ;Technical Skills: ;. At least 6 years' experience in Confidential Mail System (CMS); ;. At least 6 years' experience in Data Encryption Technology (DET); ;. At least 6 years' experience in Office Automation (OAN); ;. At least 6 years' experience in Microsoft Active Directory Administration (ADA); ;. 1 year's experience in Anti-Virus Technology (AVT) is an advantage; ;. 1 year's experience in System Backup with Bightstor ArcServe (BAS) is an advantage; ;. 1 year's experience in Oracle RDBMS (ODB) is an advantage; ;. 1 year's experience in PC LAN Support (PLS) is an advantage; ;. 1 year's experience in Proxy Server (PRS) is an advantage; ;. 1 year's experience in Security Risk Assessment (SRA) is an advantage; ;. 1 year's experience in Server Virtualisation Technology (SVT) is an advantage; ;. 1 year's experience in TCP/IP (TCP) is an advantage; ;. 1 year's experience in Video Conference Technology (VCT) is an advantage; ;. 1 year's experience in Virtual Private Network (VPN) is an advantage; ;. 1 year's experience in Windows 7/8/10 (W10) is an advantage; ;. 1 year's experience in Document Management System (DMS) is an advantage; ;. 1 year's experience in Disaster Recovery Planning (DRP) is an advantage; ;. 1 year's experience in Documentum (DUM) is an advantage; ;. 1 year's experience in Electronic Form (EFM) is an advantage; ;. 1 year's experience in EGIS (EGI) is an advantage; ;. 1 year's experience in Infrastructure (INF) is an advantage; ;. 1 year's experience in IT Planning (ITP) is an advantage; ;. 1 year's experience in Networking (NET) is an advantage; ;. 1 year's experience in Network & System Management (NSM) is an advantage. ;Non-technical Skills: ;. At least 6 years' experience in customer relations (ECR); ;. At least 6 years' experience in work with the Government (GOV); ;. At least 6 years' experience in the management and support of Government systems and services (GSS); ;. At least 6 years' experience in helpdesk call handling (HDT). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,28 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33095"")"
32978,Contract Systems Analyst (Bid Ref 52917-1),1,Others,Contract,06 Mar 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,Yau Ma Tei / Mong Kok / Kwun Tong / Taikoo,N/A - N/A,"""(T26) System Development and Support""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the BD; ;a. Conduct the duties and act as the Project Administrator for the computer project(s) assigned by the BD;;b. Assist the Internal Project Manager in the following capacities:;- Plan and control all phases of the computer project(s) including, but not limited to, funding application, feasibility study, privacy impact analysis, systems analysis and design, procurement and installation of computer systems, site preparation, programming, implementation, security risk assessment and audit, privacy impact analysis, system nursing and maintenance in relation to all computer systems life cycle activities and service delivery;;- Plan and conduct procurement activities including, but not limited to, the acquisition of necessary implementation services, hardware and software, services for security risk assessment and audit;;- Manage outsourcing contracts for the computer project(s);;- Develop project management plans and quality control parameters and perform quality control and assurance of all project deliverables;;- Liaise with parties concerned (including users, vendors, computer operators) for requirement study, implementation and on-going activities support;;- Assist supervisors in vendor management;;- Assist supervisors in managing outsourcing services including quality assurance of deliverables, service acceptance;;- Perform data analysis and generate ad-hoc statistical and management reports by extracting useful database information from the IT system(s) under purview;;- Research on updated technology, support supervisors in providing technical advice to management, user or community as appropriate;;c. Perform Project Administrator role for Radio Frequency Identification (RFID). RFID was implemented to improve the file tracking capability of current file management in BD. It also helps to meet the operational needs of frequent file movement between sections which are located in different offices;;d. Perform Project Administrator role for the Building Condition Information System (BCIS) 3.0 which was implemented primarily to provide up-to-date building information and status including details of complaint, case processing, building inspection, statutory order and notice generation, legal actions, compliance information, license application referrals and so on;;e. Perform other IT-related duties in the capacity as Project Administrator/Systems Analyst or as instructed by BD. ;""",9.0,2.0,"""1. Have solid working experiences in implementation / maintenance of at least three IT projects relating to buildings in Government departments / bureau / agencies in Hong Kong.;2. Have at least 36 months of solid working experiences in using OGCIO's """"Practice Guide to Project Management for IT Projects under an Outsourced Environment"""".;3. Have at least 24 months of solid working experiences in implementation / maintenance of at least two IT projects using e-Payment solution.;4. Have at least 18 months of solid working experiences in implementation / maintenance of at least one IT project using iAM Smart solution.;5. Have sound knowledge in using SQL.;6. Any bids that fail to meet the above requirements and the mandatory requirements or the proposed candidate(s) cannot report duty on or before 1 April 2025 would not be considered. ;Technical Skills: ;. At least 4 years' experience in EGIS (EGI); ;. At least 4 years' experience in JavaScript Programming (JAP); ;. At least 4 years' experience in Oracle RDBMS (ODB); ;. At least 4 years' experience in Structured Query Language (SQL); ;. 2 years' experience in Server Virtualisation Technology (SVT) is an advantage; ;. 2 years' experience in System Implementation and Maintenance/Support (SIM) is an advantage; ;. 2 years' experience in Geographic Information System (GIS) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in the management and support of Government systems and services (GSS); ;. 2 years' experience in IT procurement (PRO) is an advantage; ;. 2 years' experience in tender preparation and administration (TPA) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 9 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,20 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=32978"")"
33041,Contract Systems Analyst (Bid Ref 53600-1),1,Application Development,Contract,11 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Kowloon Bay,N/A - N/A,"""(T26) - Be responsible for the total project management all related activities of the Central Fax Gateway project. ;- Providing support for the integration between Central Fax Gateway and existing OutSystems platform. ;- Provide support on Lotus Notes, Workflow Portal and Confidential Mail System (CMSG). ;- Take part in the total project management regarding all related activities of the Centrally Managed Messaging Platform (CMMP).""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the E&MSD; ;(a) Select the appropriate technical strategy and methods for the project; ;(b) To prepare and update technical manuals and project documents; ;(c) Attend checkpoint/progress review meetings, where necessary; ;(d) Act as a system integration lead to oversee, coordinate and manage all project implementation activities regarding, but no limited to, system hardware, software, network, application, security, other vendors or sub-contractors; ;(e) To coordinate relevant parties and perform any other duties related to the project; ;(f) To administrate, monitor and provide services for application software systems; ;(g) To provide daily support to the existing office automation systems. ;""",4.0,1.0,"""(a) Have a Degree in Computer Science, Computer Engineering, Information Engineering, or related IT disciplines, or equivalent; ;(b) At least 8 years' relevant working experience in the design, implementation, configuration, customization, and administration of application software systems; ;(c) Providing technical support and system administration for Lotus Domino/Notes and Confidential Messaging Application (CMSG); ;(d) Providing technical support and system administration for VMware vSphere; ;(e) Good planning, organization, communication and interpersonal skills; ;(f) Undertaking project management activities. ;Technical Skills: ;. At least 7 years' experience in Domino and Lotus Script (DLS); ;. At least 7 years' experience in IT Application Development and Management (ADM); ;. At least 6 years' experience in Lotus Notes Mail Admin. & Technical Support (LNM); ;. At least 6 years' experience in Lotus Notes Administration & Technical Support (LON); ;. At least 3 years' experience in Confidential Mail System (CMS); ;. At least 2 years' experience in SSADM (SDM); ;. 5 years' experience in System Implementation and Maintenance/Support (SIM) is an advantage. ;Non-technical Skills: ;. At least 3 years' experience in work with the Government (GOV); ;. 3 years' experience in Government procurement/disposal procedures (GPD) is an advantage; ;. 3 years' experience in IT service/outsourcing management (OUT) is an advantage; ;. 3 years' experience in presentation (PEX) is an advantage; ;. 3 years' experience in project management (PRM) is an advantage; ;. 3 years' experience in IT procurement (PRO) is an advantage; ;. 3 years' experience in software testing (STM) is an advantage; ;. 3 years' experience in Business Process Modeling (BPM) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,25 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33041"")"
33020,Contract Senior Systems Analyst (Bid Ref 52997-1),1,Others,Contract,10 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Ho Man Tin Government Offices,N/A - N/A,"""(T26) Manage the maintenance and support for Excavation Permit Management System (XPMS)""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HyD; ;Supervise and organize enhancement for XPMS.;Supervise and organize data centre services.;Monitor the user acceptance tests on the system enhancements.;Monitor the delivery of on-going support and maintenance services.;Conduct ad-hoc tasks such as data analysis and review of system performance etc. ;""",9.0,7.0,"""Please refer to technical requirement.;Besides, the candidate MUST have at least 36 months solid on job experience in ESRI ArcGIS Server and at least 12 months solid job experience in Veeam Backup & Replication. ;Technical Skills: ;. At least 7 years' experience in Geographic Information System (GIS); ;. At least 7 years' experience in J2EE Development (JDE); ;. At least 7 years' experience in Oracle Real Application Cluster (OAC); ;. At least 7 years' experience in WebLogic Server Administration (WLG); ;. At least 4 years' experience in Document Flow/Workflow Management System (DOC); ;. 4 years' experience in JavaScript Programming (JAP) is an advantage; ;. 4 years' experience in JAVA Programming (JAV) is an advantage. ;Non-technical Skill: ;. 4 years' experience in work with the Government (GOV) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 9 years' post-qualification experience in which at least 7 years' relevant experience in a similar post and in a comparable capacity.""",N/A,24 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33020"")"
32993,Contract Senior Systems Analyst (Bid Ref 53575-1),1,Others,Contract,06 Mar 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,"HQs in Admiralty and sub-offices in Wong Chuk Hang, Sheung Wan, North Point, Kwun Tong and Wanchai",N/A - N/A,"""(T26) Provide IT support and Administration on Network and Server Infrastructure, GOA Applications, IT Security Management and Website for the Health Bureau (HHB)""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HHB; ;1. Implement, maintain and administrate network and server infrastructure for the Bureau including network firewall, routers and switches, SSL VPN gateway, server virtualization platform, Active Directory Server, File server, DNS Server, Print Server, DHCP Server, Patch Management Server, Endpoint Security Server, Data Backup Server and Mobile Device Management Server; ;2. Implement, maintain and administrate GOA applications including Centrally Managed Messaging Platform, Lotus Notes Mail System, Confidential Mail System, Departmental Portal System, e-Leave System and other common G2G applications; ;3. Provide IT security management and monitoring; ;4. Maintain the HHB website and other relevant websites. ;5. Liaise with hardware/software vendors, other Bureaux /Departments and service providers on IT related matters; and ;6. Lead and monitor work of subordinate contract technical staff in providing system/infrastructure support. ;""",6.0,3.0,"""1. Professional knowledge and technical skills with solid hands-on experience in: ; a) Implementing and maintaining network and server infrastructure; ; b) Implementing and maintaining GOA applications; ; c) Providing IT security management and monitoring; and ; d) Providing website administration. ;2. Prior experience in Government IT systems, services and projects. ;3. Self-motivated, responsible, able to work independently under tight deadline and willing to work under pressure. ;4. Good communication skills in Chinese and English. ;5. Certificate holder of Certified Information Systems Auditor (CISA) or Certified Information Systems Security Professional (CISSP) or equivalent. ;Technical Skills: ;. At least 5 years' experience in Microsoft Active Directory Administration (ADA); ;. At least 5 years' experience in Confidential Mail System (CMS); ;. At least 5 years' experience in Departmental Portal (DPS); ;. At least 5 years' experience in e-Leave (ELE); ;. At least 5 years' experience in Internet Firewall Technical Support (IFW); ;. At least 5 years' experience in Server Virtualisation Technology (SVT); ;. 5 years' experience in Virtual Private Network (VPN) is an advantage; ;. 5 years' experience in Website Administration (WEA) is an advantage; ;. 5 years' experience in IT Security (ITS) is an advantage; ;. 5 years' experience in Lotus Notes Mail Admin. & Technical Support (LNM) is an advantage. ;Non-technical Skills: ;. At least 5 years' experience in work with the Government (GOV); ;. At least 5 years' experience in the management and support of Government systems and services (GSS); ;. At least 5 years' experience in site preparation (SPE); ;. 5 years' experience in IT service/outsourcing management (OUT) is an advantage; ;. 5 years' experience in IT procurement (PRO) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,20 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=32993"")"
33064,Contract Systems Analyst (Bid Ref 53611-1),1,Application Development,Contract,13 Mar 2025,01 Apr 2025 to 30 Sep 2025 (5 months),under InfoTech,Government T26 Contract,Kwun Tong,N/A - N/A,"""(T26) Development, enhancement and on-going maintenance of the Registration and Electoral Office's IT applications/systems""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the REO; ;1. To participate in system development of various IT projects; ;2. To lead a team of contract staffs and provide supervision; ;3. To assist project manager in provision of technical support for various IT systems and projects; ;4. To assist in the procurements for IT facilities and services, product market research and assessment; ;5. To update system documentations and maintain proper records of project/system logs; and ;6. To carry out duties assigned by the supervisor. ;""",4.0,2.0,"""- Strong knowledge and experience in implementing and maintaining web applications; ;- Strong Hands-on experience in JavaScript, Java, SQL, CSS, HTML5; ;- Excellent sense of analytical and problem solving skills; ;- Experience in vendor management, user acceptance test; ;- Willing to lead and provide guidance to junior staff; ;- Experience in technical support of mission critical computer system(s) and load test is a definite plus; ;- Experience in cloud services (eg. AWS, AliCloud, GCIS) is a plus; ;- Experience in mobile application development framework (eg. React Native, Flutter) is a plus; ;- Willing to work overtime in some occasions; and ;- Excellent command of both spoken and written Chinese and English. ;Technical Skills: ;. At least 3 years' experience in HTML5 (HT5); ;. At least 3 years' experience in JavaScript Programming (JAP); ;. At least 3 years' experience in JAVA Programming (JAV); ;. At least 3 years' experience in IT Application Development and Management (ADM); ;. At least 3 years' experience in Structured Query Language (SQL); ;. 1.5 years' experience in Web Hosting, Design and Maintenance (WED) is an advantage; ;. 1.5 years' experience in Apache Web Server (AWS) is an advantage; ;. 1.5 years' experience in EGIS (EGI) is an advantage; ;. 1 year's experience in XML (XML) is an advantage; ;. 1 year's experience in Java Servlet Programming (JSP) is an advantage; ;. 1 year's experience in Production Database Support (PDS) is an advantage. ;Non-technical Skills: ;. Good coordination skills is a must; ;. At least 1 year's experience in people management (PMG); ;. At least 1 year's experience in project management (PRM); ;. 1 year's experience in quality assurance (QAS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,27 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33064"")"
33034,Contract Systems Analyst (Bid Ref 53314-1),1,Others,Contract,10 Mar 2025,01 Apr 2025 to 29 Sep 2025 (5 months),under InfoTech,Government T26 Contract,CHEUNG SHA WAN,N/A - N/A,"""(T26) Applications/systems service of Government Office Automation (GOA) and provides information security support and services for DPO""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;1. Provide support for Government Office Automation (GOA) infrastructure. ;2. Deploy security patches and implement security safeguards suggested by internal or external Security Auditors. ;3. Perform day-to-day ongoing IT support and system administration. ;4. Coordinate, implement and maintain Government IT infrastructure-related projects and IT Security safeguards. ;""",4.0,1.0,"""The CSA will be responsible for the tasks as stated in the job description. He/she will also provide the associated GOA IT support and security safeguards to end users. ; ;The candidate must have: ;1. Solid experience in performing security risk assessment and security audit as an assessor/auditor independently; ;2. Knowledge of international security standards and industry security best practices; ;3. Experience in planning, coordinating, implementing and maintaining security safeguards (e.g. Anti-APT appliances and SIEM); and ;4. Experience in Project Management and Planning for implementation of Government IT infrastructure-related projects. ; ;The proposed candidates should preferably have: ;1. Knowledge and experience in application development; ;2. Knowledge and experience in the following various systems including but not limited to server virtualization and departmental network systems; ;3. Knowledge and experience managing in Active Directory Service; ;4. Valid Certifications such as CISP, CISSP, CISM or CISA; and ;5. Good command of both written and spoken English. ;Technical Skills: ;. At least 2 years' experience in IT Security (ITS); ;. At least 2 years' experience in Security Risk Assessment and Audit (SAA); ;. 2 years' experience in Server Virtualisation Technology (SVT) is an advantage; ;. 2 years' experience in Networking (NET) is an advantage; ;. 2 years' experience in Microsoft Active Directory Administration (ADA) is an advantage. ;Non-technical Skills: ;. At least 2 years' experience in customer service (CLS); ;. At least 2 years' experience in the management and support of Government systems and services (GSS); ;. At least 2 years' experience in managing Government projects (MGP); ;. At least 2 years' experience in project management (PRM); ;. 2 years' experience in managing Government projects (IEG) is an advantage; ;. Excellent written English is an advantage; ;. 2 years' experience in work with the Government (GOV) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,24 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33034"")"
33002,Contract Systems Analyst (Bid Ref 53570-1),1,Others,Contract,07 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,"WanChai, Hong Kong",N/A - N/A,"""(T26) To provide IT support on the Customer Care and Billing System (CCBS) of the Water Supplies Department (WSD).""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the WSD; ;1. System maintenance, enhancements and support for the CCBS ;(a) To assist in system enhancements like user requirements collection, review system design, support user testing, review deployment plan; ;(b) To assist in investigation on production incidents, provide technical support to user in problem determination and resolution; and ;(c) To provide technical and operation support services on CCBS such as job monitoring, interface handling, application configurations and data extraction requests. ;2. IT security support and network monitoring on the CCBS ;(a) To coordinate the CCBS contractor on IT security alerts received, monitor and verify the follow up actions taken by the CCBS contractor; and ;(b) To monitor the network traffic in CCBS network, study and verify alerts detected by security appliances installed, and fine-tune the alert configuration if necessary. ;3. Support for the new CCBS redevelopment project ;(a) To support the contractor of CCBS redevelopment project by providing information of the existing CCBS; and ;(b) To liaise with the existing CCBS contractor to facilitate the new CCBS redevelopment project. ;""",5.0,3.0,"""1. Sound knowledge in System Analysis and Design ;2. Solid experience in J2EE application development ;3. Solid experience in Oracle database and SQL ;4. Solid experience in IT security ;5. Solid experience in network support ;6. Business knowledge/IT support experience on billing system is an advantage ;7. Knowledge on network security appliances is an advantage ;8. Certification related to IT security like CISA, CISSP is an advantage ;9. Working experience in the Government is an advantage ;Technical Skills: ;. At least 3 years' experience in IT Security (ITS); ;. At least 3 years' experience in J2EE Development (JDE); ;. At least 3 years' experience in Networking (NET); ;. At least 3 years' experience in Oracle RDBMS (ODB); ;. At least 3 years' experience in Structured Query Language (SQL). ;Non-technical Skills: ;. At least 1 year's experience in managing corporate IT security framework (CSF); ;. At least 1 year's experience in vendor management (VMG); ;. 1 year's experience in work with the Government (GOV) is an advantage; ;. 1 year's experience in managing Government IT standards (ITG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,21 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33002"")"
33060,Contract Systems Analyst (Bid Ref 53621-1),1,Others,Contract,12 Mar 2025,27 Mar 2025 to 26 Mar 2026 (12 months),under InfoTech,Government T26 Contract,Wanchai or Wong Chuk Hang,N/A - N/A,"""(T26) 1. Management and maintenance of websites ;2. Development of system on checking duplicate funding application""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the UGC; ;1. Management and maintenance of websites ;(a) Manage and maintain the operation of websites; ;(b) Liaise with contractors and keep monitoring on the maintenance and system migration, if necessary; ;(c) Prepare and review technical documents, including security handling guidelines, system manuals and user manuals; ;(d) Review the websites regularly to ensure their compliance with requirements of Digital Policy Office; ;(e) Provide professional advice on IT-related matters; and ;(f) Provide on-going support and maintenance of the websites ; ;2. Development of system on checking duplicate funding application ;(a) Assist in preparation of procurement, including identifying suitable vendors, preparing technical specification, etc. ;(b) Assist in the development, including managing vendor, monitoring development progress, liaising with vendor to solve issues, etc. ;(c) Provide professional advice on the development; ;(d) Perform user acceptance test and review the security risk assessment audit report; and ;(e) Maintain and prepare report for checking duplication regularly and when necessary. ;""",4.0,1.0,"""1. A bachelor degree in Computer Science or related disciplines from a Hong Kong university, or equivalent ;2. A good command of oral and written Chinese and English (Level 3 or above in Chinese Language and English ;3. Language in the HKDSEE, or the HKCEE, or equivalent) ;4. At least four years post-qualification full-time work experience in information technology, preferably in government departments, universities, or research organisations; ;5. Solid and proven experience in project management, development and maintenance of web-based application, website design, web accessibility and monitoring outsourcing projects; ;6. Good interpersonal skills and be able to handle work independently; and ;7. Preference may be given to candidates who possess experience in HKSAR Government projects. ;Technical Skills: ;. At least 3 years' experience in Information Security Management (ISM); ;. At least 3 years' experience in IT Security (ITS); ;. At least 3 years' experience in Web Programming (WEB); ;. At least 2 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 2 years' experience in Structured Query Language (SQL); ;. 4 years' experience in Website Administration (WEA) is an advantage; ;. 4 years' experience in SQL*PLUS/PL/SQL/PRO*C (OPL) is an advantage; ;. 4 years' experience in Web Hosting, Design and Maintenance (WED) is an advantage; ;. 4 years' experience in IT Application Development and Management (ADM) is an advantage; ;. 4 years' experience in JavaScript Programming (JAP) is an advantage; ;. 4 years' experience in JBoss Application Server (JAS) is an advantage; ;. 4 years' experience in JAVA Programming (JAV) is an advantage; ;. 3 years' experience in MySQL (MSQ) is an advantage; ;. 3 years' experience in HTML version before HTML5 (HTM) is an advantage; ;. 2 years' experience in Security Incident Detection and Handling (SDH) is an advantage; ;. 2 years' experience in Microsoft SQL Server (MSS) is an advantage; ;. 2 years' experience in HTML5 (HT5) is an advantage; ;. 2 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in work with the Government (GOV); ;. At least 3 years' experience in project management (PRM); ;. At least 3 years' experience in vendor management (VMG); ;. 3 years' experience in software testing (STM) is an advantage; ;. Good coordination skills is an advantage; ;. 2 years' experience in the management and support of Government systems and services (GSS) is an advantage; ;. 1 year's experience in IT procurement (PRO) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,26 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33060"")"
