Job Key No,Job Title/ Category,Number Of Vacancy,Relevant Field,Nature,Deadline,Contract Period,Payroll,Employer Business,Location Base,Monthly Salary Range HK$,Project Nature,Duties,Yrs of Total Post-Quali Exp,Yrs of Relevant Exp,Requirements,Work Outside Current Location,Last Update,Apply To,Direct Line,URL
31479,Contract Systems Analyst (Bid Ref 53102-1),1,Others,Contract,19 Feb 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,North Point with occasional travel to other C&ED offices,N/A - N/A,"""(T26) Network Support for C&ED Network Infrastructure and Remote Offices""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the C&ED; ;The staff is responsible for supervising and providing hands-on technical support of C&ED Secured Communication Gateway (SCG) and WAN connection including planning, installation, testing, maintenance and documentation. The staff is responsible for primary support for the core switches of the backbone network and network security appliance in the network infrastructure.;;The staff is responsible for hands-on supporting users and systems networks at Headquarters and remote offices including planning, installation, testing, maintenance and documentation.;;He/she provides 7x24 on-call support and fault recovery and performs tasks such as network trouble-shooting outside normal office hours at some 50 offices scattered across Hong Kong Territories.;;The staff will normally station at headquarters in North Point but may occasionally be required to visit remote offices in different locations. He/she also needs to perform any tasks assigned by supervisor. ;""",5.0,3.0,"""Candidates must have knowledge and hands-on experience in supporting routers, switches, firewalls and Load balancer.;;Knowledge in Virtual Machine (VM) technology, Windows and Linux server administration and supporting tools including snmp managers, network and system management and reporting is favourable.;;Checking on qualification, experience and integrity for the candidate is required and the consent of the candidate will be obtained during the recruitment interview. ;Technical Skills: ;. At least 5 years' experience in CISCO IOS Software & CISCO Products (CIP); ;. At least 3 years' experience in Internet Firewall Technical Support (IFW); ;. At least 3 years' experience in Metro-Ethernet Network (MNE); ;. At least 3 years' experience in Network Design (NDN); ;. At least 3 years' experience in Router Configuration (ROU); ;. At least 2 years' experience in Huawei VRP & Huawei Products (HAU); ;. 2 years' experience in Linux System Administration (LIN) is an advantage. ;Non-technical Skills: ;. At least 3 years' experience in work with the Government (GOV); ;. At least 2 years' experience in site preparation (SPE); ;. At least 2 years' experience in vendor management (VMG); ;. Good written English is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,05 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31479"")"
31858,Contract Systems Analyst (Bid Ref 53312-1),1,Application Development,Contract,24 Feb 2025,16 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Sheung Wan,N/A - N/A,"""(T26) To assist the Judiciary in implementing projects under the IT Strategy Plan as to improve access to justice for the benefits of all stakeholders.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ; The candidate would be responsible for the following activities:; a) analyse user requirements; b) compile system analysis & design deliverables including process flow diagrams, data model diagrams, etc.; c) develop programs according to the agreed system analysis design; d) collaborate with other supporting teams as to setup and configure testing and production environments; e) conduct integration and loading tests for the developed programs; f) assist the conduction of acceptance tests by end users; g) compile relevant system documentation after user acceptance; h) any other necessary activities ;""",4.0,2.0,"""Other than the requirements specified in the Technical and Non-Technical Requirement Sections below, the candidate should preferably process experience in:; a) completion of a full system development life cycle; b) implementation of court systems or court related systems ;Technical Skills: ;. At least 2 years' experience in Multi-tier System Integration (MSI); ;. At least 2 years' experience in Structured Query Language (SQL); ;. At least 1 year's experience in PowerBuilder (P/B); ;. At least 1 year's experience in JAVA Programming (JAV); ;. 2 years' experience in Oracle RDBMS (ODB) is an advantage; ;. 2 years' experience in XML (XML) is an advantage; ;. 1 year's experience in Chinese Computing Standards, eg.HKSCS,Big5,Unicode (CCS) is an advantage; ;. 1 year's experience in J2EE Development (JDE) is an advantage. ;Non-technical Skills: ;. Good written English is a must; ;. At least 1 year's experience in quality assurance (QAS); ;. 1 year's experience in Business Process Modeling (BPM) is an advantage; ;. Good coordination skills is an advantage; ;. 1 year's experience in work with the Government (GOV) is an advantage; ;. Good spoken English is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,10 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31858"")"
31727,Contract Systems Analyst (Bid Ref 53180-1),1,Others,Contract,21 Feb 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,"Cheung Sha Wan, or other locations inside HKSAR as assigned by the Government",N/A - N/A,"""(T26) System Administration and Support""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the TRY; ;- Provide technical support for IBM AIX, TWS, TSM, ITM, ITNM and version control system in the Treasury;- Administer Storage Area Network;- Infrastructure design;- Responsible for daily system administration and problem troubleshooting;- Plan and perform software upgrades and system performance tuning;- Plan and conduct disaster recovery rehearsals;- Provide technical advice to development teams and computer operation team ;""",4.0,1.0,"""- Required to provide first-line / second-line support service on 24x7 basis;- Required to work at Treasury's offices and data centres ;Technical Skills: ;. At least 4 years' experience in DB2 Administration (DBA); ;. At least 4 years' experience in IBM AIX Administration (IAA); ;. At least 2 years' experience in HACMP (HAC); ;. At least 2 years' experience in Websphere Application Server Administration (WAA); ;. At least 2 years' experience in Storage Area Network (SAN); ;. 2 years' experience in Tivoli Storage Management (TSM) is an advantage; ;. 2 years' experience in Tivoli Workload Scheduler (TWS) is an advantage; ;. 2 years' experience in Unix/Linux Shell Scripting (ULS) is an advantage; ;. 2 years' experience in Disaster Recovery Planning (DRP) is an advantage; ;. 2 years' experience in Apache Web Server (AWS) is an advantage; ;. 2 years' experience in DB2 (DB2) is an advantage; ;. 1 year's experience in Infrastructure (INF) is an advantage; ;. 1 year's experience in IT Planning (ITP) is an advantage. ;Non-technical Skills: ;. 1 year's experience in work with the Government (GOV) is an advantage; ;. Good written English is an advantage; ;. 1 year's experience in project management (PRM) is an advantage; ;. 1 year's experience in vendor management (VMG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,07 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31727"")"
31544,Contract Systems Analyst (Bid Ref 53133-1),1,Others,Contract,20 Feb 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,Wan Chai / Tseung Kwan O,N/A - N/A,"""(T26) Implementation, enhancement and maintenance of Online Questionnaires System and Adoption of iAM Smart""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the C&SD; ;1. To assist the project manager in monitoring the projects and progress of system upgrade and maintenance activities to ensure that these activities are completed according to the plans in meeting the requirements;;2. Coordinate all parties, vendors for service delivery, ensure a smooth migration and rollout;;3. To follow-up recommendations provided by Security Risk Assessment and Audit (SRAA) contractor;4. To maintain, enhance and provide technical support on the Online Questionnaire System.;5. To undertake any other duties as directed by senior officers ;""",5.0,1.0,"""1. The Candidates shall possess at least 5 years working experience in management of following items;- HTML, Internet/Intranet, XML;;- Java Script;;- Microsoft Active Server Page Scripting;;- Microsoft SQL Server database;;- Visual Studio .NET programming;;- Web application development;;2. The candidate shall have knowledge and possess at least 12 months working experience in administration, maintenance and support of online questionnaire related projects with over 300 internal users and multiple number of sites.;3. The candidates shall be aware that the job duties involve working in various site locations in Hong Kong to conduct the network support and work on weekends/public holidays during network maintenance periods;;4. Work experience in project management, vendor management, IT Architecture Design, Business Analysis is highly preferable;;5. Good written English is a must;;6. Interview will be conducted in both Cantonese and English;;7. Written test may be required during the interview. ;Technical Skills: ;. At least 5 years' experience in IT Application Development and Management (ADM); ;. At least 5 years' experience in Experience in C# programming (C#P); ;. At least 5 years' experience in Microsoft Internet Information Services (MIS); ;. At least 5 years' experience in Microsoft SQL Server (MSS); ;. At least 5 years' experience in System Implementation and Maintenance/Support (SIM). ;Non-technical Skills: ;. At least 3 years' experience in work with the Government (GOV); ;. At least 3 years' experience in the management and support of Government systems and services (GSS); ;. At least 2 years' experience in managing Government projects (MGP); ;. At least 2 years' experience in Government procurement/disposal procedures (GPD); ;. 1 year's experience in customer relations (ECR) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,06 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31544"")"
31963,Contract Systems Analyst (Bid Ref 53422-1),1,Others,Contract,26 Feb 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,Tsuen Wan,N/A - N/A,"""(T26) To monitor and assist contractor to work on outsourced project in DH""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DH; ;(a) Monitor and assist Contractor to carry out system analysis, design, development, testing, deployment, nursing, maintenance and documentation;;(b) Review the requirement specification to ensure it align with users' needs.;(c) Walkthrough physical design, programme code, data structure, test plan with the Contractor Team;;(d) Work and coordinate with bank teams for testing and rollout for various e-payment options;;(e) Coordinate with iAM Smart Team and prepare the required documents for project registration, testing and project rollout;;(f) Review and ensure all deliverables from the contractor comply with relevant government standards and guidelines; ;(g) Plan and conduct tests on the public portal to ensure compliance with WCAG standards;;(h) Coordinate and participate in unit test and integration test;;(i) Assist Contractor to prepare and conduct system testing and user acceptance; ;(j) Monitor and assist in troubleshoot the application and performance issues; and;(k) Any other task assigned by DH. ;""",4.0,1.0,"""1. Familiar with government IT standards and methodologies, and have an experience in working with or in the HKSAR government departments/bureaux;;2. Experience in system design, analysis, implementation, testing and rollout of web-based or mobile app system; ;3. Prior experience in conducting PIA and SRA&A is preferred;;4. Prior experience in managing outsourced contractor is an advantage;;5. Proficiency in written English and communication skills; ;6. Strong analytical and problem solving skills; and;7. Responsible, independent and able to work under pressure. ;Technical Skills: ;. At least 6 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 4 years' experience in IT Planning (ITP); ;. At least 3 years' experience in Security Risk Assessment and Audit (SAA); ;. 2 years' experience in SSADM (SDM) is an advantage. ;Non-technical Skills: ;. At least 3 years' experience in work with the Government (GOV); ;. At least 3 years' experience in IT procurement (PRO); ;. At least 3 years' experience in vendor management (VMG); ;. 2 years' experience in the management and support of Government systems and services (GSS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,12 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31963"")"
30717,Contract Systems Analyst (Bid Ref 51872-2),1,Others,Contract,24 Feb 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,North Point / Kowloon Bay,N/A - N/A,"""(T26) IT support for implementation of eHealth+ of Health Bureau""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HHB; ;Major duties and Responsibilities: ;1. To provide support for medical system partners, healthcare providers and professionals in connecting to eHealth and data sharing; ;2. To support the development of different programmes such as eMedication, other health data-based community patient care programmes; ;3. To prepare and review eHealth+ related documents and generate reports and/or summary to management; ;4. To provide technical support and assist in monitoring progress for eHealth+ design development, testing and maintenance; ;5. To liaise with parties such as Hospital Authority (HA), Department of Health (DH), Digital Policy Office (DPO), IT service contractors and other healthcare providers or professionals for supporting system infrastructure, development and maintenance of eHealth+; ;6. To assist in monitoring progress of system development, maintenance and testing of new functions or features in eHealth+; ;7. To prepare and provide assistance to eHealth+ related meetings and events; and ;8. To provide support in technical and business assurance for system functions complying with related standards and regulations. ;""",4.0,1.0,"""It is required to have professional knowledge and solid experience in application development and management of large-scale application, working experience with Government's projects and good English & Chinese communication and writing skills. Working experience in application development and vendor management is also preferable. ;Technical Skills: ;. At least 4 years' experience in IT Application Development and Management (ADM); ;. At least 3 years' experience in IT Planning (ITP); ;. At least 3 years' experience in System Implementation and Maintenance/Support (SIM). ;Non-technical Skills: ;. At least 4 years' experience in Clinical Related Information System (CRS); ;. At least 3 years' experience in work with the Government (GOV); ;. 2 years' experience in vendor management (VMG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,10 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=30717"")"
31574,Contract Senior Systems Analyst (Bid Ref 53043-1),1,Application Development,Contract,20 Feb 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,Taikoo,N/A - N/A,"""(T26) Application and System Development and Maintenance Support""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the BD; ;i. Conduct the duties to assist the ESH Team for new computer project(s) assigned by the BD.;ii. To provide support for all phases of the computer project(s) including, but not limited to, systems analysis and design, procurement and installation of computer systems, system implementation, privacy impact assessment, system nursing and maintenance.;iii. Liaising with various service providers, including the Digital Policy Office (DPO), other government departments and organizations to ensure effective implementation of the computer projects.;iv. Assist in tendering or procurement activities including, but not limited to the acquisition of necessary total system solutions, implementation services, services for security risk assessment and audit and privacy impact assessment.;v. Provide technical advice to management, user or community as appropriate.;vi. Perform evaluation and research of new hardware, software and technologies.;vii. Perform other IT-related duties as instructed by BD. ;""",10.0,3.0,"""i) At least 10 years' post-qualification information technology experience of which 3 year must be in a similar post and in a comparable capacity.;ii) At least 6 years' experience of implementing and maintaining systems.;iii) At least 4 years' experience of document flow/workflow management system.;iv) At least 4 years' experience of web services, hosting, design and maintenance.;v) At least 4 years' work experience with/in the Government.;vi) At least 4 years' experience in IT service / outsourcing management.;vii) Have solid experience on project management duties for system implementation in Government Cloud Infrastructure Services (GCIS).;viii) Have experience in using DevOps tools such as Gitea, Jenkins, Grafana, Azure DevOps.;ix) Have experience in quality control and quality assurance for system implementation with public services/website involving electronic submission.;x) Have participated in IT project(s) that involves the use of new technologies and development/deployment methodologies such as agile software development approach, cloud native application architecture design, containerization, APIs integration is an advantage.;xi) Have experience in system implementation for mobile application on iOS and Android is an advantage.;xii) Have strong verbal and written communication skills in both English and Chinese.;xiii) Any bids that fail to meet the above requirements and the mandatory requirements or the proposed candidate(s) cannot report duty on or before 1 April 2025 would not be considered. ;Technical Skills: ;. At least 6 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 4 years' experience in Web Hosting, Design and Maintenance (WED); ;. At least 4 years' experience in Web Services (WSV); ;. At least 4 years' experience in Document Flow/Workflow Management System (DOC); ;. 3 years' experience in business intelligence/data mining (BDM) is an advantage; ;. 2 years' experience in Data Architecture (DAR) is an advantage; ;. 2 years' experience in Disaster Recovery Planning (DRP) is an advantage; ;. 2 years' experience in Internet Firewall Technical Support (IFW) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in work with the Government (GOV); ;. At least 4 years' experience in IT service/outsourcing management (OUT); ;. 2 years' experience in managing Government IT standards (ITG) is an advantage; ;. 1 year's experience in Government procurement/disposal procedures (GPD) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,06 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31574"")"
31756,Contract Systems Analyst (Bid Ref 52762-1),1,Application Development,Contract,24 Feb 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,Cheung Sha Wan or other locations inside HKSAR as assigned by the Government,N/A - N/A,"""(T26) Application development and on-going system maintenance""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the TRY; ;To carry out user requirement study, analysis and design, monitoring and quality assurance for programs developed by programmers, conduct SIT, support UAT and production rollout, prepare documentation, interact with users and other technical support teams, provide user support, etc. for development of new applications, implementation of enhancements and performing on-going maintenance. ;""",4.0,1.0,"""(1) Solid experience in design and development of application using JAVA under windows or AIX/DB2 platforms.;(2) Knowledge with Windows server administration, MS SQL database, Python and Government Cloud are a plus. ;(3) Experience in document management system and processing pensions related fringe benefits systems of the civil service is preferred.;(4) Good communication, interpersonal and writing skills.;(5) Successful candidate is required to carry pager/mobile to provide system support (on site if necessary) outside office hours. ;Technical Skills: ;. At least 2 years' experience in DB2 (DB2); ;. At least 2 years' experience in JAVA Programming (JAV); ;. At least 2 years' experience in Structured Query Language (SQL); ;. 1 year's experience in WebSphere Application Server (WAS) is an advantage; ;. 1 year's experience in batch job monitoring (BJM) is an advantage; ;. 1 year's experience in Java Servlet Programming (JSP) is an advantage; ;. 1 year's experience in IBM AIX Unix (IBX) is an advantage. ;Non-technical Skills: ;. At least 1 year's experience in work with the Government (GOV); ;. Good written English is an advantage; ;. 1 year's experience in customer service (CLS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,10 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31756"")"
31681,Contract Systems Analyst (Bid Ref 53214-1),1,Application Development,Contract,21 Feb 2025,01 Apr 2025 to 30 Sep 2025 (5 months),under InfoTech,Government T26 Contract,"Cheung Sha Wan Government Offices, 303 Cheung Sha Wan Road, Sham Shui Po, Kowloon",N/A - N/A,"""(T26) Development and on-going maintenance of software applications in SFO, WFSFAA""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the WFSFAA-SFO; ;i. The staff is required to conduct requirement analysis, system design, programming, testing and on-going maintenance of software applications in SFO, WFSFAA including but not limited to the below:;- To conduct requirement analysis, system design, programming, testing and on-going maintenance CR module;;- To develop and provide on-going maintenance support on CR batch jobs and CR functions, upload of DMS documents;;- To conduct system integration test and performance test, support user acceptance test (UAT) and production release;;- Daily monitor and support CR users.;- To provide technical advice / support to the end users and management.;ii. The staff is required to liaise with the end users on requirements, implementation schedules and user support levels; and;iii. The staff is required to provide technical advice / support to the end users and management. ;""",5.0,3.0,"""The candidate is required to possess: ;i. At least 5 year's application development experience in Java EE Programming using EJB/JSF/JPA, REST, PL/SQL, with Oracle/MySQL as RDBMS and JBoss/Glassfish as Application Server on Linux/Windows platform;;ii. At least 3 year's ETL development experience in Talend Open Studio 5.5 or above;;iii. Experiences in feasibility/technical studies, system analysis and design, application development, documentation and maintenance;;- Knowledge of the latest Web Technology; and;- Good customer service, inter-personal and analytical skills.;iv. The candidate is required to be responsible, self-motivated and enthusiastic; and;v. Work experience with/in government will be of an advantage. ;Technical Skills: ;. At least 3 years' experience in J2EE Development (JDE); ;. At least 3 years' experience in Enterprise Java Beans Development (EJB); ;. At least 3 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF); ;. At least 3 years' experience in JBoss Application Server (JAS); ;. 1 year's experience in JAVA Programming (JAV) is an advantage; ;. 1 year's experience in Apache Web Server (AWS) is an advantage; ;. 1 year's experience in Chinese Processing (CHI) is an advantage; ;. 1 year's experience in JavaServer Faces (JSF) (JSF) is an advantage; ;. 1 year's experience in Oracle RDBMS (ODB) is an advantage; ;. 1 year's experience in SQL*PLUS/PL/SQL/PRO*C (OPL) is an advantage; ;. 1 year's experience in Oracle Application Development (ORA) is an advantage; ;. 1 year's experience in Structured Query Language (SQL) is an advantage; ;. 1 year's experience in Unix/Linux Shell Scripting (ULS) is an advantage; ;. 1 year's experience in UNIX (UNX) is an advantage; ;. 1 year's experience in XML (XML) is an advantage. ;Non-technical Skill: ;. At least 1 year's experience in work with the Government (GOV). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,07 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31681"")"
31845,Contract Senior Systems Analyst (Bid Ref 53316-1),1,Others,Contract,24 Feb 2025,16 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Sheung Wan,N/A - N/A,"""(T26) To assist the Judiciary in implementing and maintaining systems under the IT Strategy Plan, so as to improve access to justice for the benefits of all stakeholders.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The candidate would be responsible for leading a small team to conduct the following activities :;(a) analyse user requirements;(b) develop process flow models, logical data models and other system analysis & design deliverables;(c) assist to develop proof of concept prototypes with latest technologies;(d) assist to develop programs for the production system;(e) plan, develop and execute activities necessary for the system transition arrangement;(f) conduct integrated/loading tests;(g) compile system documentation such as user manuals and system manuals;(h) perform quality check on deliverables developed by other project team members / vendors;(i) any other necessary activities ;""",6.0,3.0,"""Other than the requirements specified in the 'Technical' and 'non-Technical' Requirement Sections below, the candidate should preferably possess experience in :;(a) completion of a full system development cycle;(b) implementation of court systems or court related systems in facilitating the conduction of hearing ;Technical Skills: ;. At least 3 years' experience in J2EE Development (JDE); ;. At least 3 years' experience in Object-oriented Analysis and Design (OOA); ;. At least 3 years' experience in Multi-tier System Integration (MSI); ;. 3 years' experience in Oracle RDBMS (ODB) is an advantage; ;. 3 years' experience in SSADM (SDM) is an advantage; ;. 3 years' experience in Structured Query Language (SQL) is an advantage; ;. 3 years' experience in Unified Modeling Language (UML) is an advantage; ;. 3 years' experience in XML (XML) is an advantage; ;. 3 years' experience in Java Servlet Programming (JSP) is an advantage; ;. 3 years' experience in Enterprise Java Beans Development (EJB) is an advantage; ;. 3 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF) is an advantage; ;. 3 years' experience in JBoss Application Server (JAS) is an advantage; ;. 1 year's experience in .Net Development (NDE) is an advantage. ;Non-technical Skills: ;. At least 2 years' experience in Business Process Modeling (BPM); ;. At least 1 year's experience in work with the Government (GOV); ;. 3 years' experience in Government procurement/disposal procedures (GPD) is an advantage; ;. Good spoken English is an advantage; ;. 3 years' experience in Business Process Re-engineering (BPE) is an advantage; ;. 3 years' experience in customer relations (ECR) is an advantage; ;. Good written English is an advantage; ;. 3 years' experience in quality assurance (QAS) is an advantage; ;. Good coordination skills is an advantage; ;. 2 years' experience in managing Government projects (MGP) is an advantage; ;. 2 years' experience in conducting IT training/briefing (ITT) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,10 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31845"")"
