Job Key No,Job Title/ Category,Number Of Vacancy,Relevant Field,Nature,Deadline,Contract Period,Payroll,Employer Business,Location Base,Monthly Salary Range HK$,Project Nature,Duties,Yrs of Total Post-Quali Exp,Yrs of Relevant Exp,Requirements,Work Outside Current Location,Last Update,Apply To,Direct Line,URL
Added : ,,,,,,,,,,,,,,,,,,,,
33062,Contract Systems Analyst (Bid Ref 53533-1),1,Others,Contract,13 Mar 2025,07 Apr 2025 to 31 Mar 2026 (11 months),under InfoTech,Government T26 Contract,Wan Chai,N/A - N/A,"""(T26) The project is for the implementation and maintenance of a digital identity system (the System) which consists of cloud-based backend systems and mobile apps. The System provides Application Programming Interfaces (APIs) for access by other government systems and non-government systems to perform authentication, form filling, digital signing and other functions with the consent of the mobile app users. The project team will be responsible for the platform operations and maintenance, quality assurance of application programs, system/infrastructure security, and monitor the contractor teams on resolutions and system enhancement works.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;The CSA will be required to:;1. support application build, deploy, release and quality assurance of application programs developed by the contractor teams;;2. support handling of mobile app reviews and optimisation of mobile app ratings; ;3. support preparation of reports related to mobile app usage and download statistics;;4. support issue/incident handling and troubleshooting in particular for the mobile app and system infrastructure of the System;;5. work with the contractor teams to maintain the System's applications including both backend and mobile applications for bug fixing and enhancement;;6. assist supervisor in preparing technical specifications and operational manual for the System; and;7. any other duties assigned by the supervisors. ;""",4.0,1.0,"""The candidate should possess: ;1. sound knowledge and solid experience in mobile apps shielding and release;;2. good understanding on mobile app rating optimisation; ;3. sound knowledge and solid experience in SDLC and DevOps; and ;4. sound knowledge and solid experience in application security, in particular facial recognition, OCR and deepfake attack detection.;;The candidate preferably possess:;1. strong sense of analytical and problem-solving skills;;2. good command of English and writing skills;;3. good coordination and communication skills; and;4. Putonghua communication skills. ;Technical Skills: ;. At least 3 years' experience in IT Application Development and Management (ADM); ;. At least 3 years' experience in IT Security (ITS); ;. At least 3 years' experience in JAVA Programming (JAV); ;. At least 3 years' experience in MySQL (MSQ); ;. At least 3 years' experience in Public Key Infrastructure (PKI); ;. 2 years' experience in Linux System Administration (LIN) is an advantage; ;. 2 years' experience in Cryptography (CRY) is an advantage. ;Non-technical Skills: ;. Good coordination skills is a must; ;. 2 years' experience in work with the Government (GOV) is an advantage; ;. 2 years' experience in the management and support of Government systems and services (GSS) is an advantage; ;. Good spoken English is an advantage; ;. Good Putonghua is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,27 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33062"")"
33001,Contract Systems Analyst (Bid Ref 52699-2),1,Others,Contract,10 Mar 2025,01 Apr 2025 to 31 Jan 2027 (22 months),under InfoTech,Government T26 Contract,Wan Chai,N/A - N/A,"""(T26) To assist engineer on maintenance, system support, administration, project management, implementation and conduct enhancement for mobile applications, hardware equipment, IT systems, acquisition of computer facilities and general IT support to users. ;Note: The mobile applications include 'WSD Mobile App' and 'WSD GA Product Directory' etc. The IT systems include 'Integrated Materials and Job Records Management System', 'Maintenance Works Management System' and 'Departmental Information Portal' etc.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the WSD; ;1. To act as project coordinator and system analyst to assist project management of mobile application and IT systems, ;2. To collect and consolidate user requirements and turn them into system specification; ;3. To design, develop, implement and on-going support of mobile application including frontend and backend service; ;4. To assist in acquisition of computer facilities and IT service, contract administration, preparation of tender documents for mobile applications, hardware equipment and IT systems; ;5. To supervise or work with IT contractor in implementation, maintenance, on-going support and enhancement of mobile application and IT systems; ;6. To provide general IT support to user in WSD; ;7. To undertake any other duties assigned by supervisors. ;""",8.0,4.0,"""1. Solid experience in project management, contract administration and user liaison; ;2. Solid experience in system maintenance and support; ;3. Solid experience in mobile app development; ;4. Solid experience in system design and technical specification on IT development project. ;Technical Skills: ;. At least 4 years' experience in IT Application Development and Management (ADM); ;. At least 4 years' experience in JavaScript Programming (JAP); ;. At least 4 years' experience in JAVA Programming (JAV); ;. At least 4 years' experience in MySQL (MSQ); ;. At least 4 years' experience in Microsoft SQL Server (MSS); ;. At least 4 years' experience in Oracle Application Server (OAS); ;. At least 4 years' experience in PHP programming (PHP); ;. At least 4 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 4 years' experience in Structured Query Language (SQL); ;. At least 4 years' experience in Web Programming (WEB); ;. At least 4 years' experience in XML (XML). ;Non-technical Skills: ;. Good coordination skills is an advantage; ;. 1 year's experience in work with the Government (GOV) is an advantage; ;. 1 year's experience in IT service/outsourcing management (OUT) is an advantage; ;. 1 year's experience in tender preparation and administration (TPA) is an advantage; ;. 1 year's experience in vendor management (VMG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.""",N/A,24 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33001"")"
33064,Contract Systems Analyst (Bid Ref 53611-1),1,Application Development,Contract,13 Mar 2025,01 Apr 2025 to 30 Sep 2025 (5 months),under InfoTech,Government T26 Contract,Kwun Tong,N/A - N/A,"""(T26) Development, enhancement and on-going maintenance of the Registration and Electoral Office's IT applications/systems""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the REO; ;1. To participate in system development of various IT projects;;2. To lead a team of contract staffs and provide supervision;;3. To assist project manager in provision of technical support for various IT systems and projects;;4. To assist in the procurements for IT facilities and services, product market research and assessment;;5. To update system documentations and maintain proper records of project/system logs; and;6. To carry out duties assigned by the supervisor. ;""",4.0,2.0,"""- Strong knowledge and experience in implementing and maintaining web applications;;- Strong Hands-on experience in JavaScript, Java, SQL, CSS, HTML5;;- Excellent sense of analytical and problem solving skills;;- Experience in vendor management, user acceptance test;;- Willing to lead and provide guidance to junior staff;;- Experience in technical support of mission critical computer system(s) and load test is a definite plus;;- Experience in cloud services (eg. AWS, AliCloud, GCIS) is a plus;;- Experience in mobile application development framework (eg. React Native, Flutter) is a plus;;- Willing to work overtime in some occasions; and;- Excellent command of both spoken and written Chinese and English. ;Technical Skills: ;. At least 3 years' experience in HTML5 (HT5); ;. At least 3 years' experience in JavaScript Programming (JAP); ;. At least 3 years' experience in JAVA Programming (JAV); ;. At least 3 years' experience in IT Application Development and Management (ADM); ;. At least 3 years' experience in Structured Query Language (SQL); ;. 1.5 years' experience in Web Hosting, Design and Maintenance (WED) is an advantage; ;. 1.5 years' experience in Apache Web Server (AWS) is an advantage; ;. 1.5 years' experience in EGIS (EGI) is an advantage; ;. 1 year's experience in XML (XML) is an advantage; ;. 1 year's experience in Java Servlet Programming (JSP) is an advantage; ;. 1 year's experience in Production Database Support (PDS) is an advantage. ;Non-technical Skills: ;. Good coordination skills is a must; ;. At least 1 year's experience in people management (PMG); ;. At least 1 year's experience in project management (PRM); ;. 1 year's experience in quality assurance (QAS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,27 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33064"")"
31963,Contract Systems Analyst (Bid Ref 53422-2),1,Others,Contract,06 Mar 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,Tsuen Wan,N/A - N/A,"""(T26) To monitor and assist contractor to work on outsourced project in DH""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DH; ;(a) Monitor and assist Contractor to carry out system analysis, design, development, testing, deployment, nursing, maintenance and documentation;;(b) Review the requirement specification to ensure it align with users' needs.;(c) Walkthrough physical design, programme code, data structure, test plan with the Contractor Team;;(d) Work and coordinate with bank teams for testing and rollout for various e-payment options;;(e) Coordinate with iAM Smart Team and prepare the required documents for project registration, testing and project rollout;;(f) Review and ensure all deliverables from the contractor comply with relevant government standards and guidelines; ;(g) Plan and conduct tests on the public portal to ensure compliance with WCAG standards;;(h) Coordinate and participate in unit test and integration test;;(i) Assist Contractor to prepare and conduct system testing and user acceptance; ;(j) Monitor and assist in troubleshoot the application and performance issues; and;(k) Any other task assigned by DH. ;""",4.0,1.0,"""1. Familiar with government IT standards and methodologies, and have an experience in working with or in the HKSAR government departments/bureaux;;2. Experience in system design, analysis, implementation, testing and rollout of web-based or mobile app system; ;3. Prior experience in conducting PIA and SRA&A is preferred;;4. Prior experience in managing outsourced contractor is an advantage;;5. Proficiency in written English and communication skills; ;6. Strong analytical and problem solving skills; and;7. Responsible, independent and able to work under pressure. ;Technical Skills: ;. At least 6 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 4 years' experience in IT Planning (ITP); ;. At least 3 years' experience in Security Risk Assessment and Audit (SAA); ;. 2 years' experience in SSADM (SDM) is an advantage. ;Non-technical Skills: ;. At least 3 years' experience in work with the Government (GOV); ;. At least 3 years' experience in IT procurement (PRO); ;. At least 3 years' experience in vendor management (VMG); ;. 2 years' experience in the management and support of Government systems and services (GSS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,27 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31963"")"
33002,Contract Systems Analyst (Bid Ref 53570-1),1,Others,Contract,07 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,"WanChai, Hong Kong",N/A - N/A,"""(T26) To provide IT support on the Customer Care and Billing System (CCBS) of the Water Supplies Department (WSD).""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the WSD; ;1. System maintenance, enhancements and support for the CCBS ;(a) To assist in system enhancements like user requirements collection, review system design, support user testing, review deployment plan; ;(b) To assist in investigation on production incidents, provide technical support to user in problem determination and resolution; and ;(c) To provide technical and operation support services on CCBS such as job monitoring, interface handling, application configurations and data extraction requests. ;2. IT security support and network monitoring on the CCBS ;(a) To coordinate the CCBS contractor on IT security alerts received, monitor and verify the follow up actions taken by the CCBS contractor; and ;(b) To monitor the network traffic in CCBS network, study and verify alerts detected by security appliances installed, and fine-tune the alert configuration if necessary. ;3. Support for the new CCBS redevelopment project ;(a) To support the contractor of CCBS redevelopment project by providing information of the existing CCBS; and ;(b) To liaise with the existing CCBS contractor to facilitate the new CCBS redevelopment project. ;""",5.0,3.0,"""1. Sound knowledge in System Analysis and Design ;2. Solid experience in J2EE application development ;3. Solid experience in Oracle database and SQL ;4. Solid experience in IT security ;5. Solid experience in network support ;6. Business knowledge/IT support experience on billing system is an advantage ;7. Knowledge on network security appliances is an advantage ;8. Certification related to IT security like CISA, CISSP is an advantage ;9. Working experience in the Government is an advantage ;Technical Skills: ;. At least 3 years' experience in IT Security (ITS); ;. At least 3 years' experience in J2EE Development (JDE); ;. At least 3 years' experience in Networking (NET); ;. At least 3 years' experience in Oracle RDBMS (ODB); ;. At least 3 years' experience in Structured Query Language (SQL). ;Non-technical Skills: ;. At least 1 year's experience in managing corporate IT security framework (CSF); ;. At least 1 year's experience in vendor management (VMG); ;. 1 year's experience in work with the Government (GOV) is an advantage; ;. 1 year's experience in managing Government IT standards (ITG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 5 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,21 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33002"")"
32867,Contract Systems Analyst (Bid Ref 53491-1),1,Others,Contract,03 Mar 2025,02 May 2025 to 30 Apr 2026 (11 months),under InfoTech,Government T26 Contract,Wan Chai,N/A - N/A,"""(T26) Support project management of various IT projects under Statistical Processing Systems Branch (SPSB) and provide application development, maintenance as well as end-user support for various IT systems for C&SD.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the C&SD; ;1. To provide maintenance and security protection support on Knowledge Management Support Services (KMSS), Electronic Recordkeeping System (ERKS), Online Inventory System (OIS), Curtain E-locker and other IT applications under SPSB. ;2. To assist in managing ongoing IT projects under SPSB. ;3. To assist the internal project manager in evaluating the technical solution submitted by external contractors and managing the implementation of Metadata Management System. ;4. To assist internal project manager to perform IT security related tasks. ;5. To provide end-user support for various C&SD IT application systems. ;6. To perform any other duties as required. ;""",4.0,1.0,"""1. Project experience in HKSAR Government as system analyst performing the system analysis and design tasks. ;2. Project experience in Visual Studio .Net programming. ;3. Working experience in Web application development. ;4. Working experience in implementing IT security measures. ;5. Working experience in Windows/Unix/Linux server administration. ;Technical Skills: ;. At least 3 years' experience in Microsoft SQL Server (MSS); ;. At least 3 years' experience in SSADM (SDM); ;. At least 3 years' experience in Visual Studio. Net (VSN); ;. At least 3 years' experience in Web Programming (WEB); ;. At least 1 year's experience in Experience in C# programming (C#P); ;. At least 1 year's experience in IT Security (ITS); ;. At least 1 year's experience in JAVA Programming (JAV); ;. At least 1 year's experience in Linux System Administration (LIN); ;. 2 years' experience in Data Warehouse (DWH) is an advantage; ;. 2 years' experience in business intelligence/data mining (BDM) is an advantage; ;. 1 year's experience in Visual Foxpro (VFP) is an advantage; ;. 1 year's experience in Project Management Professional (PMP) (PMP) is an advantage; ;. 1 year's experience in PRINCE (PRE) is an advantage; ;. 1 year's experience in SAS (SAS) is an advantage. ;Non-technical Skills: ;. At least 2 years' experience in work with the Government (GOV); ;. At least 2 years' experience in managing Government projects (MGP); ;. 2 years' experience in Government procurement/disposal procedures (GPD) is an advantage; ;. 2 years' experience in IT procurement (PRO) is an advantage; ;. 1 year's experience in IT service/outsourcing management (OUT) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,17 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=32867"")"
33041,Contract Systems Analyst (Bid Ref 53600-1),1,Application Development,Contract,11 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Kowloon Bay,N/A - N/A,"""(T26) - Be responsible for the total project management all related activities of the Central Fax Gateway project. ;- Providing support for the integration between Central Fax Gateway and existing OutSystems platform. ;- Provide support on Lotus Notes, Workflow Portal and Confidential Mail System (CMSG). ;- Take part in the total project management regarding all related activities of the Centrally Managed Messaging Platform (CMMP).""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the E&MSD; ;(a) Select the appropriate technical strategy and methods for the project; ;(b) To prepare and update technical manuals and project documents; ;(c) Attend checkpoint/progress review meetings, where necessary; ;(d) Act as a system integration lead to oversee, coordinate and manage all project implementation activities regarding, but no limited to, system hardware, software, network, application, security, other vendors or sub-contractors; ;(e) To coordinate relevant parties and perform any other duties related to the project; ;(f) To administrate, monitor and provide services for application software systems; ;(g) To provide daily support to the existing office automation systems. ;""",4.0,1.0,"""(a) Have a Degree in Computer Science, Computer Engineering, Information Engineering, or related IT disciplines, or equivalent; ;(b) At least 8 years' relevant working experience in the design, implementation, configuration, customization, and administration of application software systems; ;(c) Providing technical support and system administration for Lotus Domino/Notes and Confidential Messaging Application (CMSG); ;(d) Providing technical support and system administration for VMware vSphere; ;(e) Good planning, organization, communication and interpersonal skills; ;(f) Undertaking project management activities. ;Technical Skills: ;. At least 7 years' experience in Domino and Lotus Script (DLS); ;. At least 7 years' experience in IT Application Development and Management (ADM); ;. At least 6 years' experience in Lotus Notes Mail Admin. & Technical Support (LNM); ;. At least 6 years' experience in Lotus Notes Administration & Technical Support (LON); ;. At least 3 years' experience in Confidential Mail System (CMS); ;. At least 2 years' experience in SSADM (SDM); ;. 5 years' experience in System Implementation and Maintenance/Support (SIM) is an advantage. ;Non-technical Skills: ;. At least 3 years' experience in work with the Government (GOV); ;. 3 years' experience in Government procurement/disposal procedures (GPD) is an advantage; ;. 3 years' experience in IT service/outsourcing management (OUT) is an advantage; ;. 3 years' experience in presentation (PEX) is an advantage; ;. 3 years' experience in project management (PRM) is an advantage; ;. 3 years' experience in IT procurement (PRO) is an advantage; ;. 3 years' experience in software testing (STM) is an advantage; ;. 3 years' experience in Business Process Modeling (BPM) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,25 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33041"")"
Removed : ,,,,,,,,,,,,,,,,,,,,
33041,Contract Systems Analyst (Bid Ref 53600-1),1,Application Development,Contract,11 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Kowloon Bay,N/A - N/A,"""(T26) - Be responsible for the total project management all related activities of the Central Fax Gateway project.;- Providing support for the integration between Central Fax Gateway and existing OutSystems platform.;- Provide support on Lotus Notes, Workflow Portal and Confidential Mail System (CMSG).;- Take part in the total project management regarding all related activities of the Centrally Managed Messaging Platform (CMMP).""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the E&MSD; ;(a) Select the appropriate technical strategy and methods for the project;;(b) To prepare and update technical manuals and project documents;;(c) Attend checkpoint/progress review meetings, where necessary;;(d) Act as a system integration lead to oversee, coordinate and manage all project implementation activities regarding, but no limited to, system hardware, software, network, application, security, other vendors or sub-contractors;;(e) To coordinate relevant parties and perform any other duties related to the project;;(f) To administrate, monitor and provide services for application software systems;;(g) To provide daily support to the existing office automation systems. ;""",4.0,1.0,"""(a) Have a Degree in Computer Science, Computer Engineering, Information Engineering, or related IT disciplines, or equivalent; ;(b) At least 8 years' relevant working experience in the design, implementation, configuration, customization, and administration of application software systems; ;(c) Providing technical support and system administration for Lotus Domino/Notes and Confidential Messaging Application (CMSG);;(d) Providing technical support and system administration for VMware vSphere;;(e) Good planning, organization, communication and interpersonal skills;;(f) Undertaking project management activities. ;Technical Skills: ;. At least 7 years' experience in Domino and Lotus Script (DLS); ;. At least 7 years' experience in IT Application Development and Management (ADM); ;. At least 6 years' experience in Lotus Notes Mail Admin. & Technical Support (LNM); ;. At least 6 years' experience in Lotus Notes Administration & Technical Support (LON); ;. At least 3 years' experience in Confidential Mail System (CMS); ;. At least 2 years' experience in SSADM (SDM); ;. 5 years' experience in System Implementation and Maintenance/Support (SIM) is an advantage. ;Non-technical Skills: ;. At least 3 years' experience in work with the Government (GOV); ;. 3 years' experience in Government procurement/disposal procedures (GPD) is an advantage; ;. 3 years' experience in IT service/outsourcing management (OUT) is an advantage; ;. 3 years' experience in presentation (PEX) is an advantage; ;. 3 years' experience in project management (PRM) is an advantage; ;. 3 years' experience in IT procurement (PRO) is an advantage; ;. 3 years' experience in software testing (STM) is an advantage; ;. 3 years' experience in Business Process Modeling (BPM) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,25 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33041"")"
