Job Key No,Job Title/ Category,Number Of Vacancy,Relevant Field,Nature,Deadline,Contract Period,Payroll,Employer Business,Location Base,Monthly Salary Range HK$,Project Nature,Duties,Yrs of Total Post-Quali Exp,Yrs of Relevant Exp,Requirements,Work Outside Current Location,Last Update,Apply To,Direct Line,URL
20811,Contract Senior Systems Analyst (Bid Ref 43438-3),1,Application Development,Contract,18 Feb 2025,16 Mar 2025 to 15 Mar 2026 (12 months),under InfoTech,Government T26 Contract,Mong Kok,N/A - N/A,(T26) Project planning and implementation ;Application development for IT projects ;System analysis and design ;Project support and technical support to IT projects,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LCSD; ;To assist in project planning and implementation; ;To take an active role in monitoring IT projects; ;To oversee system analysis and design and system implementation processes; ;To manage contractors, follow up and report project activities; ;To manage project issues with risk forecast capabilities; ;To assess impacts on business operations, organisation, IT environment, system security and personal data privacy; ;To assist in the system rollout activities including planning, testing, rehearsal, coordination and monitoring; ;To assist in the procurement exercise; ;To provide effective and quality IT professional service to users; ;To work irregular hours if necessary; and ;To undertake any other duties assigned by supervisors. ;",15.0,8.0,"University Degree in Computing Studies / Information Technology or equivalent; ;At least 8 years in System Analyst capacity; ;At least 3 years in leading a sub-team and completing project tasks independently; ;Knowledge and experience in business analysis; ;Familiar with the procurement procedures in Government; ;Solid experience in IT vendor management; ;Excellent communication skill and inter-personal skill; ;Strong in English technical writing; and ;Proficient in both spoken and written English and Cantonese. ;Technical Skills: ;. At least 5 years' experience in IT Application Development and Management (ADM); ;. At least 4 years' experience in Multi-vendor Mission Critical System (MCS); ;. At least 4 years' experience in Multi-tier System Integration (MSI). ;Non-technical Skills: ;. At least 5 years' experience in managing Government projects (IEG); ;. At least 4 years' experience in project management (PRM); ;. 2 years' experience in IT service/outsourcing management (OUT) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 15 years' post-qualification experience in which at least 8 years' relevant experience in a similar post and in a comparable capacity.",N/A,04 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=20811"")"
31301,Contract Senior Systems Analyst (Bid Ref 52679-1),1,Application Development,Contract,17 Feb 2025,16 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Sai Wan Ho,N/A - N/A,(T26) Implementation of IT projects under the IT Strategy Plan.,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The candidate will be responsible for the design and development of various application modules of the Judiciary. ;",8.0,6.0,"Other than the requirements specified in the 'Technical' and 'non-Technical' requirement sections below, the candidate should preferably possess:;- Experience in design and implementation of enterprise grade systems under Service Oriented Architecture;- Experience in design and implementation of e-services and other related areas;- Experience in Court related application design and implementation;- Good communication skills ;Technical Skills: ;. At least 6 years' experience in Enterprise Application Integration (EAI); ;. At least 6 years' experience in JavaScript Programming (JAP); ;. At least 6 years' experience in J2EE Development (JDE); ;. At least 6 years' experience in Web Programming (WEB); ;. At least 6 years' experience in XML (XML); ;. 2 years' experience in JavaServer Faces (JSF) (JSF) is an advantage; ;. 2 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in work with the Government (GOV); ;. At least 4 years' experience in managing Government projects (MGP); ;. Good written English is a must; ;. At least 4 years' experience in software testing (STM); ;. 2 years' experience in quality assurance (QAS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.",N/A,03 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31301"")"
31417,Contract Senior Systems Analyst (Bid Ref 52677-1),1,Others,Contract,18 Feb 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,Offices of the Companies Registry (CR) in Queensway Government Office,N/A - N/A,(T26) IT security compliance monitoring and security project management support for the CR,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the CR; ;The staff is responsible for assisting the supervisor on the project management for the IT Security risk assessment and audit exercise for the CR information systems.;The staff is responsible for assisting the supervisor on the project management for the Privacy Impact Assessment & Audit exercise for the CR information systems.;The staff is also responsible for supporting the CR to review the IT security compliance, to deploy best IT practices, governance, solutions and formulate IT security policies, standards and procedures. ;The staff is responsible for assisting the supervisor on the project management for implementing the new security requirements to CR information systems.;Additionally, the staff assists departmental ITMU in handling and following up on IT security incident. The staff is in charge of organising security training for internal staff and performing any tasks assigned by the supervisor. ;",6.0,3.0,"Candidates must be knowledgeable and experienced in Government IT Security requirement and Government procurement regulations and procedures; Good knowledge in network and security technologies, in particular data protection and regulatory compliance requirements; Experience in managing outsource contractors is a must. Successful candidate may need to work overtime according to the business needs. ;Technical Skills: ;. At least 3 years' experience in Information Security Management (ISM); ;. At least 3 years' experience in IT Security (ITS); ;. At least 3 years' experience in Endpoint Security Solutions (ESS); ;. At least 3 years' experience in Network & System Management (NSM); ;. At least 3 years' experience in Security Risk Assessment and Audit (SAA); ;. 3 years' experience in System Implementation and Maintenance/Support (SIM) is an advantage; ;. 3 years' experience in Internet Firewall Technical Support (IFW) is an advantage; ;. 3 years' experience in Infrastructure (INF) is an advantage; ;. 3 years' experience in Network Design (NDN) is an advantage; ;. 3 years' experience in Networking (NET) is an advantage. ;Non-technical Skills: ;. At least 3 years' experience in work with the Government (GOV); ;. At least 3 years' experience in Government procurement/disposal procedures (GPD); ;. At least 3 years' experience in IT service/outsourcing management (OUT); ;. At least 3 years' experience in vendor management (VMG); ;. Good coordination skills is an advantage; ;. 3 years' experience in IT procurement (PRO) is an advantage; ;. 3 years' experience in the management and support of Government systems and services (GSS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.",N/A,04 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31417"")"
31300,Contract Senior Systems Analyst (Bid Ref 52678-1),1,Application Development,Contract,17 Feb 2025,16 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Sai Wan Ho,N/A - N/A,(T26) Implementation of IT projects under the IT Strategy Plan.,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;(1) To perform system analysis & design, program development and testing of the application modules;;(2) To provide support in conducting the activities of the implementation phase such as system integration test, system performance test, data conversion, user training and preparation prior to production rollout. ;",6.0,4.0,"Other than the requirements specified in the 'Technical' and 'non-Technical' Requirement Sections below, the candidate should have relevant hands-on experience in application development using J2EE and preferably possess experience in development of :;(1) Enterprise grade systems under Service Oriented Architecture; and;(2) Experience in design and implementation of e-services and other related areas to other prosecution departments ;Technical Skills: ;. At least 4 years' experience in J2EE Development (JDE); ;. At least 4 years' experience in Structured Query Language (SQL); ;. At least 4 years' experience in Web Services (WSV); ;. At least 4 years' experience in XML (XML); ;. At least 4 years' experience in IT Application Development and Management (ADM); ;. 2 years' experience in Enterprise Application Integration (EAI) is an advantage; ;. 2 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in work with the Government (GOV); ;. Good written English is a must; ;. 2 years' experience in software testing (STM) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.",N/A,03 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31300"")"
31299,Contract Senior Systems Analyst (Bid Ref 52668-1),1,Application Development,Contract,17 Feb 2025,16 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Sai Wan Ho,N/A - N/A,(T26) Implementation of IT projects under the IT Strategy Plan.,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The candidate will take up a Business Analyst role and be responsible for analysing the data structure of application systems of different court levels to support the design and implementation of projects under the IT Strategy Plan. The candidate will also be responsible for migration and integration between existing and new application systems. ;",8.0,6.0,"Other than the requirements specified in the 'Technical' and 'non-Technical' requirement sections below, the candidate should preferably possess:;- Experience in application systems for court case processing;- Good communication skills ;Technical Skills: ;. At least 6 years' experience in Enterprise Application Integration (EAI); ;. At least 6 years' experience in J2EE Development (JDE); ;. At least 6 years' experience in Oracle RDBMS (ODB); ;. At least 6 years' experience in PowerBuilder (P/B); ;. At least 6 years' experience in XML (XML); ;. 2 years' experience in Web Services (WSV) is an advantage; ;. 2 years' experience in Object-oriented Analysis and Design (OOA) is an advantage. ;Non-technical Skills: ;. At least 6 years' experience in Business Process Modeling (BPM); ;. Good coordination skills is a must; ;. At least 4 years' experience in work with the Government (GOV); ;. Good written English is a must; ;. 2 years' experience in project management (PRM) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.",N/A,03 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31299"")"
31401,Contract Senior Systems Analyst (Bid Ref 52666-1),1,Others,Contract,18 Feb 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,"Queensway, Hong Kong; Kowloon Bay, Kowloon.",N/A - N/A,"(T26) Feasibility study of system revamp and enhancement, project development, implementation, system rollout and delivery of IT services","- Serve a contract assignment under InfoTech's headcount, full-time second to serve the CR; ;1. Act as technical lead to perform the feasibility study of system revamp and enhancement, including development of new major system functions of workflow management;;2. Assist senior management in project management of feasibility study as well as day-to-day maintenance support and monitoring the performance of current IT contractors;;3. Take part in all phases of computer projects including feasibility system study, systems analysis and design, program development, implementation, system rollout and on-going maintenance support; and;4. Prepare and coordinate for project plan, system testing, codes review and user acceptance. ;",13.0,6.0,"1. Must have substantive project experiences in feasibility study of new system functions, Java programming and web application development, implementation and system rollout,;2. Must have substantive project experiences in implementation of government license registration application system and ePayment (such as FPS) on government central facilities, such as Government Cloud Infrastructure Services (GCIS), e-Government Infrastructure Service (EGIS), iAM Smart; and;3. Must have substantive project experiences in electronic submission and workflow management of documents and use of digital certificate or other user authentication method such as iAM Smart. ;Technical Skills: ;. At least 8 years' experience in Document Flow/Workflow Management System (DOC); ;. At least 7 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF); ;. At least 6 years' experience in EGIS (EGI); ;. At least 5 years' experience in Rapid Application Development Methodology (RAD); ;. At least 3 years' experience in Information System Study (ISS); ;. 8 years' experience in Internet/ Intranet (INT) is an advantage; ;. 8 years' experience in Microsoft SQL Server (MSS) is an advantage; ;. 8 years' experience in Electronic Form (EFM) is an advantage; ;. 8 years' experience in IT Application Development and Management (ADM) is an advantage; ;. 8 years' experience in Apache Web Server (AWS) is an advantage; ;. 8 years' experience in System Implementation and Maintenance/Support (SIM) is an advantage; ;. 8 years' experience in Structured Query Language (SQL) is an advantage; ;. 7 years' experience in JAVA Programming (JAV) is an advantage; ;. 7 years' experience in PRINCE (PRE) is an advantage; ;. 7 years' experience in Website Administration (WEA) is an advantage; ;. 7 years' experience in Web Programming (WEB) is an advantage; ;. 7 years' experience in Web Hosting, Design and Maintenance (WED) is an advantage; ;. 7 years' experience in XML (XML) is an advantage; ;. 7 years' experience in batch job monitoring (BJM) is an advantage; ;. 7 years' experience in Chinese Computing Standards, eg.HKSCS,Big5,Unicode (CCS) is an advantage; ;. 7 years' experience in Data Administration (DAM) is an advantage; ;. 7 years' experience in Document Management System (DMS) is an advantage; ;. 7 years' experience in JavaScript Programming (JAP) is an advantage; ;. 7 years' experience in IT Planning (ITP) is an advantage; ;. 6 years' experience in Imaging (IMG) is an advantage; ;. 6 years' experience in JBoss Application Server (JAS) is an advantage; ;. 5 years' experience in IT Security (ITS) is an advantage; ;. 5 years' experience in Geographic Information System (GIS) is an advantage; ;. 5 years' experience in HTML5 (HT5) is an advantage; ;. 5 years' experience in Security Risk Assessment and Audit (SAA) is an advantage; ;. 5 years' experience in Security Risk Assessment (SRA) is an advantage; ;. 5 years' experience in Virtual Private Network (VPN) is an advantage; ;. 4 years' experience in Project Management Professional (PMP) (PMP) is an advantage. ;Non-technical Skills: ;. At least 8 years' experience in work with the Government (GOV); ;. At least 8 years' experience in Government procurement/disposal procedures (GPD); ;. At least 8 years' experience in the management and support of Government systems and services (GSS); ;. At least 8 years' experience in vendor management (VMG); ;. At least 3 years' experience in Business Process Re-engineering (BPE); ;. 8 years' experience in contract administration (CON) is an advantage; ;. Good coordination skills is an advantage; ;. 8 years' experience in Government tendering procedures (GTP) is an advantage; ;. 8 years' experience in managing Government projects (MGP) is an advantage; ;. 8 years' experience in IT service/outsourcing management (OUT) is an advantage; ;. 8 years' experience in IT procurement (PRO) is an advantage; ;. 8 years' experience in quality assurance (QAS) is an advantage; ;. 8 years' experience in IT Service Management (SMG) is an advantage; ;. 7 years' experience in software testing (STM) is an advantage; ;. 7 years' experience in tender preparation and administration (TPA) is an advantage; ;. 7 years' experience in Government information system strategy study/review (GSR) is an advantage; ;. 6 years' experience in presentation (PEX) is an advantage; ;. 6 years' experience in project management (PRM) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 13 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.",N/A,04 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31401"")"
31398,Contract Senior Systems Analyst (Bid Ref 52662-1),1,Application Development,Contract,18 Feb 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,Offices of the Companies Registry (CR) in Queensway Government Office,N/A - N/A,(T26) Support and Maintenance of the next generation of Integrated Companies Registry Information System (ICRIS),"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the CR; ;To be responsible for planning, managing and testing of application enhancement of the ICRIS for the CR. ;To be responsible for supporting the ICRIS operations on systems, application and security for the CR.;To be responsible for managing all the system assets, inventory and documentation for ICRIS. ;",8.0,4.0,"Solid experience in System Design and Development of web-based system, including Databases, Security and Operation Management. Experience in supporting GCIS e-Payment Service is highly preferred. ;Technical Skills: ;. At least 4 years' experience in Enterprise Java Beans Development (EJB); ;. At least 4 years' experience in J2EE Development (JDE); ;. At least 3 years' experience in Oracle RDBMS (ODB); ;. At least 3 years' experience in WebSphere Application Server (WAS); ;. At least 3 years' experience in IT Application Development and Management (ADM); ;. 4 years' experience in FileNet (FLN) is an advantage; ;. 4 years' experience in HTML version before HTML5 (HTM) is an advantage; ;. 4 years' experience in JavaScript Programming (JAP) is an advantage; ;. 3 years' experience in JAVA Programming (JAV) is an advantage; ;. 2 years' experience in EGIS (EGI) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in IT service/outsourcing management (OUT); ;. At least 3 years' experience in work with the Government (GOV); ;. At least 3 years' experience in the management and support of Government systems and services (GSS); ;. 3 years' experience in vendor management (VMG) is an advantage; ;. 2 years' experience in Government procurement/disposal procedures (GPD) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.",N/A,04 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31398"")"
31403,Contract Senior Systems Analyst (Bid Ref 52669-1),1,Others,Contract,18 Feb 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,Offices of the Companies Registry (CR) in Queensway Government Office,N/A - N/A,(T26) Technical support for Government Office Automation (GOA) Systems and IT Infrastructure,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the CR; ;(a) Lead colleagues to conduct various assignments;;(b) Manage on-going maintenance and project implementation;;(c) Oversee data centre facilities and computer operations;;(d) Conduct procurement and maintain contracts for IT products and services;;(e) Conduct research on new information technologies; and;(f) To carry out any other duties assigned by the supervisor. ;",10.0,5.0,"(a) Must have substantive experiences in technical support of IT infrastructure;;(b) Must have substantive experiences in project management, system development and vendor management; ;(c) Written test may be arranged during selection interviews. ;Technical Skills: ;. At least 3 years' experience in Internet Firewall Technical Support (IFW); ;. At least 3 years' experience in IT Security (ITS); ;. At least 3 years' experience in Network & System Management (NSM); ;. At least 3 years' experience in Virtual Private Network (VPN); ;. At least 2 years' experience in Microsoft Active Directory Administration (ADA); ;. 2 years' experience in Router Configuration (ROU) is an advantage; ;. 2 years' experience in Storage Area Network (SAN) is an advantage; ;. 2 years' experience in Virtual LAN/LAN Switching (VLS) is an advantage; ;. 2 years' experience in Microsoft Officer SharePoint Server Administration (MSP) is an advantage; ;. 2 years' experience in Network Design (NDN) is an advantage; ;. 2 years' experience in Infrastructure (INF) is an advantage; ;. 2 years' experience in Intrusion Prevention System (IPS) is an advantage. ;Non-technical Skills: ;. At least 2 years' experience in work with the Government (GOV); ;. At least 2 years' experience in Government procurement/disposal procedures (GPD); ;. Good written English is a must; ;. At least 2 years' experience in project management (PRM); ;. At least 2 years' experience in vendor management (VMG); ;. 2 years' experience in IT Service Management (SMG) is an advantage; ;. 2 years' experience in managing Government projects (IEG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 5 years' relevant experience in a similar post and in a comparable capacity.",N/A,04 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31403"")"
31298,Contract Senior Systems Analyst (Bid Ref 52664-1),1,Application Development,Contract,17 Feb 2025,16 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Sai Wan Ho,N/A - N/A,(T26) Implementation of IT projects under the IT Strategy Plan.,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The candidate will be responsible for communicating with the Judiciary users, gathering requirements, and lead in performing system analysis and development activities, supporting project studies and implementing projects under the IT strategy Plan. ;",8.0,6.0,"Other than the requirements specified in the 'Technical' and 'non-Technical' requirement sections below, the candidate should preferably possess:;- Experience in design and implementation of enterprise grade systems under Service Oriented Architecture;- Experience in design and implementation of e-services and other related areas to other prosecution departments;- Experience in court related application design and implementation;- Good communication skills ;Technical Skills: ;. At least 6 years' experience in J2EE Development (JDE); ;. At least 6 years' experience in Oracle RDBMS (ODB); ;. At least 6 years' experience in Structured Query Language (SQL); ;. At least 6 years' experience in XML (XML); ;. 2 years' experience in Enterprise Java Beans Development (EJB) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in work with the Government (GOV); ;. Good written English is a must; ;. 2 years' experience in software testing (STM) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.",N/A,03 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31298"")"
31397,Contract Senior Systems Analyst (Bid Ref 52661-1),1,Application Development,Contract,18 Feb 2025,01 Apr 2025 to 31 Mar 2026 (12 months),under InfoTech,Government T26 Contract,Offices of the Companies Registry (CR) in Queensway Government Office,N/A - N/A,(T26) Support and Maintenance of the next generation of Integrated Companies Registry Information System (ICRIS),"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the CR; ;To be responsible for planning, managing and testing of application enhancement of the ICRIS for the CR. ;To be responsible for supporting the ICRIS operations on systems, application and security for the CR.;To be responsible for managing all the system assets, inventory and documentation for ICRIS. ;",8.0,4.0,"Solid experience in System Design and Development of web-based system, including Databases, Security and Operation Management. Experience in supporting GCIS e-Payment Service is highly preferred. ;Technical Skills: ;. At least 8 years' experience in J2EE Development (JDE); ;. At least 4 years' experience in Oracle RDBMS (ODB); ;. At least 4 years' experience in WebSphere Application Server (WAS); ;. At least 4 years' experience in IT Application Development and Management (ADM); ;. At least 4 years' experience in Enterprise Java Beans Development (EJB); ;. 8 years' experience in HTML version before HTML5 (HTM) is an advantage; ;. 8 years' experience in JavaScript Programming (JAP) is an advantage; ;. 4 years' experience in JAVA Programming (JAV) is an advantage; ;. 4 years' experience in FileNet (FLN) is an advantage; ;. 4 years' experience in EGIS (EGI) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in work with the Government (GOV); ;. At least 4 years' experience in the management and support of Government systems and services (GSS); ;. At least 4 years' experience in IT service/outsourcing management (OUT); ;. 4 years' experience in vendor management (VMG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 4 years' relevant experience in a similar post and in a comparable capacity.",N/A,04 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31397"")"
