Job Key No,Job Title/ Category,Number Of Vacancy,Relevant Field,Nature,Deadline,Contract Period,Payroll,Employer Business,Location Base,Monthly Salary Range HK$,Project Nature,Duties,Yrs of Total Post-Quali Exp,Yrs of Relevant Exp,Requirements,Work Outside Current Location,Last Update,Apply To,Direct Line,URL
Added : ,,,,,,,,,,,,,,,,,,,,
31349,Contract Senior Systems Analyst (Bid Ref 52814-2),1,Others,Contract,25 Mar 2025,01 Apr 2025 to 30 Sep 2025 (5 months),under InfoTech,Government T26 Contract,Wan Chai,N/A - N/A,"""(T26) To assist the Judiciary in taking forward the design and development work for the implementation of projects under the IT Strategy Plan.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The candidate will be responsible for the ;- Collaborate across functions to design architecture, deploy new systems, and revamp existing systems;;- Engage in hands-on development of front-end frameworks;;- Evaluate emerging technologies, tools, and frameworks to support software development activities;;- Conduct functional requirement analysis, program design, coding, and testing for software applications; and;- Prepare system and program documentation. ;""",6.0,3.0,"""Other than the requirements specified in the 'Technical' and 'non-Technical' Requirement Sections below.;- Bachelor's degree in Computer Science, Information Systems or equivalent; ;- At least 5 years post-qualification experience related to application development/maintenance;;- In-depth knowledge and hands-on experience in React/Web Component, UI implementation, and JavaScript web application development are required; ;- Experience in developing React application is preferred;;- Good knowledge and programming skills in the latest web technologies, such as JavaScript, React, HTML5, CSS3 are required; and;- Desire to research and use new technology. ;Technical Skills: ;. At least 5 years' experience in HTML5 (HT5); ;. At least 5 years' experience in JavaScript Programming (JAP); ;. At least 5 years' experience in Web Services (WSV). ;Non-technical Skills: ;. Good written English is a must; ;. 1 year's experience in work with the Government (GOV) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,11 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31349"")"
33249,Contract Systems Analyst (Bid Ref 53788-1),1,Application Development,Contract,25 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,"Mainly at CDW Building, Tsuen Wan",N/A - N/A,"""(T26) Monitoring, support, feasibility & technical study, system analysis & design, programming, implementation and maintenance of network, computer systems and related services.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the LandsD; ;- Monitor, maintain and support computer systems including web-based applications, etc.;- Carry out feasibility & technical study, system analysis & design, programming and implementation of computer systems ;- Provide advice and support on IT security ;- Evaluate and select appropriate computer products for the development and maintenance of network, computer systems and IT security;- Provide advice on adoption and application of specific information technologies in the department;- Prepare user requirement specifications, work assignment briefs for procurement of hardware, software and services;- Prepare and maintain system documentation;- Take part in and monitor all phases of computer projects;- Perform any other duties assigned by supervisor ;""",4.0,1.0,"""Working experience in Windows Server, Microsoft SQL Server, SAP Crystal Reports, and VMware virtualization are mandatory.;;Working experience in Veeam Availability Suite, Internet, and network are preferable.. ;Technical Skills: ;. At least 3 years' experience in Microsoft Internet Information Services (MIS); ;. At least 3 years' experience in Microsoft SQL Server (MSS); ;. At least 3 years' experience in Reporting (Crystal Report, iReport) (REP); ;. At least 3 years' experience in Server Virtualisation Technology (SVT). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,11 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33249"")"
33256,Contract Systems Analyst (Bid Ref 53624-1),1,Application Development,Contract,25 Mar 2025,02 May 2025 to 13 Mar 2026 (10 months),under InfoTech,Government T26 Contract,Wan Chai,N/A - N/A,"""(T26) This is a CSA position responsible for providing support of service delivery of the Government Electronic Trading Service (GETS) - Electronic System for Cargo Manifests (EMAN) that enables carriers to submit cargo manifests electronically via GETS service providers (SPs) to government departments; and the Customs & Excise Risk Assessment Sub-system (CERAS).""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;1. To coordinate with GETS SPs, C&SD, EMAN/ CERAS contractor, and other DPO teams for support of the service delivery of EMAN.;2. To review the EMAN/ CERAS contractor's deliverables and manage their performance.;3. To render technical advice to government users and to assist them in accepting the contractor's deliverables.;4. To provide support of service delivery of CERAS as well as coordinating among EMAN/ CERAS contractor and C&ED users. ;""",4.0,1.0,"""Please refer to the """"Technical and Non-technical Skill Requirements"""" for other details. ;Technical Skills: ;. At least 2 years' experience in Oracle RDBMS (ODB); ;. At least 2 years' experience in XML (XML); ;. 2 years' experience in business intelligence/data mining (BDM) is an advantage; ;. 2 years' experience in Cognos (COG) is an advantage. ;Non-technical Skills: ;. Good coordination skills is an advantage; ;. 2 years' experience in work with the Government (GOV) is an advantage; ;. 2 years' experience in quality assurance (QAS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,11 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33256"")"
32999,Contract Systems Analyst (Bid Ref 53544-2),1,Application Development,Contract,14 Mar 2025,01 Apr 2025 to 31 Oct 2025 (7 months),under InfoTech,Government T26 Contract,"Homantin, any locations under the Hong Kong Housing Authority",N/A - N/A,"""(T26) Implementation, enhancement and maintenance of IT application system of the Housing Department""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the HD; ;The CSA will be required to ;(i) develop new / enhance & maintain jasper reports ;(ii) provide services and support for system enhancement / production deployment and roll out activities for IT application systems; ;(iii) coordinate and support users on incident/defect handling, data analysis and system acceptance testing of IT application systems; ;(iv) support change control of IT application systems; and ;(v) liaise and work with other stakeholders such as users, project teams and contractors for completing the above effectively. ;""",4.0,1.0,"""1) Meet the mandatory requirements stipulated in the Skill and Experience Section; ;2) Possess solid IT application system implementation/maintenance skills; ;3) Possess sold and hands-on experience in Jasper Reporting development/maintenance. ;Technical Skills: ;. At least 3 years' experience in Structured Query Language (SQL); ;. At least 2 years' experience in JAVA Programming (JAV); ;. At least 1.5 years' experience in Server Virtualisation Technology (SVT); ;. 2 years' experience in Oracle RDBMS (ODB) is an advantage; ;. 6 months' experience in Security Risk Assessment and Audit (SAA) is an advantage. ;Non-technical Skills: ;. At least 2 years' experience in work with the Government (GOV); ;. At least 1 year's experience in IT service/outsourcing management (OUT); ;. 1 year's experience in IT procurement (PRO) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,07 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=32999"")"
33255,Contract Systems Analyst (Bid Ref 53474-1),1,Others,Contract,25 Mar 2025,02 May 2025 to 15 Mar 2026 (10 months),under InfoTech,Government T26 Contract,Quarry Bay,N/A - N/A,"""(T26) Upgrade and support for network infrastructure of Central Cyber Government Office (CCGO) and Central Reverse Proxy Services (CRPS)""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;- to support the upgrade of CCGO network infrastructure;- to provide technical support on network infrastructure of CCGO;- to provide usage support to users of B/Ds in using CRPS ;""",4.0,1.0,"""Practical experience in providing technical and operational support on network infrastructure and related hardware and software, including DNS, router, switches, firewalls and load balancer;Knowledge in integration of 2nd factor authentication solution with network infrastructure related hardware;Knowledge in network proxy services using the Source Network Address Translation (SNAT) technology ;Technical Skills: ;. At least 2 years' experience in Infrastructure (INF); ;. At least 1 year's experience in Network Design (NDN); ;. At least 1 year's experience in Router Configuration (ROU); ;. 1 year's experience in Ethernet (ETH) is an advantage. ;Non-technical Skills: ;. Good coordination skills is a must; ;. 1 year's experience in work with the Government (GOV) is an advantage; ;. 1 year's experience in vendor management (VMG) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,11 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33255"")"
33250,Contract Systems Analyst (Bid Ref 53787-1),1,Application Development,Contract,25 Mar 2025,01 May 2025 to 31 Oct 2025 (6 months),under InfoTech,Government T26 Contract,KAITAK KOWLOON HONG KONG,N/A - N/A,"""(T26) Application development and support for taxation related systems in IRD.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the IRD; ;The CSA is responsible to carry out system design, development, implementation, UAT support, documentation update and other duties as designated by supervisor. ;""",8.0,5.0,"""Solid experience in Java application design, development on UNIX/Linux and RDBMS platform. Practical experience in J2EE application framework such as Struts, Spring,iBatis or MyBatis.;;Hands on development experience of taxation related systems.;;Work after office hours is required occasionally ;Technical Skills: ;. At least 5 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF); ;. At least 5 years' experience in JavaScript Programming (JAP); ;. At least 5 years' experience in J2EE Development (JDE); ;. At least 5 years' experience in Java Servlet Programming (JSP); ;. At least 5 years' experience in Structured Query Language (SQL); ;. At least 5 years' experience in XML (XML). ;Non-technical Skills: ;. At least 3 years' experience in work with the Government (GOV); ;. Good written English is a must; ;. At least 2 years' experience in project development in specified business areas (PDE); ;. At least 1 year's experience in software testing (STM). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 5 years' relevant experience in a similar post and in a comparable capacity.""",N/A,11 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33250"")"
31347,Contract Systems Analyst (Bid Ref 52808-2),1,Others,Contract,25 Mar 2025,01 Apr 2025 to 30 Sep 2025 (5 months),under InfoTech,Government T26 Contract,Wan Chai,N/A - N/A,"""(T26) To assist the Judiciary in taking forward the design and development work for the implementation of projects under the IT Strategy Plan.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The candidate will be responsible for the ;- Develop and maintain front-end components using React, ensuring a seamless user experience.;- Design and implement back-end services using Java, integrating with databases and third-party APIs.;- Create and maintain single-page applications (SPAs) that are responsive and efficient.;- Troubleshoot, debug, and optimize applications for performance and scalability.;- Stay updated with emerging technologies and best practices in software development. ;""",4.0,2.0,"""Other than the requirements specified in the 'Technical' and 'non-Technical' Requirement Sections below:;- Bachelor's degree in Computer Science, Information Technology, or a related field.;- Proven experience as a Full Stack Developer, with a minimum of 4 years of working experience in React and Java.;- Strong understanding of front-end technologies (HTML, CSS, JavaScript) and frameworks.;- Experience in developing single-page applications (SPAs) using React.;- Proficiency in back-end development with Java and familiarity with frameworks such as Spring Boot.;- Knowledge of database management systems (e.g., MySQL, MongoDB) and RESTful API development.;- Excellent problem-solving skills and attention to detail.;- Strong communication and teamwork abilities. ;Technical Skills: ;. At least 4 years' experience in HTML5 (HT5); ;. At least 4 years' experience in JavaScript Programming (JAP); ;. At least 4 years' experience in JAVA Programming (JAV); ;. At least 4 years' experience in Web Services (WSV). ;Non-technical Skills: ;. Good written English is a must; ;. 1 year's experience in work with the Government (GOV) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,11 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31347"")"
33246,Contract Systems Analyst (Bid Ref 53758-1),1,Others,Contract,24 Mar 2025,01 May 2025 to 04 May 2026 (12 months),under InfoTech,Government T26 Contract,Kowloon Bay,N/A - N/A,"""(T26) For Systems of HKeToll and Regional Digitization Control Centres;(i) Reviewing and analyzing daily performance of front-end Data Acquisition System of HKeToll for Government Tolled Tunnels from high level transaction records to low level raw data/system logs provided by the system;;(ii) Reviewing, analyzing, evaluating and recommending improvement advices of Back-end System (BES) and Toll Services Provider (TSP) of Free-Flow Tolling System;;(iii) Reviewing, analyzing, evaluating and recommending improvement in IBMS and system performance in Regional Digitization Control Centres;;(iv) Provide weekly performance evaluation report and Issue & Fault Log Review and Recording Contractor management;;(v) Assisting BTSD in project co-ordinations for Regional Digitization Control Centres and Free Flow Tolling System;;(vi) Assisting BTSD to take up the future maintenance, operation and performance monitoring of Free-Flow Tolling System.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the E&MSD; ;For HKeToll systems;A. Review and analyze daily DAS performance data from high level transaction records to low level raw data/system logs provided by contractor. The analysis results shall be in the form of report, charts and figures presentation to facilitate contractor's rectification works;;B. Review and advise on abnormalities (i.e. event/incident/failure) observed from the data analysis that would affect DAS operations;;C. Provide weekly performance evaluation report and Issue & Fault Log Review and Recording;;D. Review the test results against final design proposal of BES and TSP, including all mobile applications, account management on internet and mobile applications, all BES and TSP software applications (on Government Cloud Infrastructure System, GCIS) to identify any shortfalls and recommend improvement measures;;E. Provide recommendations on how to control the modification, bug fixing, improvement and upgrade of DAS, BES and TSP.;;For Regional Digitization Control Centres;F. Assist in the coordination works with Contractor and the responsible officer;G. Monitor the work progress of IBMS system integration works and data visualization development works.;H. Provide comment to the user layout;I. Join testing and commissioning of system and software ;""",8.0,3.0,"""i) Degree or Higher diploma in computer subjects/statistic/data science/mathematic or related disciplines;;ii) 8 years or above solid IT application/system development experience;;iii) Microsoft Certified Power BI Data Analyst Associate certification holder;;iv) PCPP1 & Certified Professional Python Programmer Level 1 certification holder; ;v) current or former holder of Project Management Professional (PMP) certification; ;vi) 3 years or above experience in working with Database system on MySQL/MariaDB or equivalent; ;vii) Knowledge and solid experience in analyzing large volumes of data and drawing meaningful insights to ensure accurate transaction verification and system performance;;viii) Knowledge and solid experience in developing / implementing Power BI&;#8212;a business intelligence tool;;ix) Experience in Python programming for data analysis;;x) Experience in working with databases, e.g. SQL queries, and data extraction tools to retrieve and manipulate data for analysis and verification purposes;;xi) Knowledge and solid experience in developing dashboard and user Interface for Operator and Maintenance;;xii) Provide recommendation and sound solution based on the complex datasets reviews and analysis;;xv) Knowledge in matching algorithm, deep data learning and machine learning may be an advantage, such as familiarity with deep learning techniques enables the analyst to apply neural networks and advanced models to extract valuable insights from large and complex datasets, leading to improved accuracy in transaction verification and system performance analysis;;xvi) Knowledge in different matching algorithms be an advantage, such as fuzzy matching or probabilistic matching, helps in accurately matching transaction data and complex datasets with corresponding records and detecting any inconsistencies or errors;;xvii) Knowledge in the quality controls of software changes, software upgrade, access right, etc. may be an advantage;;xviii) Knowledge in the system security controls may be an advantage;;xix) Knowledge in intelligent building management system may be an advantage;;xx) Knowledge in network design may be an advantage;;xxi) Experience in web server systems using Java, .NET, Node.js, SQL Server, MongoDB may be an advantage;;xxii) Strong commitment to project deadline and delivering high quality work;;xxiii) Creative, analytical, self-initiative, responsible and well-organized. ;Technical Skills: ;. At least 5 years' experience in Data Administration (DAM); ;. At least 5 years' experience in Data Modeling (DMO); ;. At least 4 years' experience in business intelligence/data mining (BDM); ;. At least 4 years' experience in Object-oriented Analysis and Design (OOA); ;. At least 4 years' experience in SSADM (SDM); ;. At least 2 years' experience in Structured Query Language (SQL); ;. At least 2 years' experience in Project Management Professional (PMP) (PMP); ;. At least 2 years' experience in .Net Development (NDE); ;. 2 years' experience in EGIS (EGI) is an advantage; ;. 2 years' experience in JavaScript Programming (JAP) is an advantage; ;. 2 years' experience in Linux System Administration (LIN) is an advantage; ;. 2 years' experience in Unix/Linux Shell Scripting (ULS) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in software testing (STM); ;. At least 1 year's experience in work with the Government (GOV); ;. 2 years' experience in Government procurement/disposal procedures (GPD) is an advantage; ;. 2 years' experience in the management and support of Government systems and services (GSS) is an advantage; ;. 2 years' experience in IT service/outsourcing management (OUT) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,10 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33246"")"
33204,Contract Systems Analyst (Bid Ref 53599-1),1,Others,Contract,20 Mar 2025,17 Apr 2025 to 16 Apr 2026 (12 months),under InfoTech,Government T26 Contract,North Point Government Office,N/A - N/A,"""(T26) To support bureaux/departments (B/Ds) in turning all government services online by 2024 and providing one-stop digital services by fully adopting the upgraded """"iAM Smart"""" platform by 2025 so as to realise a """"single portal for online government services"""" as set out in 2022 Policy Address (""""PA""""). The project involves implementation tasks including but not limited to (a) a single government information and service portal; (b) streamlined user interactions and personalised features via citizen-centric clusters of services.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;- coordinate and monitor all Government B/Ds on the on-going progress update and providing statistics reports for the return from B/Ds under the """"iAM Smart"""" project initiative of """"single portal for online government services""""; ;- assist supervisor to gather feedback and requirements and/or limitations on any systems analysis and design for the project; ;- coordinate all Government B/Ds and related organisations to nominate and implement appropriately the """"Featured Services"""", which are generally popular and frequently used by Hong Kong citizens, etc.; ;- provide advice and guidance to all Government B/Ds and related organisations on system implementations and/or migrations according to the standards and specifications for """"iAM Smart"""" adoption including but not limited to User Experience Design (UX) / User Interface (UI) and """"iAM Smart"""" system interfaces; ;- assist supervisor to arrange any necessary procurements to cope with the need of the project; ;- provide professional advice of technical support and business transformation services to Government B/Ds and related organisations on integration and adoption of the upgraded """"iAM Smart"""" platform; ;- assist other """"iAM Smart"""" technical support teams to provide any supporting measures for the project including but not limited to the development of technical specifications, developer guides, or usage standards of the project; ;- provide secretarial, administrative, and logistics support to meetings on the above functions; and ;- Any other duties assigned by the supervisor. ;""",4.0,1.0,"""- Solid working experience in API design and implementation, digital certificate, and identity management-related technologies ;- Strong knowledge and experience in the design, development, and management of IT Application systems ;- Knowledge of PKI, user experience design and user acceptance test ;- Strong sense of analytical and conflict-resolution skills ;- Good command of English and writing skills ;- Good communication and interpersonal skills ; ;* It is an advantage for the candidate to possess the following: ;- Knowledge of authentication / authorisation protocol standards such as SAML or OAuth ;- Experience in vendor management and system implementation using OAuth ;- Experience in handling multiple cross-government departmental projects ;- Solid working experience in supporting systems for managing and monitoring government projects ; ;Technical Skills: ;. At least 2 years' experience in IT Application Development and Management (ADM); ;. At least 2 years' experience in System Implementation and Maintenance/Support (SIM); ;. 2 years' experience in Web Services (WSV) is an advantage; ;. 2 years' experience in Public Key Infrastructure (PKI) is an advantage; ;. 2 years' experience in HTML version before HTML5 (HTM) is an advantage; ;. 2 years' experience in Internet/ Intranet (INT) is an advantage; ;. 1 year's experience in IT Security (ITS) is an advantage. ;Non-technical Skills: ;. Good coordination skills is a must; ;. Excellent written English is a must; ;. 2 years' experience in quality assurance (QAS) is an advantage; ;. 2 years' experience in vendor management (VMG) is an advantage; ;. 2 years' experience in managing G2B and G2C projects (GBC) is an advantage; ;. 2 years' experience in the management and support of Government systems and services (GSS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,06 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33204"")"
