Job Key No,Job Title/ Category,Number Of Vacancy,Relevant Field,Nature,Deadline,Contract Period,Payroll,Employer Business,Location Base,Monthly Salary Range HK$,Project Nature,Duties,Yrs of Total Post-Quali Exp,Yrs of Relevant Exp,Requirements,Work Outside Current Location,Last Update,Apply To,Direct Line,URL
Added : ,,,,,,,,,,,,,,,,,,,,
33128,Contract Systems Analyst (Bid Ref 53519-1),1,Others,Contract,17 Mar 2025,14 Apr 2025 to 31 Oct 2025 (6 months),under InfoTech,Government T26 Contract,Quarry Bay,N/A - N/A,"""(T26) To support the Central Cyber Government Office (CCGO) Portal and Government Common Applications System (GCAS), the Government intranet portal and application systems which offer a wide array of information and common services for B/Ds ;To provide usage support to all government officers in B/Ds in using CCGO Portal and GCAS ;To assist in the upgrade/enhancement of CCGO Portal and GCAS""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DPO; ;- to review and assist in quality assurance of deliverables from the maintenance services contractor ;- to provide technical support for the CCGO Portal and GCAS ;- to support the upgrade/enhancement for CCGO Portal and GCAS ;""",4.0,1.0,"""Experience in provide technical and operational support services of intranet or web applications ;Experience in handling user enquiries ;Working experience in handling enquiries from B/Ds is preferred ;Experience in supporting outsourced systems / applications and working with the vendors and contractors ;Experience in systems analysis and design related tasks on web based systems / applications ;Knowledge in system documentation, i.e. various kinds of system deliverables such as system manual, functional and system test plan etc. ;Technical Skills: ;. At least 1 year's experience in Apache Web Server (AWS); ;. At least 1 year's experience in MySQL (MSQ); ;. At least 1 year's experience in System Implementation and Maintenance/Support (SIM); ;. 1 year's experience in J2EE Development (JDE) is an advantage. ;Non-technical Skills: ;. At least 1 year's experience in helpdesk call handling (HDT); ;. At least 1 year's experience in vendor management (VMG); ;. 1 year's experience in work with the Government (GOV) is an advantage; ;. 1 year's experience in quality assurance (QAS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 4 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,03 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33128"")"
33172,Contract Senior Systems Analyst (Bid Ref 53723-1),1,Others,Contract,19 Mar 2025,01 May 2025 to 31 Oct 2025 (6 months),under InfoTech,Government T26 Contract,Admiralty,N/A - N/A,"""(T26) - Lead the projects on Upgrading of Departmental Network Infrastructure and Government Dockyard Network Infrastructure as well as carry out the subsequent technical support and maintenance;- Perform enhancement on the Departmental Network Monitoring System;- Oversee the Departmental Network Infrastructure (including Headquarters, Government Dockyard and 20+ remote offices);- Carry out the daily operations and administrations for users and system teams (including core network maintenance, server farm network support, user network access control, remote site network support, multi-tier firewall support, Wi-Fi network support, internet access control, SSLVPN, DNS server, web service traffic load balancing, Active Directory administration, etc.)""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the MD; ;- Analyse and interpret user requirements to provide viable network solutions and produce the respective proposals and specifications for procurement;;- Implement and support network infrastructure;;- Provide high level and detailed networking advice to helpdesk colleagues and system teams in Headquarters, Government Dockyard and remote offices on the network design, administration, network performance tuning, diagnosis, etc.;;- Monitor work performance and conduct quality assurance of project deliverables from outsourced contractors;;- Provide support for resolving network problems, tracking network performance and managing growth;;- Perform studies on the optimisation of network availability;;- Supervise and lead subordinates or contractors to carry out the development, operation or maintenance of Departmental Network Infrastructure including but not limited to new system setup, network configuration changes, backup, labelling, cabling, and tidy-up works;;- Devise and implement the necessary IT security enhancement measures in response to the latest Government IT Security Regulation and Guidelines;;- Conduct products and solutions proof of concept (POC) and record the test result;;- Implement and enhance network monitoring system;;- Manage multi-tier firewalls, routers, switches and other network devices;;- Manage Network Access Control (NAC) System, Virtual Private Network (VPN) system, Wi-Fi network, network traffic load balancer and other network system;;- Manage Active Directory(AD) servers, DNS records, DHCP servers; and;- Maintain dataline services from installation to termination. ;""",8.0,2.0,"""- Possess a higher diploma in IT/computer related subjects awarded by a university in HK/overseas education institution to a HK resident, or equivalent that is acceptable to the Marine Department;;- Possess extensive experience in the network infrastructure support and administration;;- Possess profound knowledge on government networking environment and government IT securities policies;;- Possess qualification on Juniper Networks Certified Associate (JNCIA), familiar with networking product include switches, routers, firewalls, load balancers, wireless controller, virtual private network appliance, network monitoring system and related technology such as TCP/IP, IPv6, DNS, DHCP, 4G mobile network, etc.;;- Solid experience in monitoring and managing enterprise scale network infrastructure, such as firewall cluster, virtual switch, multiple-tier firewall, traffic load balancing, Branch network setup, Wi-Fi network, etc.;;- Solid experience in managing Juniper network infrastructure including SRX series and EX series;;- Solid experience in managing Pulse Secure security system, including Network Access Control (NAC) system, Virtual Private Network (VPN) System;;- Solid experience in managing Aruba Wireless Network Equipment;;- Solid experience in managing Microsoft Active Directory;;- Are willing to work overtime and outside normal office hours, or travel to remote offices occasionally;;- Preferably possess basic knowledge in computer applications and programming language such as SQL, JAVA, Javascript, HTML, Visual Basic, MS Excel Macro;;- Fluency in spoken English and Cantonese, as well as in written English and Chinese; and;- Good skills in liaison and networking with users on IT policy and usage. ;Technical Skills: ;. At least 8 years' experience in Network & System Management (NSM); ;. At least 5 years' experience in Virtual Private Network (VPN); ;. At least 5 years' experience in Wireless and Mobile (WLM); ;. At least 5 years' experience in Internet Firewall Technical Support (IFW); ;. At least 5 years' experience in Network Design (NDN). ;Non-technical Skills: ;. At least 8 years' experience in work with the Government (GOV); ;. At least 3 years' experience in the management and support of Government systems and services (GSS); ;. At least 3 years' experience in managing Government projects (MGP); ;. At least 3 years' experience in IT service/outsourcing management (OUT); ;. At least 2 years' experience in Government procurement/disposal procedures (GPD). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.""",N/A,05 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33172"")"
33177,Contract Systems Analyst (Bid Ref 53730-1),1,Others,Contract,19 Mar 2025,01 May 2025 to 31 Oct 2025 (6 months),under InfoTech,Government T26 Contract,Queensway Government Offices,N/A - N/A,"""(T26) - System design, implementation and supports on MD Cloud Infrastructure and other virtualized platforms in MD;- Implementation on infrastructure upgrade exercises for MD Cloud Infrastructure;- Server room management including routine management, equipment installation & relocation, UPS replacement, data centre infrastructure management system""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the MD; ;- Design, implement, maintenance and support on MD Cloud Computing Platform and other virtualized platforms in MD;- Arrange virtual machines migrations for the upgrade exercises and troubleshoot the issues;- Support daily operations, environmental control and administration on the server room management;- Monitor contractors in hardware and software installation and server rooms improvement project;- Carry out other project related duties as designated by the project manager ;""",14.0,5.0,"""- Hold a local degree in IT/Computer subjects or equivalent;- Solid experience in planning large size migration exercise;- Solid experience in cloud infrastructure implementation using VMWare ESXi environment and vSAN product;- Solid experience in managing Veeam Replication and Backup Servers;- Solid experience in managing SAN storage including NetApp;- Solid experience in monitoring and managing server room environment, such as uninterruptible power supply (UPS), air conditioning system, surveillance system;- Good interpersonal and communication skills ;Technical Skills: ;. At least 10 years' experience in Disaster Recovery Planning (DRP); ;. At least 10 years' experience in Infrastructure (INF); ;. At least 8 years' experience in Storage Area Network (SAN); ;. At least 8 years' experience in Server Virtualisation Technology (SVT); ;. At least 3 years' experience in IT Planning (ITP). ;Non-technical Skills: ;. At least 3 years' experience in customer service (CLS); ;. At least 3 years' experience in the management and support of Government systems and services (GSS); ;. At least 3 years' experience in project management (PRM). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 14 years' post-qualification experience in which at least 5 years' relevant experience in a similar post and in a comparable capacity.""",N/A,05 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33177"")"
33169,Contract Senior Systems Analyst (Bid Ref 53711-1),1,Application Development,Contract,19 Mar 2025,01 May 2025 to 31 Oct 2025 (6 months),under InfoTech,Government T26 Contract,Admiralty,N/A - N/A,"""(T26) - Application development and system maintenance on client/server and web applications for Marine Department, including but not limited to Dangerous Goods Information System (DGIS), Seafarer Examination and Certification System (SECS), Marine Accident Investigation System (MAIS), Cash Receipting System (CRS) and Demand Notes System (DNS); and;- Database administration and System Support.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the MD; ;- To perform System Design and Analysis; ;- To collect user requirements; ;- To prepare function and program specifications; ;- To monitor, debug and check the quality of programmer's works; ;- To provide technical support services; ;- To provide advices to colleagues of IT Management Section on database administration, database performance tuning and diagnosis;;- To assist project manager in monitoring work performance and conduct quality assurance of project deliverables from outsourced contractors;;- To supervise a team of staff to provide support to the operation and maintenance of the various systems;;- To provide IT-related procurement support; and ;- To carry out other project related duties as designated by project manager. ;""",6.0,3.0,"""- Candidate should hold a local degree in IT/Computer subjects or equivalent; ;- Candidate should possess extensive working experience in system implementation and maintenance;;- Candidate should have solid experience in database administration of MS SQL Server, Java, JSP, J2EE architecture, XML, HTML, CSS, Apache & Tomcat; ;- Candidate should have knowledge in Spring, Hibernate architecture, Model-view-controller (MVC) framework, WebUI development and SmartClient;;- Candidate should have solid experience in conducting quality assurance on project deliverables from outsourced contractors; and;- Candidate possesses business knowledge and experience in supporting IT systems in maritime industry would be an advantage. ;Technical Skills: ;. At least 6 years' experience in IT Application Development and Management (ADM); ;. At least 6 years' experience in Data Administration (DAM); ;. At least 6 years' experience in Structured Query Language (SQL); ;. At least 5 years' experience in Web Services (WSV); ;. 2 years' experience in Tomcat Application Server (TOM) is an advantage; ;. 2 years' experience in Disaster Recovery Planning (DRP) is an advantage; ;. 2 years' experience in Linux System Administration (LIN) is an advantage. ;Non-technical Skills: ;. At least 5 years' experience in Business Process Re-engineering (BPE); ;. At least 5 years' experience in work with the Government (GOV); ;. At least 5 years' experience in managing Government projects (MGP); ;. At least 5 years' experience in IT procurement (PRO); ;. At least 5 years' experience in vendor management (VMG); ;. 2 years' experience in IT Service Management (SMG) is an advantage; ;. 2 years' experience in project management (PRM) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,05 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33169"")"
33168,Contract Senior Systems Analyst (Bid Ref 53720-1),1,Others,Contract,19 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,"19/F, West Wing, Central Government Offices, Tamar, Hong Kong",N/A - N/A,"""(T26) To maintain the existing level of IT service, the engagement of CSSA is mainly for:;(1) monitoring the enhancement service of Sites Tracking Information System; ;(2) assisting in the preparation of an electronic folder for Special Finance Committee; ;(3) assisting in the implementation of new DEVB(PLB) projects; ;(4) providing technical support for conducting ad-hoc IT projects; ;(5) carrying out quality control and quality assurance; and;(6) supervising the work of Contract System Analyst, Contract Analyst Programmer and Contract Senior IT Assistants in the team.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DEVB; ;1. To provide technical IT support for daily operations and conduct ad-hoc IT projects.;2. To monitor the enhancement service of Sites Tracking Information System.;3. To coordinate with DPO on enhancement of the Special Finance Committee Q&A system and prepare electronic folder in connection with SFC meeting.;4. To assist in conducting the IT security risk assessment and audit.;5. To carry out quality control and quality assurance; monitor and report system testing and user acceptance; and scrutinise project reports and specifications.;6. To supervise the work and monitor the performance of Contract System Analyst, Contract Analyst Programmer and Contract Senior IT Assistants.;7. To arrange the procurement of IT systems, products and services. ;""",6.0,6.0,"""The candidate should have solid experience in project implementation and IT security audit, and is able to work independently. He/She should also be well-versed of the government procurement procedures and have thorough knowledge in GOA, including email systems, Microsoft Windows, Microsoft Office etc. ;Technical Skills: ;. At least 5 years' experience in IT Security (ITS); ;. At least 5 years' experience in IT Operational Management (OPM); ;. At least 5 years' experience in Security Risk Assessment and Audit (SAA); ;. 1 year's experience in PHP programming (PHP) is an advantage; ;. 1 year's experience in Adobe Flash (AFL) is an advantage; ;. 1 year's experience in Adobe Photoshop (APH) is an advantage; ;. 1 year's experience in Departmental Portal (DPS) is an advantage; ;. 1 year's experience in e-Leave (ELE) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in IT procurement (PRO); ;. At least 3 years' experience in managing Government projects (IEG); ;. At least 3 years' experience in project management (PRM). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.""",N/A,05 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33168"")"
33170,Contract Senior Systems Analyst (Bid Ref 53712-1),1,Application Development,Contract,19 Mar 2025,01 May 2025 to 31 Oct 2025 (6 months),under InfoTech,Government T26 Contract,Admiralty,N/A - N/A,"""(T26) - Application development and system maintenance on client/server and web applications for Marine Department, including but not limited to Licensing and Survey of Local Vessels System (LSLVS), Local Vessel Port Formality System (LVPFS), Verified Gross Mass Registration System (VGMRS), e-Online Interactive Computerised Assessment System (e-OICAS), MD Homepage & Mobile Website and Intranet Portal; and;- Database administration and System Support.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the MD; ;- To perform System Design and Analysis; ;- To collect user requirements; ;- To prepare function and program specifications; ;- To monitor, debug and check the quality of programmer's works; ;- To provide technical support services; ;- To provide advices to colleagues of IT Management Section on database administration, database performance tuning and diagnosis;;- To assist supervisors in monitoring work performance and conduct quality assurance of project deliverables from outsourced contractors;;- To supervise a team of staff to provide support to the operation and maintenance of the various systems;;- To provide IT-related procurement support; and ;- To carry out other project related duties as designated by supervisors. ;""",6.0,3.0,"""- Candidate should hold a local degree in IT/Computer subjects or equivalent;;- Candidate should possess extensive working experience in system implementation and maintenance;;- Candidate should have solid experience in database administration of Oracle RDBMS & MySQL, Java, JSP, J2EE architecture, XML, HTML, CSS, JQuery, JSON, AJAX, Apache and Tomcat,;- Candidate should have knowledge in Spring, Hibernate architecture, Model-view-controller (MVC) framework, WebUI development and SmartClient;;- Candidate should have solid experience in conducting quality assurance on project deliverables from outsourced contractors; and ;- Candidate possess business knowledge and experience in supporting IT systems in maritime industry and knowledge in Tableau would be an advantage. ;Technical Skills: ;. At least 6 years' experience in J2EE Development (JDE); ;. At least 6 years' experience in Oracle RDBMS (ODB); ;. At least 6 years' experience in Structured Query Language (SQL); ;. At least 6 years' experience in Tomcat Application Server (TOM); ;. At least 6 years' experience in Web Programming (WEB); ;. 2 years' experience in Unix/Linux Shell Scripting (ULS) is an advantage; ;. 2 years' experience in Red Hat Advanced Server (RHS) is an advantage; ;. 2 years' experience in Apache Web Server (AWS) is an advantage; ;. 2 years' experience in business intelligence/data mining (BDM) is an advantage; ;. 2 years' experience in JBoss Application Server (JAS) is an advantage. ;Non-technical Skills: ;. At least 5 years' experience in the management and support of Government systems and services (GSS); ;. At least 5 years' experience in managing Government projects (MGP); ;. At least 5 years' experience in IT service/outsourcing management (OUT); ;. At least 5 years' experience in work with the Government (GOV); ;. At least 5 years' experience in vendor management (VMG); ;. 2 years' experience in Business Process Re-engineering (BPE) is an advantage; ;. 2 years' experience in Government procurement/disposal procedures (GPD) is an advantage; ;. 2 years' experience in IT procurement (PRO) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.""",N/A,05 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33170"")"
33173,Contract Systems Analyst (Bid Ref 53724-1),1,Others,Contract,19 Mar 2025,01 May 2025 to 31 Oct 2025 (6 months),under InfoTech,Government T26 Contract,Central,N/A - N/A,"""(T26) - Implementation of IT security enhancement measures in response to the latest Government IT Security Regulation and Guidelines, for the aspects including but not limiting to data encryption of workstations, file servers and USB storage devices, etc; mobile device management; end point security detection and control; and Active Directory administration;;- System implementation and enhancement (including but not limiting to the Integrated Fleet Information System of the Marine Department); and;- System maintenance and support (including but not limiting to the Lotus Notes System, departmental websites and network).""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the MD; ;- To perform system design and analysis;;- To collect user requirements;;- To prepare function and program specifications;;- To monitor, debug and check the quality of programmer's works;;- To provide technical support services;;- To provide advice to colleagues of the IT section on database administration, database performance tuning and diagnosis;;- To assist project manager in monitoring work performance and conduct quality assurance of project deliverables from outsourced contractors;;- To supervise subordinates to provide support to the operation and maintenance of various systems and helpdesk support services;;- To provide IT-related procurement support;;- To devise and implement the necessary IT security enhancement measures in response to the latest Government IT Security Regulation and Guidelines; and;- To carry out other project related duties as designated by the project manager. ;""",10.0,1.0,"""- Possess a degree in IT/computer related subjects awarded by a university in HK/overseas education institution to a HK resident, or equivalent that is acceptable to the Marine Department;;- Holder of information security standard Certificate (such as ISO/IEC 27002 and ISO/IEC 20000);;- Holder of IT Service Management Certificate (such as Infrastructure Library (ITIL) Foundation Certificate);;- Possess extensive experience in the control and operation of computer systems, or writing MS Windows application system, or LAN administration, or PC/LAN support services;;- Possess profound knowledge on government networking environment and government IT securities policies (including configuration, support and administration of desktop applications and network equipment (particularly IP-based networks) such as Windows 7/8/10, Lotus Domino/Notes, Ethernet switches and firewalls);;- Possess knowledge and experience in providing technical support to mobile devices and iOS;;- Possess technical skills in window registry edit, database and server set-up, as well as web server administration;;- Are preferably holders of CompTIA Strata Green IT;;- Are willing to work overtime and outside normal office hours, or travel to remote offices occasionally;;- Preferably possess basic knowledge in computer applications and programming language such as SQL, JAVA, Javascript, HTML, Visual Basic, MS Excel Macro;;- Fluency in spoken English and Cantonese, as well as in written English and Chinese; and;- Good skills in liaison and networking with users on IT policy and usage. ;Technical Skills: ;. At least 5 years' experience in Microsoft Active Directory Administration (ADA); ;. At least 5 years' experience in IT Security (ITS); ;. At least 5 years' experience in Microsoft SQL Server (MSS); ;. At least 5 years' experience in System Implementation and Maintenance/Support (SIM); ;. At least 5 years' experience in Website Administration (WEA); ;. 3 years' experience in Lotus Notes Mail Admin. & Technical Support (LNM) is an advantage; ;. 3 years' experience in Confidential Mail System (CMS) is an advantage. ;Non-technical Skills: ;. At least 10 years' experience in work with the Government (GOV); ;. At least 10 years' experience in Government procurement/disposal procedures (GPD); ;. At least 10 years' experience in the management and support of Government systems and services (GSS); ;. At least 5 years' experience in managing Government projects (MGP); ;. At least 5 years' experience in vendor management (VMG). ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 10 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.""",N/A,05 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33173"")"
33182,Contract Senior Systems Analyst (Bid Ref 53725-1),1,Others,Contract,19 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Outstation office of DEVB in Yau Ma Tei. Work in other offices in Kowloon and Hong Kong occasionally,N/A - N/A,"""(T26) Provide IT project management for implementation of new projects and technical support services to the existing production systems in the Bureau.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DEVB; ;1. To perform procurement and implementation for the new projects including the upgrade of Storage Area Network (SAN) and the rollout of Central Electronic Recordkeeping System, etc.;2. To manage, optimise, enhance and support the existing computing infrastructure adopting virtualisation technology.;3. To conduct market research, technical analysis and evaluation on the adoption of virtualisation and data encryption technologies.;4. To carry out quality control, quality assurance and project management duties as designated by project manager.;5. To manage and coordinate vendor activities and monitor their performance.;6. To supervise the work and monitor the performance of the subordinates.;7. To work at different offices to provide IT support occasionally.;8. To work overtime after office hours, on weekends / public holidays during system maintenance periods when required. ;""",12.0,8.0,"""1. Technical knowledge and solid working experience in the management of servers, SAN storages, SAN switches and tape libraries.;2. Technical knowledge and solid working experience in Microsoft Hyper-V virtualisation environment with fail-over clustering.;3. Technical knowledge and solid working experience in VMware virtualisation environment (including proficiency in VMware vCenter 7 or above and VMware vSphere 7 or above).;4. Technical knowledge and solid working experience in managing Windows Server 2016, 2019 and 2022.;5. Solid working experience in data encryption technologies (including Windows BitLocker, McAFee Drive Encryption, Windows Encrypting File System, Virtual Private Network and cryptographic key management systems) with knowledge in the encryption mechanisms and protocols.;6. Solid working experience in applying hardware snapshot technology of SAN storage in data protection solution under Microsoft Hyper-V / VMware environment.;7. Experience in Physical-to-Virtual conversion of Windows servers.;8. Experience in conducting feasibility / technical studies on IT system implementation.;9. Experience in supervising and monitoring the performance of a team.;10. Experience in vendor management.;11. (Preferred) Experience in application software such as Microsoft Certification Authority, Arcserve Unified Data Protection and Veeam. ;Technical Skills: ;. At least 8 years' experience in Infrastructure (INF); ;. At least 8 years' experience in Data Encryption Technology (DET); ;. At least 8 years' experience in Storage Area Network (SAN); ;. At least 8 years' experience in Server Virtualisation Technology (SVT); ;. 3 years' experience in Virtual LAN/LAN Switching (VLS) is an advantage; ;. 3 years' experience in Windows 7/8/10 (W10) is an advantage; ;. 3 years' experience in System Implementation and Maintenance/Support (SIM) is an advantage; ;. 3 years' experience in Data/File Backup Technology (DFT) is an advantage; ;. 3 years' experience in IT Planning (ITP) is an advantage; ;. 3 years' experience in IT Security (ITS) is an advantage; ;. 3 years' experience in Security Risk Assessment and Audit (SAA) is an advantage. ;Non-technical Skills: ;. At least 8 years' experience in work with the Government (GOV); ;. At least 8 years' experience in IT procurement (PRO); ;. At least 8 years' experience in vendor management (VMG); ;. 3 years' experience in Government procurement/disposal procedures (GPD) is an advantage; ;. 3 years' experience in managing Government projects (MGP) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 12 years' post-qualification experience in which at least 8 years' relevant experience in a similar post and in a comparable capacity.""",N/A,05 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33182"")"
33183,Contract Systems Analyst (Bid Ref 53727-1),1,Others,Contract,19 Mar 2025,01 May 2025 to 30 Apr 2026 (12 months),under InfoTech,Government T26 Contract,Outstation office of DEVB in Yau Ma Tei. Work in other offices in Kowloon and Hong Kong occasionally,N/A - N/A,"""(T26) Manage Government Office Automation (GOA) projects and support on-going maintenance of network infrastructure and GOA systems.""","""- Serve a contract assignment under InfoTech's headcount, full-time second to serve the DEVB; ;1. To perform procurement and implementation for the upgrade of network equipment under the ACPC project """"Upgrade of SAN and Network Equipment"""".;2. To administer the operation of servers, network equipment and security devices, and to enhance the security level of these hardware equipment.;3. To provide technical support, troubleshooting and problem resolution related the network infrastructure and Internet services.;4. To manage the anti-virus software and control the deployment of the latest software patch updates and virus definitions.;5. To conduct site preparation and setup of network infrastructure for new outstation offices.;6. To provide administrative support for procurement and maintenance renewal of network equipment, broadband, Metro Ethernet and WiFi services.;7. To assist in supervising a helpdesk team to provide IT support to end users.;8. To work at different offices to provide IT support occasionally.;9. To work overtime after office hours, on weekends / public holidays during system maintenance periods when required. ;""",9.0,7.0,"""1. Well-versed in H3C network routers and switches configuration, covering settings related to BGP, OSPF, ACL and SNMP.;2. Technical knowledge and solid working experience in administration on departmental network involving servers, network equipment (including proxy and firewall) and security devices (e.g. malware / anti-virus / IDS / IPS solution) in the Government.;3. Technical knowledge and solid working experience in brand-specific or general log analytics solution (e.g. FortiAnalyzer, SonicAnalytics, syslog server, etc.), network monitoring solution (e.g. MRTG, WhatsUP Gold, etc.), remote access solution (e.g. F5 APM with RSA AM, etc.) and SIEM solution (e.g. FortiSIEM, Splunk, etc.).;4. Technical knowledge and solid working experience in site preparation.;5. Hands-on experience and troubleshooting skills in root cause analysis, providing work-around / solution to the problems, fire-fighting scenarios.;6. Sound knowledge and experience in Government procurement procedures.;7. (Preferred) Hands-on experience on Windows / Linux scripting and report customisation.;8. (Preferred) Knowledge and experience in IT Security Risk Assessment and Audit, with hands-on experience in IT security scanning tools including Nessus Professional.;9. (Preferred) Experience in monitoring the performance of outsourcing contractors. ;Technical Skills: ;. At least 7 years' experience in Internet/ Intranet (INT); ;. At least 7 years' experience in Intrusion Prevention System (IPS); ;. At least 7 years' experience in Network & System Management (NSM); ;. At least 7 years' experience in Router Configuration (ROU); ;. At least 7 years' experience in Internet Firewall Technical Support (IFW); ;. 3 years' experience in Infrastructure (INF) is an advantage; ;. 3 years' experience in Anti-Virus Technology (AVT) is an advantage; ;. 3 years' experience in Security Risk Assessment and Audit (SAA) is an advantage; ;. 3 years' experience in System Implementation and Maintenance/Support (SIM) is an advantage; ;. 3 years' experience in Virtual Private Network (VPN) is an advantage; ;. 3 years' experience in IT Security (ITS) is an advantage; ;. 3 years' experience in Linux System Administration (LIN) is an advantage; ;. 3 years' experience in Network Design (NDN) is an advantage. ;Non-technical Skills: ;. At least 6 years' experience in work with the Government (GOV); ;. At least 5 years' experience in IT procurement (PRO); ;. At least 5 years' experience in site preparation (SPE); ;. At least 5 years' experience in vendor management (VMG); ;. 2 years' experience in Government procurement/disposal procedures (GPD) is an advantage; ;. 2 years' experience in managing Government projects (MGP) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 9 years' post-qualification experience in which at least 7 years' relevant experience in a similar post and in a comparable capacity.""",N/A,05 Mar 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=33183"")"
