Job Key No,Job Title/ Category,Number Of Vacancy,Relevant Field,Nature,Deadline,Contract Period,Payroll,Employer Business,Location Base,Monthly Salary Range HK$,Project Nature,Duties,Yrs of Total Post-Quali Exp,Yrs of Relevant Exp,Requirements,Work Outside Current Location,Last Update,Apply To,Direct Line,URL
27496,Contract Senior Systems Analyst (Bid Ref 49110-6),1,Others,Contract,17 Feb 2025,16 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Wan Chai,N/A - N/A,(T26) Database Administrator- To assist the Judiciary in taking forward the design and development work for the implementation.,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The candidate will be responsible for the ;- Act as the MongoDB Technical Lead, leading DBAs, providing technical guidance, mentoring, and performance management on our MongoDB databases. ;- Design, implement, and manage MongoDB databases for optimal performance, scalability, and stability. ;- Set and enforce best practices for MongoDB and other databases, including security, backup, and disaster recovery. ;- Assist in identifying and resolving issues related to troubleshooting and performance. ;- Conduct capacity planning and work closely with infrastructure teams to ensure adequate resources for MongoDB databases. ;- Assist development teams to optimize database schema, queries, and indexing strategies for efficient data access. ;- Collaborate with deployment team to automate database deployment, monitoring, and maintenance processes. ;- Provide on-call support during non-office hours to address critical database issues and incidents. ;- Explore and evaluate other database technologies to diversify our data infrastructure. ;- Stay up-to-date with the latest trends and advancements in the MongoDB ecosystem, proactively exploring new features and functionalities to enhance our data infrastructure. ;",6.0,3.0,"Other than the requirements specified in the 'Technical' and 'non-Technical' Requirement Sections below. ;- 1 years of professional experience as a Technical Lead or similar role, with a focus on MongoDB database technologies. ;- 1 years of hands-on experience with MongoDB database technologies ;- Experience in database architecture design and data modeling. ;- Experience in MongoDB database administration, including installation, configuration, tuning, and troubleshooting. ;- Strong knowledge of MongoDB replication and clustering. ;- Familiarity with other database technologies, including MySQL, NoSQL like Redis, and their integration with MongoDB is a plus. ;- Ability to evaluate and understand the strengths and weaknesses of different database technologies and recommend appropriate solutions. ;- Passion for learning and adapting to emerging database technologies. ;- MongoDB certification will be advantage. ;Technical Skill: ;. At least 4 years' experience in Production Database Support (PDS). ;Non-technical Skills: ;. Good written English is a must; ;. 1 year's experience in work with the Government (GOV) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.",N/A,03 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=27496"")"
31312,Contract Senior Systems Analyst (Bid Ref 52714-1),1,Others,Contract,17 Feb 2025,16 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Wan Chai,N/A - N/A,(T26) To assist the Judiciary in taking forward the design and development work for the implementation of projects;under the IT Strategy Plan.,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The candidate will be responsible for the;- Perform installation, design, configuration on software-level middleware environments;- Provide on-going support on production platform and system enhancement;- Dealing with production problems & maintenance.;- Prepare system and program documentation ;",6.0,3.0,"Other than the requirements specified in the 'Technical' and 'non-Technical' Requirement Sections below.;- Bachelor degree or above;- Hands-on experience with at least 6 years to install, setup and support the middleware software.;- Experience with at least two of the following products:;->Keycloak;->Jenkins;->Docker;->Kubernetes;->Kafka;->MQ (Active MQ / Rocket MQ);->Apache / Tomcat;->Wildfly / Spring Boot;->Git Server;- Knowledge in Middleware software and high availability setup, tuning and design;- Strong analytical and problem-solving skills are required;- Desire to research and use new technology ;Technical Skills: ;. At least 4 years' experience in Apache Web Server (AWS); ;. At least 4 years' experience in JBoss Application Server (JAS). ;Non-technical Skills: ;. Good written English is a must; ;. 1 year's experience in work with the Government (GOV) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 3 years' relevant experience in a similar post and in a comparable capacity.",N/A,03 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31312"")"
31307,Contract Senior Systems Analyst (Bid Ref 52696-1),1,Application Development,Contract,17 Feb 2025,17 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Sai Wan Ho,N/A - N/A,(T26) Implementation of IT projects under the IT Strategy Plan.,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The candidate will primarily be responsible for the system analysis, design and programming of systems under the IT Strategy Plan. ;",6.0,5.0,"Other than the requirements specified in the 'Technical' and 'non-Technical' requirement sections below, the candidate should preferably possess experience in Court related systems. ;Technical Skills: ;. At least 5 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF); ;. At least 5 years' experience in J2EE Development (JDE); ;. At least 5 years' experience in Oracle RDBMS (ODB); ;. At least 5 years' experience in Structured Query Language (SQL); ;. At least 5 years' experience in XML (XML); ;. 2 years' experience in Object-oriented Analysis and Design (OOA) is an advantage; ;. 2 years' experience in JavaServer Faces (JSF) (JSF) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in work with the Government (GOV); ;. Good written English is a must. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 5 years' relevant experience in a similar post and in a comparable capacity.",N/A,03 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31307"")"
31306,Contract Senior Systems Analyst (Bid Ref 52695-1),1,Application Development,Contract,17 Feb 2025,16 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Sai Wan Ho,N/A - N/A,(T26) Implementation of IT projects under the IT Strategy Plan.,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The candidate will be responsible for the design, program development and testing of different application modules of the Judiciary. ;",8.0,6.0,"Other than the requirements specified in the 'Technical' and 'non-Technical' requirement sections below, the candidate should have relevant hands-on experience in application development using J2EE and preferably possess experience in development of enterprise grade systems under Service Oriented Architecture and court related applications as well as good communication skills. ;Technical Skills: ;. At least 6 years' experience in batch job monitoring (BJM); ;. At least 6 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF); ;. At least 6 years' experience in J2EE Development (JDE); ;. At least 6 years' experience in Structured Query Language (SQL); ;. At least 6 years' experience in XML (XML); ;. 2 years' experience in JavaScript Programming (JAP) is an advantage. ;Non-technical Skills: ;. Good coordination skills is a must; ;. At least 4 years' experience in work with the Government (GOV); ;. Good written English is a must; ;. At least 4 years' experience in people management (PMG); ;. At least 4 years' experience in quality assurance (QAS); ;. 2 years' experience in software testing (STM) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.",N/A,03 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31306"")"
31305,Contract Senior Systems Analyst (Bid Ref 52694-1),1,Application Development,Contract,17 Feb 2025,16 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Sai Wan Ho,N/A - N/A,(T26) Implementation of IT projects under the IT Strategy Plan.,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The candidate will be responsible for communicating with the Judiciary users, gathering requirements, performing system analysis and development activities, supporting project studies and implementing projects under the IT Strategy Plan. ;",8.0,6.0,"Other than the requirements specified in the 'Technical' and 'non-Technical' requirement sections below, the candidate should preferably possess experience in Court related systems. ;Technical Skills: ;. At least 6 years' experience in Enterprise Application Integration (EAI); ;. At least 6 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF); ;. At least 6 years' experience in J2EE Development (JDE); ;. At least 6 years' experience in Structured Query Language (SQL); ;. At least 6 years' experience in Web Services (WSV); ;. 2 years' experience in Web Programming (WEB) is an advantage; ;. 2 years' experience in Java Servlet Programming (JSP) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in work with the Government (GOV); ;. Good written English is a must; ;. At least 4 years' experience in quality assurance (QAS); ;. 2 years' experience in software testing (STM) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.",N/A,03 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31305"")"
31304,Contract Senior Systems Analyst (Bid Ref 52693-1),1,Application Development,Contract,17 Feb 2025,16 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Sai Wan Ho,N/A - N/A,(T26) Implementation and delivery of IT application projects.,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;To assist the Judiciary in production support of legacy application systems and data synchronization with iCMS. ;",8.0,6.0,"Other than the requirements specified in the 'Technical' and 'non-Technical' requirement sections below, the candidate should preferably possess:;- experience/knowledge in court related systems ;Technical Skills: ;. At least 6 years' experience in SQL*PLUS/PL/SQL/PRO*C (OPL); ;. At least 6 years' experience in PowerBuilder (P/B); ;. At least 6 years' experience in Structured Query Language (SQL); ;. At least 6 years' experience in Unix/Linux Shell Scripting (ULS); ;. At least 6 years' experience in IT Application Development and Management (ADM); ;. 2 years' experience in batch job monitoring (BJM) is an advantage. ;Non-technical Skills: ;. Good coordination skills is a must; ;. At least 4 years' experience in work with the Government (GOV); ;. Good written English is a must; ;. 2 years' experience in software testing (STM) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.",N/A,03 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31304"")"
31303,Contract Senior Systems Analyst (Bid Ref 52692-1),1,Application Development,Contract,17 Feb 2025,16 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Sai Wan Ho,N/A - N/A,(T26) Implementation of IT projects under the IT Strategy Plan.,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The candidate will be responsible for communicating with the Judiciary users, gathering requirements, performing system analysis and development activities, supporting project studies, design and implementing projects in different applications of the Judiciary under the IT Strategy Plan. ;",6.0,5.0,"Other than the requirements specified in the 'Technical' and 'non-Technical' Requirement Sections below, the candidate should preferably possess experience in design and implementation of enterprise grade systems under Service Oriented Architecture as well as good communication skills. ;Technical Skills: ;. At least 5 years' experience in Enterprise Java Beans Development (EJB); ;. At least 5 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF); ;. At least 5 years' experience in Multi-tier System Integration (MSI); ;. At least 5 years' experience in Oracle RDBMS (ODB); ;. At least 5 years' experience in Object-oriented Analysis and Design (OOA); ;. 2 years' experience in JavaServer Faces (JSF) (JSF) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in work with the Government (GOV); ;. Good written English is a must; ;. 2 years' experience in quality assurance (QAS) is an advantage; ;. 2 years' experience in software testing (STM) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 5 years' relevant experience in a similar post and in a comparable capacity.",N/A,03 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31303"")"
31182,Contract Senior Systems Analyst (Bid Ref 52690-1),1,Others,Contract,17 Feb 2025,16 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Admiralty,N/A - N/A,(T26) To help enhance the existing application of Audio-Visual('AV') facilities in the courtrooms of the Judiciary and explore the opportunities and approach in adopting AV and Information Technology ('IT') technologies as a future courtroom provision.,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The Judiciary is in progress to update and enhance its AV systems with IT-based technologies and standards, including IP-based network communication, web based control interface, digital audio and video standards, and implement more integration between AV and IT systems. Our implementation team needs to have members experienced and knowledgeable with the converged AV and IT technologies available in the market as well as interested in developing new AV/IT systems and work approaches to suit the growing business requirements. ;The candidate will take a leading part in system design and implementation, maintenance, on-going support and continuous development of existing AV/IT systems for courtrooms including video conferencing systems, video processing and streaming/broadcasting systems, video capture and distribution tools, video network systems. He/She shall have general knowledge of AV system and experience on implementing IP based multimedia systems and related infrastructure. ;",6.0,2.0,"The candidate should have practical experience in implementation of AV / multi-media and IT systems for large organizations, preferably both in commercial and courtroom environment. Moreover, he/she should have insight in the convergence of AV and IT technologies and wide exposure on integration of AV and IT technologies. ;Technical Skills: ;. At least 5 years' experience in Infrastructure (INF); ;. At least 5 years' experience in Multimedia (MUL); ;. At least 5 years' experience in Video Conference Technology (VCT); ;. 3 years' experience in Networking (NET) is an advantage; ;. 3 years' experience in System Implementation and Maintenance/Support (SIM) is an advantage; ;. 2 years' experience in Wireless Technology (WLT) is an advantage; ;. 1 year's experience in Multi-vendor Mission Critical System (MCS) is an advantage. ;Non-technical Skills: ;. At least 5 years' experience in the management and support of Government systems and services (GSS); ;. At least 5 years' experience in site preparation (SPE); ;. At least 5 years' experience in vendor management (VMG); ;. At least 4 years' experience in work with the Government (GOV); ;. 5 years' experience in project development in specified business areas (PDE) is an advantage; ;. 5 years' experience in project management (PRM) is an advantage; ;. Good coordination skills is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 6 years' post-qualification experience in which at least 2 years' relevant experience in a similar post and in a comparable capacity.",N/A,03 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31182"")"
31302,Contract Senior Systems Analyst (Bid Ref 52680-1),1,Application Development,Contract,17 Feb 2025,16 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Sai Wan Ho,N/A - N/A,(T26) Design and Implementation of IT applications.,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The candidate will be responsible for the design and implementation of various application modules of the Judiciary, in particular modules related to Octopus related payment. ;",8.0,6.0,"Other than the requirements specified in the 'Technical' and 'non-Technical' requirement sections below, the candidate should preferably possess:;- Experience/knowledge in Octopus payment processing;- Experience/knowledge in integrating Kiosks with application systems;- Experience in designing and implementing e-services related systems;- Experience in application systems for court case processing;- Good communication skills ;Technical Skills: ;. At least 6 years' experience in Enterprise Application Integration (EAI); ;. At least 6 years' experience in JavaScript Programming (JAP); ;. At least 6 years' experience in J2EE Development (JDE); ;. At least 6 years' experience in Web Services (WSV); ;. At least 6 years' experience in XML (XML); ;. 4 years' experience in Java Servlet Programming (JSP) is an advantage; ;. 4 years' experience in Enterprise Java Beans Development (EJB) is an advantage; ;. 4 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF) is an advantage. ;Non-technical Skills: ;. Good coordination skills is a must; ;. At least 4 years' experience in work with the Government (GOV); ;. Good written English is a must; ;. At least 4 years' experience in quality assurance (QAS); ;. 2 years' experience in software testing (STM) is an advantage; ;. 2 years' experience in managing Government projects (MGP) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.",N/A,03 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31302"")"
31301,Contract Senior Systems Analyst (Bid Ref 52679-1),1,Application Development,Contract,17 Feb 2025,16 Mar 2025 to 30 Sep 2025 (6 months),under InfoTech,Government T26 Contract,Sai Wan Ho,N/A - N/A,(T26) Implementation of IT projects under the IT Strategy Plan.,"- Serve a contract assignment under InfoTech's headcount, full-time second to serve the Judiciary; ;The candidate will be responsible for the design and development of various application modules of the Judiciary. ;",8.0,6.0,"Other than the requirements specified in the 'Technical' and 'non-Technical' requirement sections below, the candidate should preferably possess:;- Experience in design and implementation of enterprise grade systems under Service Oriented Architecture;- Experience in design and implementation of e-services and other related areas;- Experience in Court related application design and implementation;- Good communication skills ;Technical Skills: ;. At least 6 years' experience in Enterprise Application Integration (EAI); ;. At least 6 years' experience in JavaScript Programming (JAP); ;. At least 6 years' experience in J2EE Development (JDE); ;. At least 6 years' experience in Web Programming (WEB); ;. At least 6 years' experience in XML (XML); ;. 2 years' experience in JavaServer Faces (JSF) (JSF) is an advantage; ;. 2 years' experience in Java Application Framework (e.g. Struts (Apache)) (JAF) is an advantage. ;Non-technical Skills: ;. At least 4 years' experience in work with the Government (GOV); ;. At least 4 years' experience in managing Government projects (MGP); ;. Good written English is a must; ;. At least 4 years' experience in software testing (STM); ;. 2 years' experience in quality assurance (QAS) is an advantage. ;- Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; ;- At least 8 years' post-qualification experience in which at least 6 years' relevant experience in a similar post and in a comparable capacity.",N/A,03 Feb 2025,itcareer@infotech.com.hk,2836 0363,"=Hyperlink(""https://www.infotech.com.hk/itjs/job/fe-view.do?method=feView&jjKey=31301"")"
